Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 10, 2017 (Friday)",8:00 AM,Neutral,Defiance College,"Kissimmee, Fla.",,,"W,4-1",Box Score
"March 10, 2017 (Friday)",10:15 AM,Neutral,Montclair State,"Kissimmee, Fla.",,,"L,6-8",Box Score
"March 11, 2017 (Saturday)",8:00 AM,Neutral,Skidmore College,"Kissimmee, Fla.",,,"W,3-2",Box Score
"March 11, 2017 (Saturday)",12:30 PM,Neutral,St. Joseph's College,"Kissimmee, Fla.",,,"L,0-1",Box Score
"March 12, 2017 (Sunday)",10:15 AM,Neutral,Westminster,"Kissimmee, Fla.",,,"W,10-3",Box Score
"March 12, 2017 (Sunday)",12:30 PM,Neutral,Utica College,"Kissimmee, Fla.",,,"W,9-1",Box Score
"March 14, 2017 (Tuesday)",12:30 PM,Neutral,Springfield College,"Kissimmee, Fla.",,,"W,7-3",Box Score
"March 14, 2017 (Tuesday)",2:45 PM,Neutral,Washington College,"Kissimmee, Fla.",,,"W,10-2",Box Score
"March 15, 2017 (Wednesday)",10:15 AM,Neutral,Wisconsin Lutheran,"Kissimmee, Fla.",,,"W,13-0",Box Score
"March 15, 2017 (Wednesday)",2:45 PM,Neutral,Farmingdale State,"Kissimmee, Fla.",,,"W,10-1",Box Score
"March 26, 2017 (Sunday)",1:00 PM,Away,Loras College,Dubuque,,,"W,10-1",Box Score
"March 26, 2017 (Sunday)",1:00 PM,Away,Loras College,Dubuque,,,"L,1-2",Box Score
"March 27, 2017 (Monday)",4:00 PM,Home,Coe College,Mount Vernon,,,"L,2-10",Box Score
"April 1, 2017 (Saturday)",1:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,"W,2-1",Box Score
"April 1, 2017 (Saturday)",1:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,3-4",Box Score
"April 2, 2017 (Sunday)",1:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,21-0",Box Score
"April 2, 2017 (Sunday)",1:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,19-5",Box Score
"April 8, 2017 (Saturday)",1:00 PM,Away,St. Norbert,"De Pere, Wis.",,,"L,2-6",Box Score
"April 8, 2017 (Saturday)",1:00 PM,Away,St. Norbert,"De Pere, Wis.",,,"L,0-5",Box Score
"April 9, 2017 (Sunday)",1:00 PM,Away,Lawrence,"Appleton, Wis.",,,"W,10-3",Box Score
"April 9, 2017 (Sunday)",1:00 PM,Away,Lawrence,"Appleton, Wis.",,,"W,14-4",Box Score
"April 13, 2017 (Thursday)",3:00 PM,Away,Dubuque,Dubuque,,,"W,6-3",Box Score
"April 15, 2017 (Saturday)",12:00 PM,Home,Monmouth,Mount Vernon,,,"W,3-2",Box Score
"April 15, 2017 (Saturday)",1:00 PM,Home,Monmouth,Mount Vernon,,,"W,7-6",Box Score
"April 18, 2017 (Tuesday)",4:00 PM,Home,UW-Platteville,Mount Vernon,,,"W,5-0",Box Score
"April 18, 2017 (Tuesday)",4:00 PM,Home,UW-Platteville,Mount Vernon,,,"W,3-1",Box Score
"April 22, 2017 (Saturday)",1:00 PM,Home,Lake Forest,Mount Vernon,,,"W,5-2",Box Score
"April 22, 2017 (Saturday)",1:00 PM,Home,Lake Forest,Mount Vernon,,,"W,6-4",Box Score
"April 23, 2017 (Sunday)",1:00 PM,Home,Beloit,Mount Vernon,,,"W,10-0",Box Score
"April 23, 2017 (Sunday)",1:00 PM,Home,Beloit,Mount Vernon,,,"W,2-1",Box Score
"April 25, 2017 (Tuesday)",6:30 PM,Home,Grinnell,Mount Vernon,,,"W,11-3",Box Score
"April 25, 2017 (Tuesday)",6:30 PM,Home,Grinnell,Mount Vernon,,,"W,8-0",Box Score
"April 29, 2017 (Saturday)",12:00 PM,Away,Ripon College,"Ripon, Wis.",,,"L,4-6",Box Score
"April 29, 2017 (Saturday)",12:00 PM,Away,Ripon College,"Ripon, Wis.",,,"W,9-1",Box Score
"April 30, 2017 (Sunday)",1:00 PM,Home,Mount Mary,Mount Vernon,,,Canceled,
"April 30, 2017 (Sunday)",1:00 PM,Home,Mount Mary,Mount Vernon,,,Canceled,
"May 5, 2017 (Friday)",10:00 AM,Neutral,Illinois College,"De Pere, Wis.",,,"W,1-0",Box Score
"May 5, 2017 (Friday)",4:00 PM,Away,St. Norbert,"De Pere, Wis.",,,"L,3-7",Box Score
"May 6, 2017 (Saturday)",10:00 AM,Neutral,Lake Forest,"De Pere, Wis.",,,"W,9-4",Box Score
"May 6, 2017 (Saturday)",12:15 PM,Away,St. Norbert,"De Pere, Wis.",,,"L,4-6",Box Score
