Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2019 (Saturday)",1:00 pm,Home,Wheaton College (Ill.),"Monmouth, Ill./April Zorn Memorial Stadium",,,,"L,0-38",Box ScoreRecap
"September 14, 2019 (Saturday)",7:00 pm,Away,Wartburg College,"Waverly, IA",,,,"L,9-38",Box ScoreRecap
"September 21, 2019 (Saturday)",,Home,Midwest Conference Bye Week,"Monmouth, Ill./April Zorn Memorial Stadium",,,,,
"September 28, 2019 (Saturday)",1:00 pm,Home,St. Norbert College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,34-14",Box ScoreRecap
"October 5, 2019 (Saturday)",1:00 pm,Away,Ripon College,"Ripon, WI",,,,"W,20-0",Box ScoreRecap
"October 12, 2019 (Saturday)",1:00 pm,Away,Grinnell College,"Grinnell, IA",,,,Canceled,
"October 19, 2019 (Saturday)",2:00 pm,Home,Illinois College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,30-15",Box ScoreRecap
"October 26, 2019 (Saturday)",2:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,27-14",Box ScoreRecap
"November 2, 2019 (Saturday)",1:00 pm,Away,University of Chicago,"Chicago, IL",,,,"(OT)W,21-20",Box ScoreRecap
"November 9, 2019 (Saturday)",1:00 pm,Home,Knox College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,31-3",Box ScoreRecap
"November 16, 2019 (Saturday)",12:00 pm,Home,St. Norbert College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,10-7",Box ScoreRecapChampionship Week PageChampionship Program
"November 23, 2019 (Saturday)",12:00 pm,Away,University of Wisconsin-Whitewater,"Whitewater, WI",,,NCAA Championships,"L,10-35",Box ScoreRecapGame Information
