Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 12, 2017 (Sunday)",10 a.m. EDT,Neutral,William Paterson Univ.,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","W,4-18 inn.",Box Score
"March 12, 2017 (Sunday)",1 p.m. EDT,Neutral,William Paterson Univ.,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","L,6-4",Box Score
"March 13, 2017 (Monday)",3:30 p.m. EDT,Neutral,UMass-Dartmouth,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","W,10-6",Box Score
"March 13, 2017 (Monday)",6:30 p.m. EDT,Neutral,UMass-Dartmouth,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","L,8-5",Box Score
"March 14, 2017 (Tuesday)",3:30 p.m. EDT,Neutral,Curry College,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","W,7-5",Box Score
"March 16, 2017 (Thursday)",4 p.m. EDT,Neutral,Salve Regina Univ.,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","L,12-2",Box Score
"March 17, 2017 (Friday)",1:30 p.m. EDT,Neutral,Stockton Univ.,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","W,2-1",Box Score
"March 17, 2017 (Friday)",1:30 p.m. EDT,Neutral,Stockton Univ.,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","L,11-5",Box Score
"March 18, 2017 (Saturday)",9:30 a.m. EDT,Neutral,Rowan Univ.,,,,"16 Central Florida Invitational Winter Haven, Auburndale and Leesburg, Fla.","W,3-2",Box Score
"March 24, 2017 (Friday)",2 p.m.,Neutral,Carroll Univ.,,,,,"W,6-4",Box Score
"March 24, 2017 (Friday)",5 p.m.,Neutral,Carroll Univ.,,,,,"W,2-1",Box Score
"March 28, 2017 (Tuesday)",3:30 p.m.,Home,Lakeland Univ.,,,,,"W,6-1",Box Score
"April 1, 2017 (Saturday)",1 p.m.,Home,Beloit College,,,,,"W,13-7",Box Score
"April 1, 2017 (Saturday)",4 p.m.,Home,Beloit College,,,,,"L,9-1",Box Score
"April 2, 2017 (Sunday)",1 p.m.,Away,Beloit College,,,,,"W,14-0",Box Score
"April 2, 2017 (Sunday)",4 p.m.,Away,Beloit College,,,,,"W,11-1",Box Score
"April 8, 2017 (Saturday)",Noon,Home,Ripon College,,,,,"W,11-10",Box Score
"April 8, 2017 (Saturday)",3 p.m.,Home,Ripon College,,,,,"W,11-1",Box Score
"April 9, 2017 (Sunday)",Noon,Away,Ripon College,,,,,"L,9-8",Box Score
"April 9, 2017 (Sunday)",3 p.m.,Away,Ripon College,,,,,"W,13-4",Box Score
"April 12, 2017 (Wednesday)",1:30 p.m.,Home,Benedictine Univ.,,,,,"L,5-2",Box Score
"April 12, 2017 (Wednesday)",4:30 p.m.,Home,Benedictine Univ.,,,,,"W,5-3",Box Score
"April 17, 2017 (Monday)",1 p.m.,Away,UW-Stevens Point,,,,,"W,8-0",Box Score
"April 17, 2017 (Monday)",4 p.m.,Away,UW-Stevens Point,,,,,"L,4-1",Box Score
"April 21, 2017 (Friday)",7 p.m.,Neutral,Monmouth College,,,,"16 Midwest Conference Crossover Woodside Sports Complex - Mauston, Wis.","W,2-0",Box Score
"April 22, 2017 (Saturday)",11 a.m.,Neutral,Knox College,,,,"16 Midwest Conference Crossover Woodside Sports Complex - Mauston, Wis.","W,8-3",Box Score
"April 22, 2017 (Saturday)",2 p.m.,Neutral,Illinois College,,,,"16 Midwest Conference Crossover Woodside Sports Complex - Mauston, Wis.","W,9-2",Box Score
