Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2023 (Friday)",5:00 pm,Neutral,Macalester,"Aurora, IL",,,Jim Coleman Memorial Tournament,"W,3-0",Box ScoreRecap
"September 2, 2023 (Saturday)",3:00 pm,Neutral,Cornell College,"Aurora, IL",,,Jim Coleman Memorial Tournament,"L,2-3",Box ScoreRecap
"September 2, 2023 (Saturday)",5:00 PM,Away,Aurora University,"Aurora, IL",,,Jim Coleman Memorial Tournament,"W,3-2",Box ScoreRecap
"September 6, 2023 (Wednesday)",6:00 pm,Home,Illinois Tech,"Ratner Athletic Center | Chicago, IL",,,,"W,3-0",Box ScoreRecap
"September 8, 2023 (Friday)",7:30 pm,Home,Colby,"Ratner Athletic Center | Chicago, IL",,,2023 Gargoyle Classic,"W,3-0",Box ScoreRecap
"September 9, 2023 (Saturday)",12:30 pm,Home,Stevens,"Ratner Athletic Center | Chicago, IL",,,2023 Gargoyle Classic,"L,1-3",Box ScoreRecap
"September 9, 2023 (Saturday)",3:00 pm,Home,North Park,"Ratner Athletic Center | Chicago, IL",,,2023 Gargoyle Classic,"L,1-3",Box ScoreRecap
"September 15, 2023 (Friday)",10:00 am,Neutral,Claremont-M-S,"Thousand Oaks, CA",,,2023 Cal Lu Fornia Invitational,"L,0-3",Box ScoreRecap
"September 15, 2023 (Friday)",3:00 PM (CT),Neutral,Texas Lutheran,"Thousand Oaks, CA",,,2023 Cal Lu Fornia Invitational,"L,1-3",Box ScoreRecap
"September 16, 2023 (Saturday)",12:00 PM (CT),Neutral,Juniata,"Thousand Oaks, CA",,,2023 Cal Lu Fornia Invitational,"L,0-3",Box ScoreRecap
"September 23, 2023 (Saturday)",11:00 am (CT),Neutral,Emory,"Cleveland, OH",,,2023 UAA Round Robin #1 - Hosted By Case Western Reserve,"L,0-3",Box ScoreRecap
"September 23, 2023 (Saturday)",1:00 pm (CT),Neutral,Carnegie Mellon,"Cleveland, OH",,,2023 UAA Round Robin #1 - Hosted By Case Western Reserve,"L,1-3",Box ScoreRecap
"September 24, 2023 (Sunday)",9:00 am (CT),Neutral,University of Rochester,"Cleveland, OH",,,2023 UAA Round Robin #1 - Hosted By Case Western Reserve,"W,3-0",Box ScoreRecap
"September 27, 2023 (Wednesday)",6:00 PM (CT),Away,Calvin,"Grand Rapids, MI",,,,"L,1-3",Box ScoreRecap
"September 30, 2023 (Saturday)",11:00 am,Home,Wis.-Oshkosh,"Ratner Athletic Center | Chicago, IL",,,UChicago Tri-Match,"L,2-3",Box ScoreRecap
"September 30, 2023 (Saturday)",4:00 pm,Home,Hope,"Ratner Athletic Center | Chicago, IL",,,UChicago Tri-Match,"L,2-3",Box ScoreRecap
"October 8, 2023 (Sunday)",10:00 am,Home,Brandeis,"Ratner Athletic Center | Chicago, IL",,,2023 UAA Round Robin #2 - Hosted By University of Chicago,"W,3-0",Box ScoreRecap
"October 8, 2023 (Sunday)",12:00 pm,Home,Washington (Mo.),"Ratner Athletic Center | Chicago, IL",,,2023 UAA Round Robin #2 - Hosted By University of Chicago,"L,0-3",Box ScoreRecap
"October 22, 2023 (Sunday)",12 pm,Neutral,New York U.,"Waltham, MA",,,2023 UAA Round Robin #3 - Hosted By Brandeis,"L,0-3",Box ScoreRecap
"October 22, 2023 (Sunday)",2 pm,Neutral,Case Western Reserve,"Waltham, MA",,,2023 UAA Round Robin #3 - Hosted By Brandeis,"W,3-0",Box ScoreRecap
"October 27, 2023 (Friday)",5:00 pm,Neutral,Wis.-Eau Claire,"Bloomington, IL",,,2023 IWU Tournament,"W,3-0",Box ScoreRecap
"October 27, 2023 (Friday)",7:00 pm,Away,Ill. Wesleyan,"Bloomington, IL",,,2023 IWU Tournament,"L,0-3",Box ScoreRecap
"October 28, 2023 (Saturday)",12:30 pm,Neutral,Millikin,"Bloomington, IL",,,2023 IWU Tournament,"W,3-2",Box ScoreRecap
"November 4, 2023 (Saturday)",2:00 pm,Home,Olivet Nazarene,"Ratner Athletic Center | Chicago, IL",,,University of Chicago Women's Soccer Senior Day,"W,3-0",Box ScoreRecap
"November 10, 2023 (Friday)",2:00 pm EST,Neutral,Carnegie Mellon University,"Atlanta, GA",,,2023 UAA Volleyball Championship - Hosted By Emory University,"W,3-1",Box ScoreRecap
"November 10, 2023 (Friday)",4:00 pm EST,Away,Emory University,"Atlanta, GA",,,2023 UAA Volleyball Championship - Hosted By Emory University,"L,0-3",Box ScoreRecap
"November 11, 2023 (Saturday)",10:00 am EST,Neutral,Case Western Reserve University,"Atlanta, GA",,,2023 UAA Volleyball Championship - Hosted By Emory University,"L,2-3",Box ScoreRecap
