Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2014 (Friday)",7:30 p.m.,Home,Wartburg College,"St. Paul, Minn./ Macalester Stadium",,,,"W,2-1OT",Box ScoreRecap
"September 5, 2014 (Friday)",7:30 p.m.,Home,Grinnell College,"St. Paul, Minn./ Macalester Stadium",,,ACM Showcase,"W,3-2OT",Box ScoreRecap
"September 7, 2014 (Sunday)",11:30 a.m.,Home,Lake Forest College,"St. Paul, Minn./ Macalester Stadium",,,ACM Showcase,"L,0-2",Box ScoreRecap
"September 13, 2014 (Saturday)",2 p.m.,Away,Luther College,"Decorah, Iowa",,,,"L,1-2",Box ScoreRecap
"September 16, 2014 (Tuesday)",7:30 p.m.,Home,University of St. Thomas,"St. Paul, Minn./ Macalester Stadium",,,,"W,2-1",Box ScoreRecap
"September 20, 2014 (Saturday)",1 p.m.,Away,Hamline University,"St. Paul, Minn.",,,,"T,2-22ot",Box ScoreRecap
"September 23, 2014 (Tuesday)",7:30 p.m.,Home,University of Wisconsin-Stout,"St. Paul, Minn./ Macalester Stadium",,,,"W,1-0",Box ScoreRecap
"September 26, 2014 (Friday)",7:30 p.m.,Home,Augsburg College,"St. Paul, Minn./ Macalester Stadium",,,,"L,1-2",Box ScoreRecap
"October 1, 2014 (Wednesday)",7:30 p.m.,Home,#13 College of Saint Benedict,"St. Paul, Minn./ Macalester Stadium",,,,"L,0-12ot",Box ScoreRecap
"October 4, 2014 (Saturday)",11 a.m.,Away,Bethel University,"Arden Hills, Minn.",,,,"L,0-1",Box ScoreRecap
"October 7, 2014 (Tuesday)",7:30 p.m.,Home,College of St. Scholastica,"St. Paul, Minn./ Macalester Stadium",,,,"W,1-0",Box ScoreRecap
"October 11, 2014 (Saturday)",1 p.m.,Home,St. Olaf College,"St. Paul, Minn./ Macalester Stadium",,,,"L,1-3",Box ScoreRecap
"October 15, 2014 (Wednesday)",4 p.m.,Away,Carleton College,"Northfield, Minn.",,,,"W,2-1",Box ScoreRecap
"October 18, 2014 (Saturday)",1 p.m.,Away,Gustavus Adolphus College,"St. Peter, Minn.",,,,"W,1-02OT",Box ScoreRecap
"October 21, 2014 (Tuesday)",7 p.m.,Away,#13 University of Wisconsin-Whitewater,"Whitewater, Wis.",,,,"L,1-2",Box ScoreRecap
"October 25, 2014 (Saturday)",7 p.m.,Home,St. Catherine University,"St. Paul, Minn./ Macalester Stadium",,,,"W,2-0",Box ScoreRecap
"October 29, 2014 (Wednesday)",7:30 p.m.,Home,Concordia College (Minn.),"St. Paul, Minn./ Macalester Stadium",,,,"L,0-1",Box ScoreRecap
"November 1, 2014 (Saturday)",1 p.m.,Away,Saint Mary's University (Minn.),"Winona, Minn.",,,,"W,2-1",Box ScoreRecap
