Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 22, 2018 (Wednesday)",3:00 PM,Away,Illinois Wesleyan University (Exhibition),"Bloomington, Ill.",,,,History
"August 31, 2018 (Friday)",4:00 PM,Away,Dominican University (Ill.),"River Forest, Ill.",,,"L,0-9",Box ScoreRecap
"September 2, 2018 (Sunday)",4:30 PM,Away,Aurora University,"Aurora, Ill.",,,"L,1-6",Box ScoreRecap
"September 8, 2018 (Saturday)",4:30 PM,Away,Westminster College (MO),"Fulton, Mo.",,,"L,0-4",Box ScoreRecap
"September 9, 2018 (Sunday)",6:00 PM,Away,Webster University,"St. Louis, Mo.",,,"L,0-1",Box ScoreRecap
"September 12, 2018 (Wednesday)",5:00 PM,Away,MacMurray College,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
"September 15, 2018 (Saturday)",2:00 PM,Home,Franklin College,"Jacksonville, Ill.",,,"W,2-1(2OT)",Box ScoreRecap
"September 16, 2018 (Sunday)",2:00 PM,Home,Fontbonne University,"Jacksonville, Ill.",,,"L,2-3(2OT)",Box ScoreRecap
"September 19, 2018 (Wednesday)",7:00 PM,Home,Blackburn College,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"September 22, 2018 (Saturday)",11:00 AM,Away,Knox College,"Galesburg, Ill.",,,"L,0-3",Box ScoreRecap
"September 25, 2018 (Tuesday)",7:45 PM,Away,Millikin University,"Decatur, Ill.",,,"L,0-4",Box ScoreRecap
"September 29, 2018 (Saturday)",11:00 AM,Home,Lawrence University,"Jacksonville, Ill.",,,"W,2-1",Box ScoreRecap
"September 30, 2018 (Sunday)",11:00 AM,Home,Ripon College,"Jacksonville, Ill.",,,"T,0-0(2OT)",Box ScoreRecap
"October 6, 2018 (Saturday)",11:00 AM,Away,Monmouth College,"Monmouth, Ill.",,,"L,0-3",Box ScoreRecap
"October 7, 2018 (Sunday)",11:00 AM,Home,Cornell College,"Jacksonville, Ill.",,,"L,0-1",Box ScoreRecap
"October 13, 2018 (Saturday)",11:00 AM,Away,St. Norbert College,De Pere. Wis.,,,"L,0-3",Box ScoreRecap
"October 14, 2018 (Sunday)",11:00 AM,Away,Beloit College,"Beloit, Wis.",,,"W,2-1",Box ScoreRecap
"October 20, 2018 (Saturday)",11:00 AM,Home,Lake Forest College,"Jacksonville, Ill.",,,"L,1-5",Box ScoreRecap
"October 27, 2018 (Saturday)",11:00 AM,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-3",Box ScoreRecap
