Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Carlson, Athena",SO-2,33.92m,"111' 3""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,33.58m,"110' 2""",Central College Open,"Apr 20, 2013"
,"Carlson, Athena",SO-2,33.36m,"109' 5""",Central College Open,"Apr 20, 2013"
,"Carlson, Athena",SO-2,33.17m,"108' 10""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Carlson, Athena",SO-2,32.38m,"106' 3""",Central College Open,"Apr 20, 2013"
,"Carlson, Athena",SO-2,31.82m,"104' 5""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,31.53m,"103' 5""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,31.09m,"102' 0""",Cornell College Invitational,"Apr 6, 2013"
,"Carlson, Athena",SO-2,31.04m,"101' 10""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Carlson, Athena",SO-2,29.12m,"95' 6""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Carlson, Athena",SO-2,29.06m,"95' 4""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Carlson, Athena",SO-2,28.61m,"93' 10""",Cornell College Invitational,"Apr 6, 2013"
,"Carlson, Athena",SO-2,27.95m,"91' 8""",2013 Monmouth Fighting Scots,"May 4, 2013"
,"Hammond, Edith",SR-4,20.62m,"67' 8""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Hammond, Edith",SR-4,20.60m,"67' 7""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Hammond, Edith",SR-4,17.14m,"56' 3""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,15.83m,"51' 11""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,14.24m,"46' 9""",Central College Open,"Apr 20, 2013"
