Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Hammond, Edith",SR-4,9.02m,"29' 7.25""",Kip Janvrin Open,"Apr 25, 2013"
,"Hammond, Edith",SR-4,8.90m,"29' 2.5""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Hammond, Edith",SR-4,8.85m,"29' 0.5""",Kip Janvrin Open,"Apr 25, 2013"
,"Hammond, Edith",SR-4,8.85m,"29' 0.5""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Hammond, Edith",SR-4,8.69m,"28' 6.25""",Kip Janvrin Open,"Apr 25, 2013"
,"Hammond, Edith",SR-4,8.58m,"28' 1.75""",Walt Disney World Invitational,"Mar 22, 2013"
,"Hammond, Edith",SR-4,8.43m,"27' 8""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,8.39m,"27' 6.5""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,8.32m,"27' 3.75""",Walt Disney World Invitational,"Mar 22, 2013"
,"Hammond, Edith",SR-4,8.31m,"27' 3.25""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,8.10m,"26' 7""",Central College Open,"Apr 20, 2013"
,"Hammond, Edith",SR-4,7.70m,"25' 3.25""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,7.56m,"24' 9.75""",Cornell College Invitational,"Apr 6, 2013"
,"Hammond, Edith",SR-4,7.31m,"23' 11.75""",Walt Disney World Invitational,"Mar 22, 2013"
,"Hammond, Edith",SR-4,7.21m,"23' 8""",Walt Disney World Invitational,"Mar 22, 2013"
,"Hammond, Edith",SR-4,7.04m,"23' 1.25""",Walt Disney World Invitational,"Mar 22, 2013"
