Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:31.10,"Banks, Kolacia, Garwood, Moorehead",Midwest Conference Indoor Championships,"Feb 22, 2013"
,3:34.25,"Angel, Kolacia, Krauth, Moorehead",ACM Invitational,"Feb 2, 2013"
,3:34.65,"Banks, Angel, Kolacia, Moorehead",Darren Young Invitational,"Feb 9, 2013"
,3:42.39,"Romeo, Krauth, Mahar, Tyree",Wartburg Invite,"Feb 16, 2013"
