Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Romeo, Dixon",FR-1,7.29,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Romeo, Dixon",FR-1,7.31,Darren Young Invitational,"Feb 9, 2013"
,"Hardman, Ed",FR-1,7.36,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Romeo, Dixon",FR-1,7.37,ACM Invitational,"Feb 2, 2013"
,"Hardman, Ed",FR-1,7.43,ACM Invitational,"Feb 2, 2013"
,"Romeo, Dixon",FR-1,7.48,ACM Invitational,"Feb 2, 2013"
,"Hardman, Ed",FR-1,7.49,ACM Invitational,"Feb 2, 2013"
,"Edwards, Ronald",JR-3,7.56,ACM Invitational,"Feb 2, 2013"
,"Banks, Quinton",SR-4,7.58,Wartburg Invite,"Feb 16, 2013"
,"Garwood, David",SR-4,7.59,Wartburg Invite,"Feb 16, 2013"
,"Edwards, Ronald",JR-3,7.64,ACM Invitational,"Feb 2, 2013"
,"Shields, Windom",FR-1,7.84,Wartburg Invite,"Feb 16, 2013"
,"Shields, Windom",FR-1,7.92,ACM Invitational,"Feb 2, 2013"
,"Edwards, Ronald",JR-3,7.98,Darren Young Invitational,"Feb 9, 2013"
,"Hernandez, Luis",SO-2,8.22,Darren Young Invitational,"Feb 9, 2013"
,"Hernandez, Luis",SO-2,8.25,ACM Invitational,"Feb 2, 2013"
,"Hernandez, Luis",SO-2,8.3,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Braun, Zev",SO-2,8.34,Darren Young Invitational,"Feb 9, 2013"
,"Braun, Zev",SO-2,8.39,ACM Invitational,"Feb 2, 2013"
,"Braun, Zev",SO-2,8.43,Wartburg Invite,"Feb 16, 2013"
