Unnamed: 0,Time,Athletes,Meet,Meet Date
,11:07.63,"Kakazu, Shields, Tyree, Krauth",Midwest Conference Indoor Championships,"Feb 22, 2013"
,11:21.03,"Figge, Garwood, Kakazu, Canady",ACM Invitational,"Feb 2, 2013"
,12:39.37,"Schake, Tyree, Kinley, Mundell",ACM Invitational,"Feb 2, 2013"
