Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 9, 1988 (Friday)",,Home,St. Olaf,"Grinnell, IA",,,"W,2-0",
"September 10, 1988 (Saturday)",,Home,Gustavus Adolphus,"Grinnell, IA",,,"W,2-1",
"September 17, 1988 (Saturday)",,Away,Carleton,"Northfield, MN",,,"W,1-0",
"September 18, 1988 (Sunday)",,Neutral,Augsburg,"Northfield, MN",,,"W,1-0",
"September 28, 1988 (Wednesday)",,Home,Monmouth,"Grinnell, IA",,,"W,4-0",
"September 30, 1988 (Friday)",,Home,Ripon,"Grinnell, IA",,,"W,7-0",
"October 2, 1988 (Sunday)",,Home,Colorado College,"Grinnell, IA",,,"L,1-2",
"October 6, 1988 (Thursday)",,Away,Coe,"Cedar Rapids, IA",,,"W,1-0",
"October 8, 1988 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,4-0",
"October 11, 1988 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,3-1",
"October 15, 1988 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,0-1",
"October 18, 1988 (Tuesday)",,Away,Trinity,Trinity (TX),,,"T,1-1",
"October 20, 1988 (Thursday)",,Away,Texas Lutheran,Texas Lutheran,,,"W,2-0",
"October 26, 1988 (Wednesday)",,Away,Drake,Drake,,,"L,0-6",
