Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 12, 2013 (Tuesday)",4:5 pm,Away,Ill.-Chicago,,,,"L,6-15",Box ScoreRecap
"March 24, 2013 (Sunday)",12:30 pm,Neutral,Grinnell,"Winter Haven, Fla.",,,"L,3-4",Box ScoreRecap
"March 24, 2013 (Sunday)",3:30 pm,Neutral,Grinnell,"Winter Haven, Fla.",,,"W,16-3",Box ScoreRecap
"March 25, 2013 (Monday)",12 pm,Neutral,St. Thomas (Minn.),"Auburndale, Fla.",,,"L,6-14",Box ScoreRecap
"March 25, 2013 (Monday)",3 pm,Neutral,St. Thomas (Minn.),"Auburndale, Fla.",,,"L,7-14",Box ScoreRecap
"March 26, 2013 (Tuesday)",12 pm,Neutral,Concordia (Wis.),"Winter Haven, Fla.",,,"W,7-3",Box ScoreRecap
"March 26, 2013 (Tuesday)",3 pm,Neutral,Concordia (Wis.),"Winter Haven, Fla.",,,"W,11-4",Box ScoreRecap
"March 28, 2013 (Thursday)",11 am,Neutral,Bard,"Winter Haven, Fla.",,,"W,16-0",Box ScoreRecap
"March 28, 2013 (Thursday)",3 pm,Neutral,Fontbonne,"Winter Haven, Fla.",,,"W,8-7",Box ScoreRecap
"March 29, 2013 (Friday)",12 pm,Neutral,Carroll (Wis.),"Auburndale, Fla.",,,"L,12-16",Box ScoreRecap
"March 29, 2013 (Friday)",3 pm,Neutral,Carroll (Wis.),"Auburndale, Fla.",,,"L,7-9",Box ScoreRecap
"March 30, 2013 (Saturday)",10 am,Neutral,Colby,"Auburndale, Fla.",,,"W,16-12",Box ScoreRecap
"March 30, 2013 (Saturday)",1 pm,Neutral,Colby,"Auburndale, Fla.",,,"W,5-4",Box ScoreRecap
"April 3, 2013 (Wednesday)",4 pm,Away,Benedictine (IL),,,,"L,6-7",Box ScoreRecap
"April 6, 2013 (Saturday)",1 pm,Away,Beloit,,,,"W,8-5",Box ScoreRecap
"April 6, 2013 (Saturday)",4 pm,Away,Beloit,,,,"W,9-7",Box ScoreRecap
"April 7, 2013 (Sunday)",1 pm,Home,Robert Morris-S'field,,,,"W,17-3",Box ScoreRecap
"April 7, 2013 (Sunday)",4 pm,Home,Robert Morris-S'field,,,,"W,9-5",Box ScoreRecap
"April 9, 2013 (Tuesday)",3 pm,Home,Dominican (Ill.),,,,"W,13-0",Box ScoreRecap
"April 14, 2013 (Sunday)",1 pm,Away,Monmouth (Ill.),,,,"W,22-4",Box ScoreRecap
"April 14, 2013 (Sunday)",4 pm,Neutral,St. Norbert,"Monmouth, Ill.",,,"L,7-17",Box ScoreRecap
"April 16, 2013 (Tuesday)",6 pm,Away,North Park,,,,"W,10-4",Box ScoreRecap
"April 21, 2013 (Sunday)",1 pm,Home,Rockford,,,,"W,9-2",Box ScoreRecap
"April 21, 2013 (Sunday)",3 pm,Home,Rockford,,,,"W,4-3",Box ScoreRecap
"April 24, 2013 (Wednesday)",3:30 pm,Away,Elmhurst,,,,"L,12-13",Box ScoreRecap
"April 27, 2013 (Saturday)",12 pm,Home,Washington (Mo.),,,,"W,4-1",Box ScoreRecap
"April 27, 2013 (Saturday)",3 pm,Home,Washington (Mo.),,,,"L,0-3",Box ScoreRecap
"April 28, 2013 (Sunday)",12 pm,Home,Washington (Mo.),,,,"L,5-10",Box ScoreRecap
"April 28, 2013 (Sunday)",3 pm,Home,Washington (Mo.),,,,"W,2-1",Box ScoreRecap
"April 30, 2013 (Tuesday)",3 pm,Away,North Central (Ill.),,,,"W,10-8",Box ScoreRecap
"April 30, 2013 (Tuesday)",6 pm,Away,North Central (Ill.),,,,"W,3-0",Box ScoreRecap
"May 1, 2013 (Wednesday)",6 pm,Away,Wheaton (Ill.),,,,"W,12-1",Box ScoreRecap
"May 3, 2013 (Friday)",3 pm,Away,Concordia (Ill.),,,,"L,4-14",Box ScoreRecap
"May 5, 2013 (Sunday)",1 pm,Away,Carthage,,,,"W,3-1",Box ScoreRecap
"May 5, 2013 (Sunday)",3 pm,Away,Carthage,,,,"W,4-0",Box ScoreRecap
"May 8, 2013 (Wednesday)",3 pm,Away,Northwestern,,,,"W,9-7",Box ScoreRecap
"May 11, 2013 (Saturday)",12 pm,Away,Washington (Mo.),TBA,,,"L,2-13",Box ScoreRecap
"May 11, 2013 (Saturday)",3:30 pm,Away,Washington (Mo.),TBA,,,"L,7-10",Box ScoreRecap
