Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"December 14, 1907 (Saturday)",,Neutral,State Normal,,,,"W,61-23",
"December 20, 1907 (Friday)",,Neutral,Drake,,,,"W,42-22",
"January 15, 1908 (Wednesday)",,Neutral,Coe,,,,"W,56-30",
"January 20, 1908 (Monday)",,Away,Iowa,"Iowa City, IA",,,"L,18-26",
"January 25, 1908 (Saturday)",,Neutral,Des Moines YMCA,,,,"L,26-36",
"January 28, 1908 (Tuesday)",,Neutral,Leander Clark,,,,"W,32-24",
"February 2, 1908 (Sunday)",,Neutral,State Normal,,,,"W,55-19",
"February 5, 1908 (Wednesday)",,Neutral,Coe,,,,"W,55-19",
"February 7, 1908 (Friday)",,Home,Minnesota,"Grinnell, IA",,,"W,25-19",
"February 14, 1908 (Friday)",,Neutral,Simpson,,,,"L,26-38",
"February 20, 1908 (Thursday)",,Neutral,Drake,,,,"W,39-20",
"February 22, 1908 (Saturday)",,Home,Iowa,"Grinnell, IA",,,"W,34-11",
"February 28, 1908 (Friday)",,Neutral,Des Moines YMCA,,,,"W,32-26",
"March 7, 1908 (Saturday)",,Home,Nebraska,"Grinnell, IA",,,"W,37-14",
"March 11, 1908 (Wednesday)",,Home,Iowa,"Grinnell, IA",,,"W,33-14",
"March 14, 1908 (Saturday)",,Neutral,Simpson,,,,"W,45-19",
"March 21, 1908 (Saturday)",,Neutral,Simpson,,,,"W,37-36",
