Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2024 (Saturday)",7:00 p.m.,Home,Wartburg College,"Monmouth, Ill./April Zorn Memorial Stadium",,WRAM,,"L,24-38",Box ScoreRecap
"September 14, 2024 (Saturday)",1:00 p.m.,Away,University of Chicago,"Chicago, IL",,WRAM,,"W,34-21",Box ScoreRecap
"September 21, 2024 (Saturday)",1:00 p.m.,Home,Lawrence University,"Monmouth, Ill./April Zorn Memorial Stadium",,WRAM,,"W,52-6",Box Score
"October 5, 2024 (Saturday)",2:00 p.m.,Home,Illinois College,"Monmouth, Ill./April Zorn Memorial Stadium",,WRAM,,"W,44-24",Box ScoreRecapGame Notes IC
"October 12, 2024 (Saturday)",1:00 p.m.,Away,Grinnell College,"Grinnell, IA",,WRAM,,"W,49-7",Box ScoreRecapGame Notes
"October 19, 2024 (Saturday)",1:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,WRAM,,"W,38-28",Box ScoreRecap
"October 26, 2024 (Saturday)",1:00 p.m.,Home,Beloit College,"Monmouth, Ill./April Zorn Memorial Stadium",,WRAM,,"W,55-3",Box ScoreRecap
"November 2, 2024 (Saturday)",1:00 p.m.,Home,Ripon College,"Monmouth, Ill./April Zorn Memorial Stadium",,WRAM,,"W,56-13",Box ScoreRecap
"November 9, 2024 (Saturday)",12:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,WRAM,,"L,28-35",Box ScoreRecapGame Notes - Lake Forest
"November 16, 2024 (Saturday)",12:00 p.m.,Away,Knox College,"Galesburg, IL",,WRAM,,"W,49-0",Box ScoreRecapGame Notes v. Knox
"November 23, 2024 (Saturday)",11:00 am,Neutral,St. Norbert College,"Wauwatosa, WI",,,Cousins Subs Lakefront Bowl,"L,14-20",Box ScoreRecap2024_Football_Game_Notes_Nov_23.pdf
