Stat,Value,Player/Opponent
Rushes,64,vs Carroll University (10/26/2013)
Yards Rushing,361,vs Cornell College (11/16/2013)
TD Rushes,5,vs Ripon College (10/19/2013)
Pass Attempts,50,vs Illinois College (9/14/2013)
Pass Completions,32,vs Lawrence University (11/2/2013)
Yards Passing,441,vs Illinois College (9/14/2013)
TD Passes,5,vs Illinois College (9/14/2013)
