Stat,Value,Player/Opponent
Rushes,37,vs Illinois College (9/14/2013)
Yards Rushing,183,vs Beloit College (9/28/2013)
TD Rushes,2,vs Beloit College (9/28/2013)
Pass Attempts,60,vs Carleton College (9/7/2013)
Pass Completions,36,vs Carleton College (9/7/2013)
Yards Passing,363,vs Lawrence University (11/2/2013)
TD Passes,2,vs Beloit College (9/28/2013)
