Date,Opponent,W/L,SP,K,E,TA,PCT,AST,SA,SE,RE,DIG,BS,BA,BE,TB,BHE,PTS
9/02/2016,at Hamline,W,4,54,28,170,0.153,52,4,8,4,99,2,12,0,8.0,0,66.0
9/02/2016,at Buena Vista,W,5,63,27,193,0.187,59,12,16,4,103,1,6,0,4.0,6,79.0
9/09/2016,vs Faith Baptist Coll.,L,3,9,19,58,-0.172,7,2,3,10,33,2,2,2,3.0,4,14.0
9/09/2016,vs Providence-Manitoba,W,3,47,23,129,0.186,43,9,11,1,63,0,8,0,4.0,0,60.0
9/10/2016,vs Trinity Bible Coll.,L,3,6,15,55,-0.164,5,0,3,17,24,1,0,1,1.0,0,7.0
9/10/2016,North Central Univ.,L,3,28,19,98,0.092,26,6,3,6,46,1,8,1,5.0,0,39.0
9/13/2016,at Iowa Wesleyan Univ.,L,3,28,27,106,0.009,27,2,6,5,43,0,0,0,0.0,3,30.0
9/16/2016,vs Marian (Wis.),W,5,61,30,190,0.163,56,5,5,8,88,2,4,1,4.0,0,70.0
9/16/2016,vs Wisconsin Lutheran,W,3,50,29,126,0.167,34,8,8,4,67,2,12,2,8.0,1,66.0
9/17/2016,Augustana,W,3,42,12,110,0.273,41,4,4,2,71,2,12,0,8.0,0,54.0
9/17/2016,vs UW-Platteville,W,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0
9/23/2016,Mount Mary,L,3,9,23,89,-0.157,9,4,6,10,46,1,0,0,1.0,0,14.0
9/24/2016,Alverno,L,3,26,20,78,0.077,26,6,11,12,35,1,6,0,4.0,1,36.0
9/28/2016,Cornell College,W,3,49,17,102,0.314,43,5,10,1,36,1,12,2,7.0,1,61.0
10/01/2016,at Ripon College,L,4,54,21,177,0.186,50,7,7,2,81,2,0,0,2.0,6,63.0
10/01/2016,at North Central Univ.,L,3,20,15,87,0.057,17,5,3,12,39,1,0,0,1.0,5,26.0
10/07/2016,Beloit College,L,3,32,20,126,0.095,31,1,4,4,58,1,6,0,4.0,5,37.0
10/08/2016,Lake Forest College,W,4,54,18,140,0.257,52,11,13,7,70,2,10,0,7.0,3,72.0
10/10/2016,at Simpson College,L,4,46,24,145,0.152,42,6,9,18,66,1,2,1,2.0,3,54.0
10/15/2016,at Illinois College,L,4,49,25,173,0.139,39,4,6,6,71,1,6,0,4.0,3,57.0
10/21/2016,at Lawrence University,L,4,56,22,185,0.184,53,4,11,6,100,4,6,0,7.0,0,67.0
10/22/2016,at St. Norbert College,W,4,57,29,157,0.178,56,6,8,6,84,4,10,0,9.0,1,72.0
10/28/2016,Knox College,L,4,49,24,159,0.157,48,5,10,8,81,2,0,0,2.0,2,56.0
10/29/2016,at Monmouth College,L,3,33,19,128,0.109,31,1,2,4,58,1,6,0,4.0,3,38.0
11/04/2016,vs St. Norbert College,W,3,47,11,113,0.319,46,7,7,1,57,0,20,0,10.0,2,64.0
,Opponents,,88,969,517,3094,0.146,893,124,174,158,1519,35,148,10,109.0,49,1202.0
,Grinnell College,,88,960,349,3074,0.199,874,162,173,124,1496,82,134,12,149.0,38,1271.0
