Statistic,High,Player,Opponent
PUTOUTS,19,Maggie Remus,Monmouth College (4/18/2017)
ASSISTS,13,Lydia Stariha,Monmouth College (4/18/2017)
ERRORS,2,Kayla Morrissey; Lydia Stariha,Macalester College (3/4/2017); Oberlin College (3/20/2017); St. Norbert College (4/29/2017)
PASSED BALLS,1,Jordan,Lake Forest College (4/9/2017)
DPS TURNED,2,Ashley Wehrenberg; Lydia Stariha,Central College (3/28/2017); Iowa Wesleyan Univ. (4/13/2017)
