#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
2.0,"Anderson, Melissa 2 Anderson, Melissa",3.19,1.31,7-11,22-18,16,2-0,1,129.2,151,72,59,19,35,30,4,6,530,0.285,5,0,0,3,11,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",3.57,1.61,4-12,18-16,12,1-0,0,100.0,148,80,51,13,26,21,2,3,438,0.338,4,0,0,7,15,View Bio
,Totals,3.35,1.44,11-23,40-34,28,3,1,229.2,299,152,110,32,61,51,6,9,968,0.309,9,0,0,10,26,
,Opponents,2.72,1.37,23-11,48-34,23,8,1,232.0,247,112,90,71,154,49,12,3,928,0.266,10,9,1,4,24,
