Player,2,3,4,5+,Total
"Murphy, Mikyla",3,3,-,-,6
"Morrissey, Kayla",3,1,-,-,4
"Leff, Andi",2,-,1,-,3
"Jordan, Emily",3,-,-,-,3
"Remus, Maggie",3,-,-,-,3
"Wehrenberg, Ashley",2,-,-,-,2
"Seibert, Lily",-,1,-,-,1
"Gibson, Megan",-,1,-,-,1
"Stariha, Lydia",1,-,-,-,1
TEAM,17,6,1,0,24
