#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
2.0,"Anderson, Melissa 2 Anderson, Melissa",3.09,1.39,6-5,12-10,9,1-0,1,74.2,89,42,33,14,14,20,2,3,311,0.286,4,0,0,2,7,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",3.44,1.48,3-6,11-10,8,1-0,0,63.0,85,43,31,8,18,13,1,3,265,0.321,3,0,0,5,10,View Bio
,Totals,3.25,1.43,9-11,23-20,17,2,1,137.2,174,85,64,22,32,33,3,6,576,0.302,7,0,0,7,17,
,Opponents,3.78,1.57,11-9,31-20,12,3,1,137.0,168,88,74,47,66,32,11,3,566,0.297,6,7,1,4,18,
