Player,Longest,Current
"Morrissey, Kayla",8,-
"Wehrenberg, Ashley",7,-
"Leff, Andi",6,-
"Remus, Maggie",6,-
"Stariha, Lydia",6,2
"Juveland, Sage",5,-
"Murphy, Mikyla",5,-
"Anderson, Melissa",4,-
"Litke, Sidney",3,-
"Jordan, Emily",3,-
"Gardner, Megan",3,-
"Gibson, Megan",2,1
"Seibert, Lily",1,-
"Brown, Sydnee",1,-
