Year,Gender,Scores,Rank,School,Sport
2018,Women,3,8,Beloit College,Cross Country
2018,Women,3,7,Beloit College,Tennis
2018,Women,4.5,6,Beloit College,Basketball
2018,Women,3,8,Beloit College,Swimming & Diving
2018,Women,8,3,Beloit College,Track & Field (Indoor)
2018,Women,8,3,Beloit College,Track & Field (Outdoor)
2018,Women,1,10,Beloit College,Softball
2018,Women,37.5,8,Beloit College,Total
2018,Women,10,1,Cornell College,Volleyball
2018,Women,4,6,Cornell College,Soccer
2018,Women,7,4,Cornell College,Cross Country
2018,Women,8,3,Cornell College,Tennis
2018,Women,4.5,6,Cornell College,Basketball
2018,Women,3.5,7,Cornell College,Track & Field (Indoor)
2018,Women,4,7,Cornell College,Track & Field (Outdoor)
2018,Women,5.5,5,Cornell College,Softball
2018,Women,46.5,7,Cornell College,Total
2018,Women,8.5,2,Grinnell College,Volleyball
2018,Women,9,2,Grinnell College,Soccer
2018,Women,8,3,Grinnell College,Cross Country
2018,Women,9,2,Grinnell College,Tennis
2018,Women,2.5,8,Grinnell College,Basketball
2018,Women,10,1,Grinnell College,Swimming & Diving
2018,Women,6,5,Grinnell College,Track & Field (Indoor)
2018,Women,7,4,Grinnell College,Track & Field (Outdoor)
2018,Women,8,2,Grinnell College,Softball
2018,Women,78,2,Grinnell College,Total
2018,Women,7,4,Illinois College,Volleyball
2018,Women,2,9,Illinois College,Soccer
2018,Women,3,7,Illinois College,Tennis
2018,Women,2.5,8,Illinois College,Basketball
2018,Women,7,4,Illinois College,Swimming & Diving
2018,Women,7,4,Illinois College,Track & Field (Indoor)
2018,Women,5,6,Illinois College,Track & Field (Outdoor)
2018,Women,8,2,Illinois College,Softball
2018,Women,48.5,6,Illinois College,Total
2018,Women,1,10,Knox College,Volleyball
2018,Women,10,1,Knox College,Soccer
2018,Women,2,9,Knox College,Cross Country
2018,Women,1,10,Knox College,Tennis
2018,Women,6.5,4,Knox College,Basketball
2018,Women,2,9,Knox College,Swimming & Diving
2018,Women,1,10,Knox College,Track & Field (Indoor)
2018,Women,2.5,8,Knox College,Track & Field (Outdoor)
2018,Women,2,9,Knox College,Softball
2018,Women,28,10,Knox College,Total
2018,Women,6,5,Lake Forest College,Volleyball
2018,Women,6,5,Lake Forest College,Soccer
2018,Women,6,5,Lake Forest College,Cross Country
2018,Women,10,1,Lake Forest College,Tennis
2018,Women,8,3,Lake Forest College,Basketball
2018,Women,8,3,Lake Forest College,Swimming & Diving
2018,Women,3.5,7,Lake Forest College,Track & Field (Indoor)
2018,Women,1,10,Lake Forest College,Track & Field (Outdoor)
2018,Women,10,1,Lake Forest College,Softball
2018,Women,67.5,3,Lake Forest College,Total
2018,Women,3,7,Lawrence University,Volleyball
2018,Women,1,10,Lawrence University,Soccer
2018,Women,5,6,Lawrence University,Cross Country
2018,Women,3,7,Lawrence University,Tennis
2018,Women,1,10,Lawrence University,Basketball
2018,Women,9,2,Lawrence University,Swimming & Diving
2018,Women,2,9,Lawrence University,Track & Field (Indoor)
2018,Women,2.5,8,Lawrence University,Track & Field (Outdoor)
2018,Women,4,7,Lawrence University,Softball
2018,Women,30.5,9,Lawrence University,Total
2018,Women,3,7,Monmouth College,Volleyball
2018,Women,4,6,Monmouth College,Soccer
2018,Women,9,2,Monmouth College,Cross Country
2018,Women,5,6,Monmouth College,Tennis
2018,Women,9,2,Monmouth College,Basketball
2018,Women,5,6,Monmouth College,Swimming & Diving
2018,Women,9,2,Monmouth College,Track & Field (Indoor)
2018,Women,9,2,Monmouth College,Track & Field (Outdoor)
2018,Women,5.5,5,Monmouth College,Softball
2018,Women,66.5,4,Monmouth College,Total
2018,Women,5,6,Ripon College,Volleyball
2018,Women,7,4,Ripon College,Soccer
2018,Women,4,7,Ripon College,Cross Country
2018,Women,6,5,Ripon College,Tennis
2018,Women,10,1,Ripon College,Basketball
2018,Women,4,7,Ripon College,Swimming & Diving
2018,Women,5,6,Ripon College,Track & Field (Indoor)
2018,Women,6,5,Ripon College,Track & Field (Outdoor)
2018,Women,3,8,Ripon College,Softball
2018,Women,50,5,Ripon College,Total
2018,Women,8.5,2,St. Norbert College,Volleyball
2018,Women,8,3,St. Norbert College,Soccer
2018,Women,10,1,St. Norbert College,Cross Country
2018,Women,7,4,St. Norbert College,Tennis
2018,Women,6.5,4,St. Norbert College,Basketball
2018,Women,6,5,St. Norbert College,Swimming & Diving
2018,Women,10,1,St. Norbert College,Track & Field (Indoor)
2018,Women,10,1,St. Norbert College,Track & Field (Outdoor)
2018,Women,8,2,St. Norbert College,Softball
2018,Women,80,1,St. Norbert College,Total
2019,Men,3,8,Beloit College,Football
2019,Men,3,8,Beloit College,Soccer
2019,Men,3,8,Beloit College,Cross Country
2019,Men,3,8,Beloit College,Basketball
2019,Men,4,7,Beloit College,Swimming & Diving
2019,Men,1,10,Beloit College,Track & Field (Indoor)
2019,Men,14,10,Beloit College,Total
2019,Men,6,6,Cornell College,Football
2019,Men,5,6,Cornell College,Soccer
2019,Men,6,5,Cornell College,Cross Country
2019,Men,6,4,Cornell College,Basketball
2019,Men,5,6,Cornell College,Track & Field (Indoor)
2019,Men,22,8,Cornell College,Total
2019,Men,4,7,Grinnell College,Soccer
2019,Men,10,1,Grinnell College,Cross Country
2019,Men,6,4,Grinnell College,Basketball
2019,Men,10,1,Grinnell College,Swimming & Diving
2019,Men,8,3,Grinnell College,Track & Field (Indoor)
2019,Men,32,4,Grinnell College,Total
2019,Men,8,4,Illinois College,Football
2019,Men,2,9,Illinois College,Soccer
2019,Men,2,9,Illinois College,Cross Country
2019,Men,1,10,Illinois College,Basketball
2019,Men,5,6,Illinois College,Swimming & Diving
2019,Men,7,4,Illinois College,Track & Field (Indoor)
2019,Men,24,5,Illinois College,Total
2019,Men,4,7,Knox College,Football
2019,Men,10,1,Knox College,Soccer
2019,Men,1,10,Knox College,Cross Country
2019,Men,2,9,Knox College,Basketball
2019,Men,2,9,Knox College,Swimming & Diving
2019,Men,3,8,Knox College,Track & Field (Indoor)
2019,Men,20,9,Knox College,Total
2019,Men,9,3,Lake Forest College,Football
2019,Men,9,2,Lake Forest College,Soccer
2019,Men,4,7,Lake Forest College,Cross Country
2019,Men,8,3,Lake Forest College,Basketball
2019,Men,9,2,Lake Forest College,Swimming & Diving
2019,Men,2,9,Lake Forest College,Track & Field (Indoor)
2019,Men,33,3,Lake Forest College,Total
2019,Men,2,9,Lawrence University,Football
2019,Men,6,5,Lawrence University,Soccer
2019,Men,5,6,Lawrence University,Cross Country
2019,Men,4,7,Lawrence University,Basketball
2019,Men,6,5,Lawrence University,Swimming & Diving
2019,Men,4,7,Lawrence University,Track & Field (Indoor)
2019,Men,23,7,Lawrence University,Total
2019,Men,12,1,Monmouth College,Football
2019,Men,7,4,Monmouth College,Soccer
2019,Men,9,2,Monmouth College,Cross Country
2019,Men,6,4,Monmouth College,Basketball
2019,Men,7,4,Monmouth College,Swimming & Diving
2019,Men,10,1,Monmouth College,Track & Field (Indoor)
2019,Men,45,1,Monmouth College,Total
2019,Men,7,5,Ripon College,Football
2019,Men,1,10,Ripon College,Soccer
2019,Men,7,4,Ripon College,Cross Country
2019,Men,9,2,Ripon College,Basketball
2019,Men,3,8,Ripon College,Swimming & Diving
2019,Men,6,5,Ripon College,Track & Field (Indoor)
2019,Men,24,5,Ripon College,Total
2019,Men,11,2,St. Norbert College,Football
2019,Men,8,3,St. Norbert College,Soccer
2019,Men,8,3,St. Norbert College,Cross Country
2019,Men,10,1,St. Norbert College,Basketball
2019,Men,8,3,St. Norbert College,Swimming & Diving
2019,Men,9,2,St. Norbert College,Track & Field (Indoor)
2019,Men,44,2,St. Norbert College,Total
2019,Women,1,10,Beloit College,Volleyball
2019,Women,2,9,Beloit College,Soccer
2019,Women,3,8,Beloit College,Cross Country
2019,Women,3,8,Beloit College,Tennis
2019,Women,1,10,Beloit College,Basketball
2019,Women,2,9,Beloit College,Swimming & Diving
2019,Women,5,6,Beloit College,Track & Field (Indoor)
2019,Women,17,10,Beloit College,Total
2019,Women,10,1,Cornell College,Volleyball
2019,Women,9,2,Cornell College,Soccer
2019,Women,8,3,Cornell College,Cross Country
2019,Women,6,5,Cornell College,Tennis
2019,Women,8,3,Cornell College,Basketball
2019,Women,3,8,Cornell College,Track & Field (Indoor)
2019,Women,44,5,Cornell College,Total
2019,Women,7.5,3,Grinnell College,Volleyball
2019,Women,5,6,Grinnell College,Soccer
2019,Women,10,1,Grinnell College,Cross Country
2019,Women,10,1,Grinnell College,Tennis
2019,Women,3,8,Grinnell College,Basketball
2019,Women,9,2,Grinnell College,Swimming & Diving
2019,Women,7,4,Grinnell College,Track & Field (Indoor)
2019,Women,51.5,1,Grinnell College,Total
2019,Women,7.5,3,Illinois College,Volleyball
2019,Women,1,10,Illinois College,Soccer
2019,Women,2,9,Illinois College,Cross Country
2019,Women,4,7,Illinois College,Tennis
2019,Women,5,6,Illinois College,Basketball
2019,Women,6,5,Illinois College,Swimming & Diving
2019,Women,6,5,Illinois College,Track & Field (Indoor)
2019,Women,31.5,7,Illinois College,Total
2019,Women,2.5,8,Knox College,Volleyball
2019,Women,10,1,Knox College,Soccer
2019,Women,1,10,Knox College,Cross Country
2019,Women,1,10,Knox College,Tennis
2019,Women,7,4,Knox College,Basketball
2019,Women,3,8,Knox College,Swimming & Diving
2019,Women,1,10,Knox College,Track & Field (Indoor)
2019,Women,25.5,9,Knox College,Total
2019,Women,5.5,5,Lake Forest College,Volleyball
2019,Women,7,4,Lake Forest College,Soccer
2019,Women,6,5,Lake Forest College,Cross Country
2019,Women,9,2,Lake Forest College,Tennis
2019,Women,6,5,Lake Forest College,Basketball
2019,Women,10,1,Lake Forest College,Swimming & Diving
2019,Women,4,7,Lake Forest College,Track & Field (Indoor)
2019,Women,47.5,4,Lake Forest College,Total
2019,Women,2.5,8,Lawrence University,Volleyball
2019,Women,3,8,Lawrence University,Soccer
2019,Women,4,7,Lawrence University,Cross Country
2019,Women,7,4,Lawrence University,Tennis
2019,Women,2,9,Lawrence University,Basketball
2019,Women,8,3,Lawrence University,Swimming & Diving
2019,Women,2,9,Lawrence University,Track & Field (Indoor)
2019,Women,28.5,8,Lawrence University,Total
2019,Women,5.5,5,Monmouth College,Volleyball
2019,Women,8,3,Monmouth College,Soccer
2019,Women,9,2,Monmouth College,Cross Country
2019,Women,5,6,Monmouth College,Tennis
2019,Women,9,2,Monmouth College,Basketball
2019,Women,5,6,Monmouth College,Swimming & Diving
2019,Women,9,2,Monmouth College,Track & Field (Indoor)
2019,Women,50.5,3,Monmouth College,Total
2019,Women,4,7,Ripon College,Volleyball
2019,Women,4,7,Ripon College,Soccer
2019,Women,5,6,Ripon College,Cross Country
2019,Women,2,9,Ripon College,Tennis
2019,Women,10,1,Ripon College,Basketball
2019,Women,4,7,Ripon College,Swimming & Diving
2019,Women,8,3,Ripon College,Track & Field (Indoor)
2019,Women,37,6,Ripon College,Total
2019,Women,9,2,St. Norbert College,Volleyball
2019,Women,6,5,St. Norbert College,Soccer
2019,Women,7,4,St. Norbert College,Cross Country
2019,Women,8,3,St. Norbert College,Tennis
2019,Women,4,7,St. Norbert College,Basketball
2019,Women,7,4,St. Norbert College,Swimming & Diving
2019,Women,10,1,St. Norbert College,Track & Field (Indoor)
2019,Women,51,2,St. Norbert College,Total
2021,Men,1,9,Beloit College,Football
2021,Men,3,7,Beloit College,Soccer
2021,Men,1,9,Beloit College,Cross Country
2021,Men,2,8,Beloit College,Basketball
2021,Men,4,5,Beloit College,Swimming & Diving
2021,Men,2,8,Beloit College,Track & Field (Indoor)
2021,Men,2,8,Beloit College,Track & Field (Outdoor)
2021,Men,5.5,3,Beloit College,Baseball
2021,Men,20.5,9,Beloit College,Total
2021,Men,4,6,Cornell College,Football
2021,Men,8,2,Cornell College,Soccer
2021,Men,8,2,Cornell College,Cross Country
2021,Men,8,2,Cornell College,Basketball
2021,Men,7,3,Cornell College,Track & Field (Indoor)
2021,Men,6,4,Cornell College,Tennis
2021,Men,8,2,Cornell College,Track & Field (Outdoor)
2021,Men,3.5,5,Cornell College,Baseball
2021,Men,52.5,3,Cornell College,Total
2021,Men,3,7,Grinnell College,Football
2021,Men,7,3,Grinnell College,Soccer
2021,Men,7,3,Grinnell College,Cross Country
2021,Men,6.5,3,Grinnell College,Basketball
2021,Men,9,1,Grinnell College,Swimming & Diving
2021,Men,5,5,Grinnell College,Track & Field (Indoor)
2021,Men,9,1,Grinnell College,Tennis
2021,Men,5,5,Grinnell College,Track & Field (Outdoor)
2021,Men,3.5,5,Grinnell College,Baseball
2021,Men,55,2,Grinnell College,Total
2021,Men,5,5,Illinois College,Football
2021,Men,4,6,Illinois College,Soccer
2021,Men,4,6,Illinois College,Cross Country
2021,Men,6.5,3,Illinois College,Basketball
2021,Men,3,6,Illinois College,Swimming & Diving
2021,Men,4,6,Illinois College,Track & Field (Indoor)
2021,Men,3,7,Illinois College,Tennis
2021,Men,3,7,Illinois College,Track & Field (Outdoor)
2021,Men,5.5,3,Illinois College,Baseball
2021,Men,38,7,Illinois College,Total
2021,Men,6,4,Knox College,Football
2021,Men,9,1,Knox College,Soccer
2021,Men,2,8,Knox College,Cross Country
2021,Men,3,7,Knox College,Basketball
2021,Men,1,8,Knox College,Swimming & Diving
2021,Men,6,4,Knox College,Track & Field (Indoor)
2021,Men,6,4,Knox College,Track & Field (Outdoor)
2021,Men,1,8,Knox College,Baseball
2021,Men,34,8,Knox College,Total
2021,Men,10,1,Lake Forest College,Football
2021,Men,5,5,Lake Forest College,Soccer
2021,Men,3,7,Lake Forest College,Cross Country
2021,Men,4.5,5,Lake Forest College,Basketball
2021,Men,8,2,Lake Forest College,Swimming & Diving
2021,Men,1,9,Lake Forest College,Track & Field (Indoor)
2021,Men,8,2,Lake Forest College,Tennis
2021,Men,1,9,Lake Forest College,Track & Field (Outdoor)
2021,Men,40.5,5,Lake Forest College,Total
2021,Men,2,8,Lawrence University,Football
2021,Men,6,4,Lawrence University,Soccer
2021,Men,9,1,Lawrence University,Cross Country
2021,Men,4.5,5,Lawrence University,Basketball
2021,Men,5,4,Lawrence University,Swimming & Diving
2021,Men,3,7,Lawrence University,Track & Field (Indoor)
2021,Men,5,5,Lawrence University,Tennis
2021,Men,4,6,Lawrence University,Track & Field (Outdoor)
2021,Men,9,1,Lawrence University,Baseball
2021,Men,47.5,4,Lawrence University,Total
2021,Men,9,2,Monmouth College,Football
2021,Men,1.5,8,Monmouth College,Soccer
2021,Men,5,5,Monmouth College,Cross Country
2021,Men,1,9,Monmouth College,Basketball
2021,Men,2,7,Monmouth College,Swimming & Diving
2021,Men,8,2,Monmouth College,Track & Field (Indoor)
2021,Men,4,6,Monmouth College,Tennis
2021,Men,7,3,Monmouth College,Track & Field (Outdoor)
2021,Men,2,7,Monmouth College,Baseball
2021,Men,39.5,6,Monmouth College,Total
2021,Men,7,3,Ripon College,Football
2021,Men,1.5,8,Ripon College,Soccer
2021,Men,6,4,Ripon College,Cross Country
2021,Men,9,1,Ripon College,Basketball
2021,Men,6,3,Ripon College,Swimming & Diving
2021,Men,9,1,Ripon College,Track & Field (Indoor)
2021,Men,7,3,Ripon College,Tennis
2021,Men,9,1,Ripon College,Track & Field (Outdoor)
2021,Men,7,2,Ripon College,Baseball
2021,Men,61.5,1,Ripon College,Total
2021,Women,2,8,Beloit College,Volleyball
2021,Women,7,3,Beloit College,Soccer
2021,Women,3,7,Beloit College,Cross Country
2021,Women,1,9,Beloit College,Basketball
2021,Women,2,7,Beloit College,Swimming & Diving
2021,Women,3,7,Beloit College,Track & Field (Indoor)
2021,Women,5,5,Beloit College,Track & Field (Outdoor)
2021,Women,5,5,Beloit College,Softball
2021,Women,28,8,Beloit College,Total
2021,Women,9,1,Cornell College,Volleyball
2021,Women,3,7,Cornell College,Soccer
2021,Women,5,5,Cornell College,Cross Country
2021,Women,6,4,Cornell College,Tennis
2021,Women,4.5,5,Cornell College,Basketball
2021,Women,4,6,Cornell College,Track & Field (Indoor)
2021,Women,4,6,Cornell College,Track & Field (Outdoor)
2021,Women,4,6,Cornell College,Softball
2021,Women,39.5,7,Cornell College,Total
2021,Women,8,2,Grinnell College,Volleyball
2021,Women,4,6,Grinnell College,Soccer
2021,Women,8,2,Grinnell College,Cross Country
2021,Women,9,1,Grinnell College,Tennis
2021,Women,3,7,Grinnell College,Basketball
2021,Women,9,1,Grinnell College,Swimming & Diving
2021,Women,6,4,Grinnell College,Track & Field (Indoor)
2021,Women,8,2,Grinnell College,Track & Field (Outdoor)
2021,Women,7,3,Grinnell College,Softball
2021,Women,62,1,Grinnell College,Total
2021,Women,7,3,Illinois College,Volleyball
2021,Women,2,8,Illinois College,Soccer
2021,Women,4,6,Illinois College,Tennis
2021,Women,6,4,Illinois College,Basketball
2021,Women,3,6,Illinois College,Swimming & Diving
2021,Women,5,5,Illinois College,Track & Field (Indoor)
2021,Women,6,4,Illinois College,Track & Field (Outdoor)
2021,Women,8,2,Illinois College,Softball
2021,Women,41,6,Illinois College,Total
2021,Women,4,6,Knox College,Volleyball
2021,Women,9,1,Knox College,Soccer
2021,Women,7.5,2,Knox College,Basketball
2021,Women,1,8,Knox College,Swimming & Diving
2021,Women,2,8,Knox College,Track & Field (Indoor)
2021,Women,2,8,Knox College,Track & Field (Outdoor)
2021,Women,1.5,8,Knox College,Softball
2021,Women,27,9,Knox College,Total
2021,Women,5,5,Lake Forest College,Volleyball
2021,Women,8,2,Lake Forest College,Soccer
2021,Women,4,6,Lake Forest College,Cross Country
2021,Women,8,2,Lake Forest College,Tennis
2021,Women,2,8,Lake Forest College,Basketball
2021,Women,8,2,Lake Forest College,Swimming & Diving
2021,Women,1,9,Lake Forest College,Track & Field (Indoor)
2021,Women,1,9,Lake Forest College,Track & Field (Outdoor)
2021,Women,9,1,Lake Forest College,Softball
2021,Women,46,4,Lake Forest College,Total
2021,Women,1,9,Lawrence University,Volleyball
2021,Women,6,4,Lawrence University,Soccer
2021,Women,9,1,Lawrence University,Cross Country
2021,Women,7,3,Lawrence University,Tennis
2021,Women,4.5,5,Lawrence University,Basketball
2021,Women,6,3,Lawrence University,Swimming & Diving
2021,Women,7,3,Lawrence University,Track & Field (Indoor)
2021,Women,3,7,Lawrence University,Track & Field (Outdoor)
2021,Women,1.5,8,Lawrence University,Softball
2021,Women,45,5,Lawrence University,Total
2021,Women,6,4,Monmouth College,Volleyball
2021,Women,5,5,Monmouth College,Soccer
2021,Women,6,4,Monmouth College,Cross Country
2021,Women,3,7,Monmouth College,Tennis
2021,Women,7.5,2,Monmouth College,Basketball
2021,Women,4,5,Monmouth College,Swimming & Diving
2021,Women,8,2,Monmouth College,Track & Field (Indoor)
2021,Women,9,1,Monmouth College,Track & Field (Outdoor)
2021,Women,6,4,Monmouth College,Softball
2021,Women,54.5,2,Monmouth College,Total
2021,Women,3,7,Ripon College,Volleyball
2021,Women,1,9,Ripon College,Soccer
2021,Women,7,3,Ripon College,Cross Country
2021,Women,5,5,Ripon College,Tennis
2021,Women,9,1,Ripon College,Basketball
2021,Women,5,4,Ripon College,Swimming & Diving
2021,Women,9,1,Ripon College,Track & Field (Indoor)
2021,Women,7,3,Ripon College,Track & Field (Outdoor)
2021,Women,3,7,Ripon College,Softball
2021,Women,49,3,Ripon College,Total
2022,Men,2,9,Beloit College,Football
2022,Men,5,5,Beloit College,Soccer
2022,Men,2,8,Beloit College,Cross Country
2022,Men,1,9,Beloit College,Basketball
2022,Men,4,5,Beloit College,Swimming & Diving
2022,Men,3,7,Beloit College,Track & Field (Indoor)
2022,Men,6,4,Beloit College,Track & Field (Outdoor)
2022,Men,9,1,Beloit College,Baseball
2022,Men,32,8,Beloit College,Total
2022,Men,4,7,Cornell College,Football
2022,Men,1,9,Cornell College,Soccer
2022,Men,9,1,Cornell College,Cross Country
2022,Men,8,2,Cornell College,Basketball
2022,Men,5,5,Cornell College,Track & Field (Indoor)
2022,Men,5,3,Cornell College,Tennis
2022,Men,3,7,Cornell College,Track & Field (Outdoor)
2022,Men,4,4,Cornell College,Baseball
2022,Men,39,5,Cornell College,Total
2022,Men,3,8,Grinnell College,Football
2022,Men,8,2,Grinnell College,Soccer
2022,Men,8,2,Grinnell College,Cross Country
2022,Men,3,7,Grinnell College,Basketball
2022,Men,9,1,Grinnell College,Swimming & Diving
2022,Men,7,3,Grinnell College,Track & Field (Indoor)
2022,Men,7,1,Grinnell College,Tennis
2022,Men,8,2,Grinnell College,Track & Field (Outdoor)
2022,Men,6,3,Grinnell College,Baseball
2022,Men,59,2,Grinnell College,Total
2022,Men,6,5,Illinois College,Football
2022,Men,4,6,Illinois College,Soccer
2022,Men,6,4,Illinois College,Cross Country
2022,Men,9,1,Illinois College,Basketball
2022,Men,3,6,Illinois College,Swimming & Diving
2022,Men,4,6,Illinois College,Track & Field (Indoor)
2022,Men,2,6,Illinois College,Tennis
2022,Men,4,6,Illinois College,Track & Field (Outdoor)
2022,Men,4,4,Illinois College,Baseball
2022,Men,42,4,Illinois College,Total
2022,Men,5,6,Knox College,Football
2022,Men,6,4,Knox College,Soccer
2022,Men,3,7,Knox College,Cross Country
2022,Men,2,8,Knox College,Basketball
2022,Men,1,8,Knox College,Swimming & Diving
2022,Men,6,4,Knox College,Track & Field (Indoor)
2022,Men,5,5,Knox College,Track & Field (Outdoor)
2022,Men,1,8,Knox College,Baseball
2022,Men,29,9,Knox College,Total
2022,Men,9,1,Lake Forest College,Football
2022,Men,9,1,Lake Forest College,Soccer
2022,Men,5,5,Lake Forest College,Basketball
2022,Men,7,2,Lake Forest College,Swimming & Diving
2022,Men,1,9,Lake Forest College,Track & Field (Indoor)
2022,Men,6,2,Lake Forest College,Tennis
2022,Men,1,9,Lake Forest College,Track & Field (Outdoor)
2022,Men,38,6,Lake Forest College,Total
2022,Men,7,4,Lawrence University,Football
2022,Men,3,7,Lawrence University,Soccer
2022,Men,5,5,Lawrence University,Cross Country
2022,Men,4,6,Lawrence University,Basketball
2022,Men,6,3,Lawrence University,Swimming & Diving
2022,Men,2,8,Lawrence University,Track & Field (Indoor)
2022,Men,3,5,Lawrence University,Tennis
2022,Men,2,8,Lawrence University,Track & Field (Outdoor)
2022,Men,2,7,Lawrence University,Baseball
2022,Men,34,7,Lawrence University,Total
2022,Men,9,1,Monmouth College,Football
2022,Men,2,8,Monmouth College,Soccer
2022,Men,4,6,Monmouth College,Cross Country
2022,Men,7,3,Monmouth College,Basketball
2022,Men,2,7,Monmouth College,Swimming & Diving
2022,Men,8,2,Monmouth College,Track & Field (Indoor)
2022,Men,1,7,Monmouth College,Tennis
2022,Men,7,3,Monmouth College,Track & Field (Outdoor)
2022,Men,4,4,Monmouth College,Baseball
2022,Men,44,3,Monmouth College,Total
2022,Men,9,1,Ripon College,Football
2022,Men,7,3,Ripon College,Soccer
2022,Men,7,3,Ripon College,Cross Country
2022,Men,6,4,Ripon College,Basketball
2022,Men,5,4,Ripon College,Swimming & Diving
2022,Men,9,1,Ripon College,Track & Field (Indoor)
2022,Men,4,4,Ripon College,Tennis
2022,Men,9,1,Ripon College,Track & Field (Outdoor)
2022,Men,7.5,2,Ripon College,Baseball
2022,Men,63.5,1,Ripon College,Total
2022,Women,4,5,Beloit College,Volleyball
2022,Women,7,3,Beloit College,Soccer
2022,Women,5,5,Beloit College,Cross Country
2022,Women,2,8,Beloit College,Basketball
2022,Women,4,5,Beloit College,Swimming & Diving
2022,Women,3,7,Beloit College,Track & Field (Indoor)
2022,Women,5,5,Beloit College,Track & Field (Outdoor)
2022,Women,2,8,Beloit College,Softball
2022,Women,32,8,Beloit College,Total
2022,Women,9,1,Cornell College,Volleyball
2022,Women,6,4,Cornell College,Soccer
2022,Women,6,4,Cornell College,Cross Country
2022,Women,5,5,Cornell College,Tennis
2022,Women,7,3,Cornell College,Basketball
2022,Women,7,3,Cornell College,Track & Field (Indoor)
2022,Women,8,2,Cornell College,Track & Field (Outdoor)
2022,Women,6,4,Cornell College,Softball
2022,Women,54,2,Cornell College,Total
2022,Women,7,3,Grinnell College,Volleyball
2022,Women,9,1,Grinnell College,Soccer
2022,Women,8,2,Grinnell College,Cross Country
2022,Women,9,1,Grinnell College,Tennis
2022,Women,5,5,Grinnell College,Basketball
2022,Women,9,1,Grinnell College,Swimming & Diving
2022,Women,6,4,Grinnell College,Track & Field (Indoor)
2022,Women,6,4,Grinnell College,Track & Field (Outdoor)
2022,Women,8.5,1,Grinnell College,Softball
2022,Women,67.5,1,Grinnell College,Total
2022,Women,6,4,Illinois College,Volleyball
2022,Women,4,6,Illinois College,Soccer
2022,Women,3,7,Illinois College,Cross Country
2022,Women,6,4,Illinois College,Tennis
2022,Women,6,4,Illinois College,Basketball
2022,Women,2,7,Illinois College,Swimming & Diving
2022,Women,4,6,Illinois College,Track & Field (Indoor)
2022,Women,4,6,Illinois College,Track & Field (Outdoor)
2022,Women,8.5,1,Illinois College,Softball
2022,Women,43.5,5,Illinois College,Total
2022,Women,2,8,Knox College,Volleyball
2022,Women,3,7,Knox College,Soccer
2022,Women,1,9,Knox College,Cross Country
2022,Women,8.5,1,Knox College,Basketball
2022,Women,1,8,Knox College,Swimming & Diving
2022,Women,2,8,Knox College,Track & Field (Indoor)
2022,Women,2,8,Knox College,Track & Field (Outdoor)
2022,Women,5,5,Knox College,Softball
2022,Women,24.5,9,Knox College,Total
2022,Women,8,2,Lake Forest College,Volleyball
2022,Women,8,2,Lake Forest College,Soccer
2022,Women,4,6,Lake Forest College,Cross Country
2022,Women,8,2,Lake Forest College,Tennis
2022,Women,3,7,Lake Forest College,Basketball
2022,Women,8,2,Lake Forest College,Swimming & Diving
2022,Women,1,9,Lake Forest College,Track & Field (Indoor)
2022,Women,1,9,Lake Forest College,Track & Field (Outdoor)
2022,Women,7,3,Lake Forest College,Softball
2022,Women,48,4,Lake Forest College,Total
2022,Women,1,9,Lawrence University,Volleyball
2022,Women,5,5,Lawrence University,Soccer
2022,Women,7,3,Lawrence University,Cross Country
2022,Women,7,3,Lawrence University,Tennis
2022,Women,1,9,Lawrence University,Basketball
2022,Women,6,3,Lawrence University,Swimming & Diving
2022,Women,5,5,Lawrence University,Track & Field (Indoor)
2022,Women,3,7,Lawrence University,Track & Field (Outdoor)
2022,Women,1,9,Lawrence University,Softball
2022,Women,36,7,Lawrence University,Total
2022,Women,4,5,Monmouth College,Volleyball
2022,Women,1,9,Monmouth College,Soccer
2022,Women,2,8,Monmouth College,Cross Country
2022,Women,3,7,Monmouth College,Tennis
2022,Women,4,6,Monmouth College,Basketball
2022,Women,3,6,Monmouth College,Swimming & Diving
2022,Women,8,2,Monmouth College,Track & Field (Indoor)
2022,Women,7,3,Monmouth College,Track & Field (Outdoor)
2022,Women,3.5,6,Monmouth College,Softball
2022,Women,36.5,6,Monmouth College,Total
2022,Women,4,5,Ripon College,Volleyball
2022,Women,2,8,Ripon College,Soccer
2022,Women,9,1,Ripon College,Cross Country
2022,Women,4,6,Ripon College,Tennis
2022,Women,8.5,1,Ripon College,Basketball
2022,Women,5,4,Ripon College,Swimming & Diving
2022,Women,9,1,Ripon College,Track & Field (Indoor)
2022,Women,9,1,Ripon College,Track & Field (Outdoor)
2022,Women,3.5,6,Ripon College,Softball
2022,Women,54,2,Ripon College,Total
2023,Men,2,8,Beloit College,Football
2023,Men,5,5,Beloit College,Soccer
2023,Men,1,9,Beloit College,Cross Country
2023,Men,7,3,Beloit College,Basketball
2023,Men,2,7,Beloit College,Swimming & Diving
2023,Men,3,7,Beloit College,Track & Field (Indoor)
2023,Men,5,5,Beloit College,Track & Field (Outdoor)
2023,Men,7,2,Beloit College,Baseball
2023,Men,32,8,Beloit College,Total
2023,Men,7,3,Cornell College,Football
2023,Men,8,2,Cornell College,Soccer
2023,Men,8,2,Cornell College,Cross Country
