Year,Gender,Sport,Total Expense,Operating Expense,Undergrads,School
2003,Women,Softball,47384,31384,718,Lawrence University
2003,Women,Swimming and Diving,44958,17478,718,Lawrence University
2003,Women,Tennis,6415,3415,718,Lawrence University
2003,Women,Total,337573,166299,718,Lawrence University
2003,Women,Track and Field Indoor,23103,16206,718,Lawrence University
2003,Women,Track and Field Outdoor,23103,16206,718,Lawrence University
2003,Women,Track and Field X Country,9507,7807,718,Lawrence University
2003,Women,Volleyball,40956,18976,718,Lawrence University
2004,Men,All Track Combined,47246,22936,598,Lawrence University
2004,Men,Baseball,70278,33537,598,Lawrence University
2004,Men,Basketball,89645,28803,598,Lawrence University
2004,Men,Fencing,8945,5796,598,Lawrence University
2004,Men,Football,192046,39125,598,Lawrence University
2004,Men,Golf,19000,11629,598,Lawrence University
2004,Men,Ice Hockey,120888,77817,598,Lawrence University
2004,Men,Soccer,57165,17314,598,Lawrence University
2004,Men,Swimming and Diving,35615,13914,598,Lawrence University
2004,Men,Tennis,13380,8154,598,Lawrence University
2004,Men,Total,687833,285135,598,Lawrence University
2004,Men,Wrestling,33625,26110,598,Lawrence University
2004,Women,All Track Combined,39326,15732,726,Lawrence University
2004,Women,Basketball,105729,33271,726,Lawrence University
2004,Women,Fencing,8945,5796,726,Lawrence University
2004,Women,Soccer,43599,14538,726,Lawrence University
2004,Women,Softball,68653,32089,726,Lawrence University
2004,Women,Swimming and Diving,32906,11191,726,Lawrence University
2004,Women,Tennis,8419,4414,726,Lawrence University
2004,Women,Total,340286,134151,726,Lawrence University
2004,Women,Volleyball,32709,17120,726,Lawrence University
2005,Men,Baseball,61659,27009,630,Lawrence University
2005,Men,Basketball,117336,35285,630,Lawrence University
2005,Men,Fencing,10039,6540,630,Lawrence University
2005,Men,Football,175019,46224,630,Lawrence University
2005,Men,Golf,12344,8868,630,Lawrence University
2005,Men,Ice Hockey,125147,78146,630,Lawrence University
2005,Men,Soccer,48501,17755,630,Lawrence University
2005,Men,Swimming and Diving,30890,9091,630,Lawrence University
2005,Men,Tennis,12097,7901,630,Lawrence University
2005,Men,Total,666630,285111,630,Lawrence University
2005,Men,Track and Field Indoor,17743,9021,630,Lawrence University
2005,Men,Track and Field Outdoor,17743,9021,630,Lawrence University
2005,Men,Track and Field X Country,10303,10302,630,Lawrence University
2005,Men,Wrestling,27809,19948,630,Lawrence University
2005,Women,Basketball,116009,41114,753,Lawrence University
2005,Women,Fencing,10039,6540,753,Lawrence University
2005,Women,Soccer,53149,14867,753,Lawrence University
2005,Women,Softball,105597,31307,753,Lawrence University
2005,Women,Swimming and Diving,29150,6722,753,Lawrence University
2005,Women,Tennis,18839,14533,753,Lawrence University
2005,Women,Total,410866,149737,753,Lawrence University
2005,Women,Track and Field Indoor,12975,4253,753,Lawrence University
2005,Women,Track and Field Outdoor,12975,4253,753,Lawrence University
2005,Women,Track and Field X Country,16223,10619,753,Lawrence University
2005,Women,Volleyball,35910,15529,753,Lawrence University
2006,Men,All Track Combined,46019,21259,630,Lawrence University
2006,Men,Baseball,48005,22325,630,Lawrence University
2006,Men,Basketball,72230,40455,630,Lawrence University
2006,Men,Fencing,13250,6625,630,Lawrence University
2006,Men,Football,130807,71217,630,Lawrence University
2006,Men,Golf,20789,9714,630,Lawrence University
2006,Men,Ice Hockey,160604,82139,630,Lawrence University
2006,Men,Soccer,33816,15665,630,Lawrence University
2006,Men,Swimming and Diving,24350,12229,630,Lawrence University
2006,Men,Tennis,19343,9093,630,Lawrence University
2006,Men,Total,621436,324769,630,Lawrence University
2006,Men,Wrestling,52223,34048,630,Lawrence University
2006,Women,All Track Combined,43841,19931,753,Lawrence University
2006,Women,Basketball,61416,29601,753,Lawrence University
2006,Women,Fencing,13250,6625,753,Lawrence University
2006,Women,Soccer,31717,14407,753,Lawrence University
2006,Women,Softball,54719,27459,753,Lawrence University
2006,Women,Swimming and Diving,22384,10361,753,Lawrence University
2006,Women,Tennis,17397,9134,753,Lawrence University
2006,Women,Total,286061,138339,753,Lawrence University
2006,Women,Volleyball,41337,20821,753,Lawrence University
2007,Men,All Track Combined,56265,26793,632,Lawrence University
2007,Men,Baseball,65014,27844,632,Lawrence University
2007,Men,Basketball,105353,41906,632,Lawrence University
2007,Men,Fencing,11653,8055,632,Lawrence University
2007,Men,Football,237483,54956,632,Lawrence University
2007,Men,Golf,14925,13849,632,Lawrence University
2007,Men,Ice Hockey,155811,91312,632,Lawrence University
2007,Men,Soccer,53188,18226,632,Lawrence University
2007,Men,Swimming and Diving,36421,13648,632,Lawrence University
2007,Men,Tennis,27810,10101,632,Lawrence University
2007,Men,Total,797801,329372,632,Lawrence University
2007,Men,Wrestling,33878,22682,632,Lawrence University
2007,Women,All Track Combined,53502,24030,738,Lawrence University
2007,Women,Basketball,90112,28685,738,Lawrence University
2007,Women,Fencing,11653,8055,738,Lawrence University
2007,Women,Soccer,53725,18762,738,Lawrence University
2007,Women,Softball,111270,30532,738,Lawrence University
2007,Women,Swimming and Diving,36003,13190,738,Lawrence University
2007,Women,Tennis,25047,7338,738,Lawrence University
2007,Women,Total,452069,151602,738,Lawrence University
2007,Women,Volleyball,70757,21010,738,Lawrence University
2008,Men,All Track Combined,68559,38525,654,Lawrence University
2008,Men,Baseball,91386,28327,654,Lawrence University
2008,Men,Basketball,111158,45251,654,Lawrence University
2008,Men,Fencing,10764,7023,654,Lawrence University
2008,Men,Football,272639,76154,654,Lawrence University
2008,Men,Golf,11643,10766,654,Lawrence University
2008,Men,Ice Hockey,146695,88713,654,Lawrence University
2008,Men,Soccer,56917,22422,654,Lawrence University
2008,Men,Swimming and Diving,39447,12027,654,Lawrence University
2008,Men,Tennis,36409,14904,654,Lawrence University
2008,Men,Total,885346,371837,654,Lawrence University
2008,Men,Wrestling,39729,27725,654,Lawrence University
2008,Women,All Track Combined,53226,23193,761,Lawrence University
2008,Women,Basketball,94463,31119,761,Lawrence University
2008,Women,Fencing,9760,6019,761,Lawrence University
2008,Women,Soccer,77795,20905,761,Lawrence University
2008,Women,Softball,76331,29440,761,Lawrence University
2008,Women,Swimming and Diving,38780,11736,761,Lawrence University
2008,Women,Tennis,25660,10904,761,Lawrence University
2008,Women,Total,454356,155993,761,Lawrence University
2008,Women,Volleyball,78341,22677,761,Lawrence University
2009,Men,All Track Combined,50470,23416,652,Lawrence University
2009,Men,Baseball,84231,26755,652,Lawrence University
2009,Men,Basketball,94404,29229,652,Lawrence University
2009,Men,Fencing,11515,7657,652,Lawrence University
2009,Men,Football,236244,55881,652,Lawrence University
2009,Men,Golf,9964,8888,652,Lawrence University
2009,Men,Ice Hockey,193922,93908,652,Lawrence University
2009,Men,Soccer,49323,16268,652,Lawrence University
2009,Men,Swimming and Diving,34571,7650,652,Lawrence University
2009,Men,Tennis,25309,7986,652,Lawrence University
2009,Men,Total,789953,277638,652,Lawrence University
2009,Women,All Track Combined,49249,22195,755,Lawrence University
2009,Women,Basketball,92113,26965,755,Lawrence University
2009,Women,Fencing,9473,5615,755,Lawrence University
2009,Women,Soccer,65671,13309,755,Lawrence University
2009,Women,Softball,68043,28063,755,Lawrence University
2009,Women,Swimming and Diving,39503,12133,755,Lawrence University
2009,Women,Tennis,25079,7756,755,Lawrence University
2009,Women,Total,427005,137319,755,Lawrence University
2009,Women,Volleyball,77874,21283,755,Lawrence University
2010,Men,All Track Combined,52707,24343,687,Lawrence University
2010,Men,Baseball,86457,27363,687,Lawrence University
2010,Men,Basketball,98327,29992,687,Lawrence University
2010,Men,Fencing,16788,13281,687,Lawrence University
2010,Men,Football,242313,63477,687,Lawrence University
2010,Men,Golf,9656,8580,687,Lawrence University
2010,Men,Ice Hockey,191454,85298,687,Lawrence University
2010,Men,Soccer,48070,16512,687,Lawrence University
2010,Men,Swimming and Diving,37907,11064,687,Lawrence University
2010,Men,Tennis,31733,12021,687,Lawrence University
2010,Men,Total,815412,291931,687,Lawrence University
2010,Women,All Track Combined,45904,18258,802,Lawrence University
2010,Women,Basketball,80018,27642,802,Lawrence University
2010,Women,Fencing,9798,6291,802,Lawrence University
2010,Women,Soccer,57533,17031,802,Lawrence University
2010,Women,Softball,76452,31750,802,Lawrence University
2010,Women,Swimming and Diving,38430,14930,802,Lawrence University
2010,Women,Tennis,31809,11433,802,Lawrence University
2010,Women,Total,418682,147883,802,Lawrence University
2010,Women,Volleyball,78738,20548,802,Lawrence University
2011,Men,All Track Combined,56374,22610,648,Lawrence University
2011,Men,Baseball,94249,28122,648,Lawrence University
2011,Men,Basketball,109000,30613,648,Lawrence University
2011,Men,Fencing,17605,12164,648,Lawrence University
2011,Men,Football,257037,63951,648,Lawrence University
2011,Men,Golf,10762,8893,648,Lawrence University
2011,Men,Ice Hockey,229632,94383,648,Lawrence University
2011,Men,Soccer,85999,20317,648,Lawrence University
2011,Men,Swimming and Diving,41365,10101,648,Lawrence University
2011,Men,Tennis,31661,9933,648,Lawrence University
2011,Men,Total,933684,301087,648,Lawrence University
2011,Women,All Track Combined,56629,22496,766,Lawrence University
2011,Women,Basketball,97988,30985,766,Lawrence University
2011,Women,Fencing,12803,8688,766,Lawrence University
2011,Women,Soccer,63286,16550,766,Lawrence University
2011,Women,Softball,86695,31556,766,Lawrence University
2011,Women,Swimming and Diving,41412,11339,766,Lawrence University
2011,Women,Tennis,39540,14929,766,Lawrence University
2011,Women,Total,488002,157496,766,Lawrence University
2011,Women,Volleyball,89649,20953,766,Lawrence University
2012,Men,All Track Combined,62046,28226,669,Lawrence University
2012,Men,Baseball,95868,29730,669,Lawrence University
2012,Men,Basketball,110231,31986,669,Lawrence University
2012,Men,Fencing,18650,12530,669,Lawrence University
2012,Men,Football,206581,68255,669,Lawrence University
2012,Men,Golf,12582,10237,669,Lawrence University
2012,Men,Ice Hockey,215354,80364,669,Lawrence University
2012,Men,Soccer,83151,17980,669,Lawrence University
2012,Men,Swimming and Diving,39104,7128,669,Lawrence University
2012,Men,Tennis,37327,16099,669,Lawrence University
2012,Men,Total,880894,302535,669,Lawrence University
2012,Women,All Track Combined,58518,25503,766,Lawrence University
2012,Women,Basketball,100551,35723,766,Lawrence University
2012,Women,Fencing,10043,6747,766,Lawrence University
2012,Women,Soccer,73067,22121,766,Lawrence University
2012,Women,Softball,94536,38639,766,Lawrence University
2012,Women,Swimming and Diving,47303,18143,766,Lawrence University
2012,Women,Tennis,31207,11972,766,Lawrence University
2012,Women,Total,505642,182186,766,Lawrence University
2012,Women,Volleyball,90417,23338,766,Lawrence University
2013,Men,All Track Combined,72813,29592,662,Lawrence University
2013,Men,Baseball,119318,28545,662,Lawrence University
2013,Men,Basketball,121117,31408,662,Lawrence University
2013,Men,Fencing,17546,11254,662,Lawrence University
2013,Men,Football,251490,69196,662,Lawrence University
2013,Men,Golf,25667,10094,662,Lawrence University
2013,Men,Ice Hockey,265276,86442,662,Lawrence University
2013,Men,Soccer,100101,17950,662,Lawrence University
2013,Men,Swimming,44220,6992,662,Lawrence University
2013,Men,Tennis,34502,12362,662,Lawrence University
2013,Men,Total,1052050,203231,662,Lawrence University
2013,Women,All Track Combined,61671,28305,829,Lawrence University
2013,Women,Basketball,98141,30081,829,Lawrence University
2013,Women,Fencing,10754,6898,829,Lawrence University
2013,Women,Soccer,85425,23354,829,Lawrence University
2013,Women,Softball,112882,46562,829,Lawrence University
2013,Women,Swimming,50912,17120,829,Lawrence University
2013,Women,Tennis,32204,10196,829,Lawrence University
2013,Women,Total,555393,154799,829,Lawrence University
2013,Women,Volleyball,103404,22364,829,Lawrence University
2014,Men,All Track Combined,76058,33677,657,Lawrence University
2014,Men,Baseball,123861,30980,657,Lawrence University
2014,Men,Basketball,120447,30604,657,Lawrence University
2014,Men,Fencing,21972,10372,657,Lawrence University
2014,Men,Football,284054,67996,657,Lawrence University
2014,Men,Golf,25437,11103,657,Lawrence University
2014,Men,Ice Hockey,260951,93091,657,Lawrence University
2014,Men,Soccer,100116,20024,657,Lawrence University
2014,Men,Swimming,41644,8001,657,Lawrence University
2014,Men,Tennis,35926,11753,657,Lawrence University
2014,Men,Total,1090466,317601,657,Lawrence University
2014,Women,All Track Combined,54644,21692,792,Lawrence University
2014,Women,Basketball,107938,32200,792,Lawrence University
2014,Women,Fencing,14047,6631,792,Lawrence University
2014,Women,Soccer,93719,24174,792,Lawrence University
2014,Women,Softball,112664,43087,792,Lawrence University
2014,Women,Swimming,56260,18111,792,Lawrence University
2014,Women,Tennis,34459,10355,792,Lawrence University
2014,Women,Total,580924,180234,792,Lawrence University
2014,Women,Volleyball,107193,23984,792,Lawrence University
2015,Men,All Track Combined,65322,34457,669,Lawrence University
2015,Men,Baseball,97195,26187,669,Lawrence University
2015,Men,Basketball,108867,20584,669,Lawrence University
2015,Men,Fencing,17413,14035,669,Lawrence University
2015,Men,Football,330191,71534,669,Lawrence University
2015,Men,Golf,22363,10710,669,Lawrence University
2015,Men,Ice Hockey,279439,98078,669,Lawrence University
2015,Men,Soccer,84286,19803,669,Lawrence University
2015,Men,Swimming,46952,11623,669,Lawrence University
2015,Men,Tennis,39740,16337,669,Lawrence University
2015,Men,Total,1091768,323348,669,Lawrence University
2015,Women,All Track Combined,57766,28905,825,Lawrence University
2015,Women,Basketball,89143,26993,825,Lawrence University
2015,Women,Fencing,17414,14035,825,Lawrence University
2015,Women,Soccer,78422,23901,825,Lawrence University
2015,Women,Softball,103292,23631,825,Lawrence University
2015,Women,Swimming,42778,11190,825,Lawrence University
2015,Women,Tennis,30839,9258,825,Lawrence University
2015,Women,Total,513442,164381,825,Lawrence University
2015,Women,Volleyball,93788,26468,825,Lawrence University
2016,Men,All Track Combined,79025,31677,683,Lawrence University
2016,Men,Baseball,105993,41275,683,Lawrence University
2016,Men,Basketball,119625,33871,683,Lawrence University
2016,Men,Fencing,27890,17467,683,Lawrence University
2016,Men,Football,378198,79937,683,Lawrence University
2016,Men,Ice Hockey,242159,113193,683,Lawrence University
2016,Men,Soccer,86084,35256,683,Lawrence University
2016,Men,Swimming,31691,8303,683,Lawrence University
2016,Men,Tennis,54779,26161,683,Lawrence University
2016,Men,Total,1125444,387140,683,Lawrence University
2016,Women,All Track Combined,74275,27275,809,Lawrence University
2016,Women,Basketball,95359,39720,809,Lawrence University
2016,Women,Fencing,30562,15867,809,Lawrence University
2016,Women,Soccer,87577,28376,809,Lawrence University
2016,Women,Softball,117659,37736,809,Lawrence University
2016,Women,Swimming,65818,18481,809,Lawrence University
2016,Women,Tennis,42231,13458,809,Lawrence University
2016,Women,Total,620645,216024,809,Lawrence University
2016,Women,Volleyball,107164,35111,809,Lawrence University
2017,Men,All Track Combined,89880,35525,655,Lawrence University
2017,Men,Baseball,131737,47679,655,Lawrence University
2017,Men,Basketball,156544,50530,655,Lawrence University
2017,Men,Fencing,33695,12045,655,Lawrence University
2017,Men,Football,366616,81750,655,Lawrence University
2017,Men,Ice Hockey,240307,114759,655,Lawrence University
2017,Men,Soccer,83792,21211,655,Lawrence University
2017,Men,Swimming,53344,17353,655,Lawrence University
2017,Men,Tennis,34800,9769,655,Lawrence University
2017,Men,Total,1190715,390621,655,Lawrence University
2017,Women,All Track Combined,94764,40060,763,Lawrence University
2017,Women,Basketball,113715,50028,763,Lawrence University
2017,Women,Fencing,35296,13583,763,Lawrence University
2017,Women,Soccer,91352,25684,763,Lawrence University
2017,Women,Softball,111523,39982,763,Lawrence University
2017,Women,Swimming,73037,36877,763,Lawrence University
2017,Women,Tennis,33563,8375,763,Lawrence University
2017,Women,Total,652743,261838,763,Lawrence University
2017,Women,Volleyball,99493,47249,763,Lawrence University
2018,Men,All Track Combined,100693,44679,653,Lawrence University
2018,Men,Baseball,123866,51785,653,Lawrence University
2018,Men,Basketball,163831,42281,653,Lawrence University
2018,Men,Fencing,36601,14611,653,Lawrence University
2018,Men,Football,357084,95472,653,Lawrence University
2018,Men,Ice Hockey,227529,113294,653,Lawrence University
2018,Men,Soccer,94666,31544,653,Lawrence University
2018,Men,Swimming,54589,14554,653,Lawrence University
2018,Men,Tennis,43242,21561,653,Lawrence University
2018,Men,Total,1202101,429781,653,Lawrence University
2018,Women,All Track Combined,106313,50179,751,Lawrence University
2018,Women,Basketball,118351,29317,751,Lawrence University
2018,Women,Fencing,38486,16477,751,Lawrence University
2018,Women,Soccer,85245,23089,751,Lawrence University
2018,Women,Softball,110063,38524,751,Lawrence University
2018,Women,Swimming and Diving,71783,30926,751,Lawrence University
2018,Women,Tennis,35933,10210,751,Lawrence University
2018,Women,Total,692524,247925,751,Lawrence University
2018,Women,Volleyball,126350,49203,751,Lawrence University
2019,Men,All Track Combined,84209,27106,643,Lawrence University
2019,Men,Baseball,119294,42885,643,Lawrence University
2019,Men,Basketball,165703,42619,643,Lawrence University
2019,Men,Fencing,43749,20667,643,Lawrence University
2019,Men,Football,365225,57234,643,Lawrence University
2019,Men,Ice Hockey,246509,130865,643,Lawrence University
2019,Men,Soccer,95604,28966,643,Lawrence University
2019,Men,Swimming,52545,15516,643,Lawrence University
2019,Men,Tennis,39321,11403,643,Lawrence University
2019,Men,Total,1212159,377261,643,Lawrence University
2019,Women,All Track Combined,79252,22159,754,Lawrence University
2019,Women,Basketball,126132,42395,754,Lawrence University
2019,Women,Fencing,41370,18326,754,Lawrence University
2019,Women,Soccer,99465,32433,754,Lawrence University
2019,Women,Softball,96416,28398,754,Lawrence University
2019,Women,Swimming and Diving,57662,20566,754,Lawrence University
2019,Women,Tennis,36169,7452,754,Lawrence University
2019,Women,Total,648008,205853,754,Lawrence University
2019,Women,Volleyball,111542,34124,754,Lawrence University
2020,Men,All Track Combined,91149,23126,616,Lawrence University
2020,Men,Baseball,159327,54514,616,Lawrence University
2020,Men,Basketball,134836,17126,616,Lawrence University
2020,Men,Fencing,31669,3441,616,Lawrence University
2020,Men,Ice Hockey,179106,61068,616,Lawrence University
2020,Men,Soccer,81407,13424,616,Lawrence University
2020,Men,Swimming,46611,6399,616,Lawrence University
2020,Men,Total,724105,179098,616,Lawrence University
2020,Women,All Track Combined,97456,24069,773,Lawrence University
2020,Women,Basketball,99496,13866,773,Lawrence University
2020,Women,Fencing,31669,3441,773,Lawrence University
2020,Women,Ice Hockey,161297,73334,773,Lawrence University
2020,Women,Soccer,72220,14876,773,Lawrence University
2020,Women,Softball,93229,22045,773,Lawrence University
2020,Women,Swimming and Diving,51587,9598,773,Lawrence University
2020,Women,Tennis,33292,3511,773,Lawrence University
2020,Women,Total,715162,173476,773,Lawrence University
2020,Women,Volleyball,74916,8736,773,Lawrence University
2021,Men,All Track Combined,81027,23813,665,Lawrence University
2021,Men,Baseball,140362,63390,665,Lawrence University
2021,Men,Basketball,137941,42227,665,Lawrence University
2021,Men,Fencing,41799,7132,665,Lawrence University
2021,Men,Football,380226,60969,665,Lawrence University
2021,Men,Ice Hockey,227847,101327,665,Lawrence University
2021,Men,Soccer,97151,30588,665,Lawrence University
2021,Men,Swimming and Diving,54316,17228,665,Lawrence University
2021,Men,Tennis,11115,9136,665,Lawrence University
2021,Men,Total,1171784,355810,665,Lawrence University
2021,Women,All Track Combined,92933,35720,787,Lawrence University
2021,Women,Basketball,112975,29823,787,Lawrence University
2021,Women,Fencing,37909,3242,787,Lawrence University
2021,Women,Ice Hockey,180606,101239,787,Lawrence University
2021,Women,Soccer,91435,26717,787,Lawrence University
2021,Women,Softball,112173,25672,787,Lawrence University
2021,Women,Swimming and Diving,67198,29288,787,Lawrence University
2021,Women,Tennis,13036,8121,787,Lawrence University
2021,Women,Total,816163,283539,787,Lawrence University
2021,Women,Volleyball,107898,23717,787,Lawrence University
2022,Men,All Track Combined,119260,29303,642,Lawrence University
2022,Men,Baseball,209033,43642,642,Lawrence University
2022,Men,Basketball,167829,33681,642,Lawrence University
2022,Men,Fencing,69053,24290,642,Lawrence University
2022,Men,Football,424495,40266,642,Lawrence University
2022,Men,Ice Hockey,314663,66961,642,Lawrence University
2022,Men,Soccer,120687,27253,642,Lawrence University
2022,Men,Swimming and Diving,80506,12912,642,Lawrence University
2022,Men,Tennis,65874,9455,642,Lawrence University
2022,Men,Total,1571400,213816,642,Lawrence University
2022,Women,All Track Combined,132274,43642,752,Lawrence University
2022,Women,Basketball,179837,32393,752,Lawrence University
2022,Women,Fencing,60290,18218,752,Lawrence University
2022,Women,Ice Hockey,242125,52125,752,Lawrence University
2022,Women,Soccer,120769,28392,752,Lawrence University
2022,Women,Softball,151219,35228,752,Lawrence University
2022,Women,Swimming and Diving,86172,16140,752,Lawrence University
2022,Women,Tennis,43807,7603,752,Lawrence University
2022,Women,Total,1116826,239840,752,Lawrence University
2022,Women,Volleyball,100333,38492,752,Lawrence University
2003,Men,Baseball,29846,24285,562,Monmouth College
2003,Men,Basketball,49504,23321,562,Monmouth College
2003,Men,Football,99433,61678,562,Monmouth College
2003,Men,Golf,17346,8553,562,Monmouth College
2003,Men,Soccer,22240,14897,562,Monmouth College
2003,Men,Tennis,23080,3175,562,Monmouth College
2003,Men,Total,282382,169883,562,Monmouth College
2003,Men,Track and Field Indoor,14116,13595,562,Monmouth College
2003,Men,Track and Field Outdoor,14116,13595,562,Monmouth College
2003,Men,Track and Field X Country,12701,6784,562,Monmouth College
2003,Men,Volleyball,0,0,562,Monmouth College
2003,Women,Basketball,23267,14487,593,Monmouth College
2003,Women,Golf,9623,9075,593,Monmouth College
2003,Women,Soccer,19620,13970,593,Monmouth College
2003,Women,Softball,24263,21585,593,Monmouth College
2003,Women,Tennis,11198,3175,593,Monmouth College
2003,Women,Total,156030,114875,593,Monmouth College
2003,Women,Track and Field Indoor,14116,13595,593,Monmouth College
2003,Women,Track and Field Outdoor,14116,13595,593,Monmouth College
2003,Women,Track and Field X Country,12701,6784,593,Monmouth College
2003,Women,Volleyball,27126,18609,593,Monmouth College
2004,Men,Baseball,41678,40421,584,Monmouth College
2004,Men,Basketball,37748,36221,584,Monmouth College
2004,Men,Football,105506,103979,584,Monmouth College
2004,Men,Golf,20616,19089,584,Monmouth College
2004,Men,Soccer,27335,25808,584,Monmouth College
2004,Men,Swimming,27959,26432,584,Monmouth College
2004,Men,Tennis,26895,25651,584,Monmouth College
2004,Men,Total,341840,331375,584,Monmouth College
2004,Men,Track and Field Indoor,20899,20832,584,Monmouth College
2004,Men,Track and Field Outdoor,20899,20832,584,Monmouth College
2004,Men,Track and Field X Country,12305,12110,584,Monmouth College
2004,Women,Basketball,27072,25545,663,Monmouth College
2004,Women,Golf,16412,14885,663,Monmouth College
2004,Women,Soccer,20555,19028,663,Monmouth College
2004,Women,Softball,29528,28001,663,Monmouth College
2004,Women,Swimming,27959,26432,663,Monmouth College
2004,Women,Tennis,9585,5328,663,Monmouth College
2004,Women,Total,205655,191907,663,Monmouth College
2004,Women,Track and Field Indoor,20899,20832,663,Monmouth College
2004,Women,Track and Field Outdoor,20899,20832,663,Monmouth College
2004,Women,Track and Field X Country,12305,12110,663,Monmouth College
2004,Women,Volleyball,20441,18914,663,Monmouth College
2005,Men,All Track Combined,70334,32755,621,Monmouth College
2005,Men,Baseball,40333,17323,621,Monmouth College
2005,Men,Basketball,48167,19607,621,Monmouth College
2005,Men,Football,123536,55174,621,Monmouth College
2005,Men,Golf,22765,11086,621,Monmouth College
2005,Men,Soccer,30779,14008,621,Monmouth College
2005,Men,Swimming,40560,18594,621,Monmouth College
2005,Men,Tennis,14256,4783,621,Monmouth College
2005,Men,Total,390730,173330,621,Monmouth College
2005,Women,All Track Combined,70334,32755,707,Monmouth College
2005,Women,Basketball,44569,18364,707,Monmouth College
2005,Women,Golf,22664,9382,707,Monmouth College
2005,Women,Soccer,27443,12773,707,Monmouth College
2005,Women,Softball,36731,14558,707,Monmouth College
2005,Women,Swimming,40560,18594,707,Monmouth College
2005,Women,Tennis,13118,2745,707,Monmouth College
2005,Women,Total,312706,130555,707,Monmouth College
2005,Women,Volleyball,57287,21384,707,Monmouth College
2006,Men,All Track Combined,60955,40785,615,Monmouth College
2006,Men,Baseball,48408,31608,615,Monmouth College
2006,Men,Basketball,112407,16747,615,Monmouth College
2006,Men,Football,170742,52070,615,Monmouth College
2006,Men,Golf,29028,11829,615,Monmouth College
2006,Men,Soccer,60176,18236,615,Monmouth College
2006,Men,Swimming,27623,9447,615,Monmouth College
2006,Men,Tennis,24988,7698,615,Monmouth College
2006,Men,Total,534327,188420,615,Monmouth College
2006,Women,All Track Combined,60955,40785,730,Monmouth College
2006,Women,Basketball,46207,24627,730,Monmouth College
2006,Women,Golf,21381,12156,730,Monmouth College
2006,Women,Soccer,19659,11193,730,Monmouth College
2006,Women,Softball,27873,14760,730,Monmouth College
2006,Women,Swimming,27623,9447,730,Monmouth College
2006,Women,Tennis,13448,6594,730,Monmouth College
2006,Women,Total,249645,135156,730,Monmouth College
2006,Women,Volleyball,32499,15594,730,Monmouth College
2007,Men,Baseball,30326,21926,611,Monmouth College
2007,Men,Basketball,77032,24384,611,Monmouth College
2007,Men,Football,131792,52090,611,Monmouth College
2007,Men,Golf,21221,11959,611,Monmouth College
2007,Men,Soccer,61294,14618,611,Monmouth College
2007,Men,Swimming and Diving,33773,12798,611,Monmouth College
2007,Men,Tennis,23032,4977,611,Monmouth College
2007,Men,Total,433171,174946,611,Monmouth College
2007,Men,Track and Field Indoor,19994,13453,611,Monmouth College
2007,Men,Track and Field Outdoor,19994,13453,611,Monmouth College
2007,Men,Track and Field X Country,14713,5288,611,Monmouth College
2007,Women,Basketball,32661,21871,732,Monmouth College
2007,Women,Golf,14556,11852,732,Monmouth College
2007,Women,Soccer,20660,12052,732,Monmouth College
2007,Women,Softball,27392,23702,732,Monmouth College
2007,Women,Swimming and Diving,33773,12798,732,Monmouth College
2007,Women,Tennis,10789,6635,732,Monmouth College
2007,Women,Total,224002,137271,732,Monmouth College
2007,Women,Track and Field Indoor,19994,13453,732,Monmouth College
2007,Women,Track and Field Outdoor,19994,13453,732,Monmouth College
2007,Women,Track and Field X Country,14713,5288,732,Monmouth College
2007,Women,Volleyball,29470,16167,732,Monmouth College
2008,Men,Baseball,50952,28177,628,Monmouth College
2008,Men,Basketball,90799,36036,628,Monmouth College
2008,Men,Football,132831,65566,628,Monmouth College
2008,Men,Golf,46462,11041,628,Monmouth College
2008,Men,Soccer,80098,20446,628,Monmouth College
2008,Men,Swimming and Diving,39612,20591,628,Monmouth College
2008,Men,Tennis,46108,9704,628,Monmouth College
2008,Men,Total,572934,236857,628,Monmouth College
2008,Men,Track and Field Indoor,32093,20246,628,Monmouth College
2008,Men,Track and Field Outdoor,31225,19378,628,Monmouth College
2008,Men,Track and Field X Country,22754,5672,628,Monmouth College
2008,Women,Basketball,66165,27757,686,Monmouth College
2008,Women,Golf,29943,15886,686,Monmouth College
2008,Women,Soccer,36327,16686,686,Monmouth College
2008,Women,Softball,33589,25389,686,Monmouth College
2008,Women,Swimming and Diving,31134,12113,686,Monmouth College
2008,Women,Tennis,10885,7235,686,Monmouth College
2008,Women,Total,351696,169769,686,Monmouth College
2008,Women,Track and Field Indoor,28263,16416,686,Monmouth College
2008,Women,Track and Field Outdoor,29131,17284,686,Monmouth College
2008,Women,Track and Field X Country,23888,6806,686,Monmouth College
2008,Women,Volleyball,62371,24197,686,Monmouth College
2009,Men,Baseball,44532,38749,659,Monmouth College
2009,Men,Basketball,98430,42070,659,Monmouth College
2009,Men,Football,197704,50628,659,Monmouth College
2009,Men,Golf,55489,21896,659,Monmouth College
2009,Men,Soccer,64479,15254,659,Monmouth College
2009,Men,Swimming,33780,17429,659,Monmouth College
2009,Men,Tennis,45970,12557,659,Monmouth College
2009,Men,Total,656585,258190,659,Monmouth College
2009,Men,Track and Field Indoor,35674,25374,659,Monmouth College
2009,Men,Track and Field Outdoor,35674,25374,659,Monmouth College
2009,Men,Track and Field X Country,44853,8859,659,Monmouth College
2009,Women,Basketball,64559,24036,698,Monmouth College
