Year,Gender,Sport,Total Expense,Operating Expense,Undergrads,School
2005,Men,Football,221449,68532,475,Illinois College
2005,Men,Golf,9789,6389,475,Illinois College
2005,Men,Soccer,16356,12356,475,Illinois College
2005,Men,Tennis,8960,5860,475,Illinois College
2005,Men,Total,517547,182762,475,Illinois College
2005,Men,Wrestling,64885,10670,475,Illinois College
2005,Women,All Track Combined,34185,13919,535,Illinois College
2005,Women,Basketball,70979,30821,535,Illinois College
2005,Women,Golf,31781,13002,535,Illinois College
2005,Women,Soccer,19950,13950,535,Illinois College
2005,Women,Softball,49726,28193,535,Illinois College
2005,Women,Tennis,8272,5172,535,Illinois College
2005,Women,Total,254694,123325,535,Illinois College
2005,Women,Volleyball,39801,18268,535,Illinois College
2006,Men,All Track Combined,38970,6957,475,Illinois College
2006,Men,Baseball,77145,35775,475,Illinois College
2006,Men,Basketball,86477,29582,475,Illinois College
2006,Men,Football,210121,76298,475,Illinois College
2006,Men,Golf,14270,5408,475,Illinois College
2006,Men,Soccer,22338,16261,475,Illinois College
2006,Men,Tennis,15100,4780,475,Illinois College
2006,Men,Total,464421,175061,475,Illinois College
2006,Women,All Track Combined,38970,6957,534,Illinois College
2006,Women,Basketball,66049,21045,534,Illinois College
2006,Women,Golf,32383,12396,534,Illinois College
2006,Women,Soccer,18404,11470,534,Illinois College
2006,Women,Softball,40441,19752,534,Illinois College
2006,Women,Tennis,9120,2588,534,Illinois College
2006,Women,Total,243407,91069,534,Illinois College
2006,Women,Volleyball,38040,16861,534,Illinois College
2007,Men,All Track Combined,54473,15860,476,Illinois College
2007,Men,Baseball,82568,38242,476,Illinois College
2007,Men,Basketball,90348,30884,476,Illinois College
2007,Men,Football,225146,82570,476,Illinois College
2007,Men,Golf,13308,5602,476,Illinois College
2007,Men,Soccer,23789,16243,476,Illinois College
2007,Men,Tennis,5921,2317,476,Illinois College
2007,Men,Total,495553,191718,476,Illinois College
2007,Women,All Track Combined,46831,13709,508,Illinois College
2007,Women,Basketball,82906,35808,508,Illinois College
2007,Women,Golf,29952,11807,508,Illinois College
2007,Women,Soccer,14083,9033,508,Illinois College
2007,Women,Softball,47872,22708,508,Illinois College
2007,Women,Tennis,10029,4343,508,Illinois College
2007,Women,Total,269550,116590,508,Illinois College
2007,Women,Volleyball,37877,19182,508,Illinois College
2008,Men,All Track Combined,47307,15630,417,Illinois College
2008,Men,Baseball,83183,38802,417,Illinois College
2008,Men,Basketball,89537,28523,417,Illinois College
2008,Men,Football,225021,69474,417,Illinois College
2008,Men,Golf,34409,7307,417,Illinois College
2008,Men,Soccer,32648,14799,417,Illinois College
2008,Men,Swimming,18968,2745,417,Illinois College
2008,Men,Tennis,9419,4595,417,Illinois College
2008,Men,Total,540492,181875,417,Illinois College
2008,Women,All Track Combined,47978,16302,447,Illinois College
2008,Women,Basketball,85043,37603,447,Illinois College
2008,Women,Golf,38970,17589,447,Illinois College
2008,Women,Soccer,33201,14980,447,Illinois College
2008,Women,Softball,40631,20543,447,Illinois College
2008,Women,Swimming,18403,2180,447,Illinois College
2008,Women,Tennis,10170,3245,447,Illinois College
2008,Women,Total,313516,132490,447,Illinois College
2008,Women,Volleyball,39120,20048,447,Illinois College
2009,Men,All Track Combined,66538,23076,425,Illinois College
2009,Men,Baseball,100018,51325,425,Illinois College
2009,Men,Basketball,98037,36234,425,Illinois College
2009,Men,Football,264668,107560,425,Illinois College
2009,Men,Golf,37923,11330,425,Illinois College
2009,Men,Soccer,29692,20731,425,Illinois College
2009,Men,Swimming,22777,9620,425,Illinois College
2009,Men,Tennis,10820,5785,425,Illinois College
2009,Men,Total,630473,265661,425,Illinois College
2009,Women,All Track Combined,63497,20102,434,Illinois College
2009,Women,Basketball,80759,35148,434,Illinois College
2009,Women,Golf,25799,5030,434,Illinois College
2009,Women,Soccer,30996,19162,434,Illinois College
2009,Women,Softball,59273,31173,434,Illinois College
2009,Women,Swimming,23115,9690,434,Illinois College
2009,Women,Tennis,12686,5297,434,Illinois College
2009,Women,Total,347952,156347,434,Illinois College
2009,Women,Volleyball,51827,30745,434,Illinois College
2010,Men,All Track Combined,62320,23182,433,Illinois College
2010,Men,Baseball,91571,41106,433,Illinois College
2010,Men,Basketball,107714,41436,433,Illinois College
2010,Men,Football,293785,125149,433,Illinois College
2010,Men,Golf,49533,21113,433,Illinois College
2010,Men,Soccer,44268,16121,433,Illinois College
2010,Men,Swimming,20769,8456,433,Illinois College
2010,Men,Tennis,8281,5565,433,Illinois College
2010,Men,Total,678241,282128,433,Illinois College
2010,Women,All Track Combined,60323,21491,413,Illinois College
2010,Women,Basketball,82524,29975,413,Illinois College
2010,Women,Golf,36693,14371,413,Illinois College
2010,Women,Soccer,44581,14679,413,Illinois College
2010,Women,Softball,60826,31785,413,Illinois College
2010,Women,Swimming,26055,8178,413,Illinois College
2010,Women,Tennis,10688,2612,413,Illinois College
2010,Women,Total,378895,145764,413,Illinois College
2010,Women,Volleyball,57205,22673,413,Illinois College
2011,Men,All Track Combined,69731,23701,476,Illinois College
2011,Men,Baseball,122523,49344,476,Illinois College
2011,Men,Basketball,88225,38861,476,Illinois College
2011,Men,Football,288201,123445,476,Illinois College
2011,Men,Golf,34163,15027,476,Illinois College
2011,Men,Soccer,55055,21250,476,Illinois College
2011,Men,Swimming,23072,7488,476,Illinois College
2011,Men,Tennis,22222,3994,476,Illinois College
2011,Men,Total,703192,283110,476,Illinois College
2011,Women,All Track Combined,51685,18451,427,Illinois College
2011,Women,Basketball,80496,38999,427,Illinois College
2011,Women,Golf,44212,13689,427,Illinois College
2011,Women,Soccer,60427,22067,427,Illinois College
2011,Women,Softball,66342,34098,427,Illinois College
2011,Women,Swimming,22564,7192,427,Illinois College
2011,Women,Total,366392,148885,427,Illinois College
2011,Women,Volleyball,40666,14389,427,Illinois College
2012,Men,All Track Combined,70763,20958,485,Illinois College
2012,Men,Baseball,126131,46283,485,Illinois College
2012,Men,Basketball,125952,40716,485,Illinois College
2012,Men,Football,298744,115952,485,Illinois College
2012,Men,Golf,32998,12885,485,Illinois College
2012,Men,Soccer,60419,25439,485,Illinois College
2012,Men,Swimming,26271,8635,485,Illinois College
2012,Men,Tennis,16301,4293,485,Illinois College
2012,Men,Total,757579,275161,485,Illinois College
2012,Women,All Track Combined,60448,19816,468,Illinois College
2012,Women,Basketball,87489,42143,468,Illinois College
2012,Women,Golf,36980,12938,468,Illinois College
2012,Women,Soccer,62667,24030,468,Illinois College
2012,Women,Softball,56730,28768,468,Illinois College
2012,Women,Swimming,26505,8910,468,Illinois College
2012,Women,Tennis,29944,5882,468,Illinois College
2012,Women,Total,408441,162548,468,Illinois College
2012,Women,Volleyball,47678,20061,468,Illinois College
2013,Men,All Track Combined,73280,19754,484,Illinois College
2013,Men,Baseball,142962,66908,484,Illinois College
2013,Men,Basketball,148800,42137,484,Illinois College
2013,Men,Football,354518,124427,484,Illinois College
2013,Men,Golf,29304,9887,484,Illinois College
2013,Men,Soccer,59136,30424,484,Illinois College
2013,Men,Swimming,26832,8802,484,Illinois College
2013,Men,Tennis,21524,4816,484,Illinois College
2013,Men,Total,856356,140591,484,Illinois College
2013,Women,All Track Combined,67171,19648,490,Illinois College
2013,Women,Basketball,83331,41022,490,Illinois College
2013,Women,Golf,42720,13031,490,Illinois College
2013,Women,Soccer,58348,29387,490,Illinois College
2013,Women,Softball,65329,30325,490,Illinois College
2013,Women,Swimming,27045,9032,490,Illinois College
2013,Women,Tennis,33514,5180,490,Illinois College
2013,Women,Total,425611,131608,490,Illinois College
2013,Women,Volleyball,48153,25005,490,Illinois College
2014,Men,All Track Combined,57633,20953,472,Illinois College
2014,Men,Baseball,175427,71447,472,Illinois College
2014,Men,Basketball,163545,45487,472,Illinois College
2014,Men,Football,362695,117924,472,Illinois College
2014,Men,Golf,24584,9811,472,Illinois College
2014,Men,Soccer,71501,36837,472,Illinois College
2014,Men,Swimming,29806,10930,472,Illinois College
2014,Men,Tennis,36224,6654,472,Illinois College
2014,Men,Total,921415,320043,472,Illinois College
2014,Women,All Track Combined,54998,19549,473,Illinois College
2014,Women,Basketball,107733,43506,473,Illinois College
2014,Women,Golf,29017,11686,473,Illinois College
2014,Women,Soccer,90287,28054,473,Illinois College
2014,Women,Softball,77285,30336,473,Illinois College
2014,Women,Swimming,29981,10858,473,Illinois College
2014,Women,Tennis,24633,4117,473,Illinois College
2014,Women,Total,481854,171203,473,Illinois College
2014,Women,Volleyball,67920,23097,473,Illinois College
2015,Men,All Track Combined,83429,19133,453,Illinois College
2015,Men,Baseball,164796,57366,453,Illinois College
2015,Men,Basketball,146718,44829,453,Illinois College
2015,Men,Football,380039,125859,453,Illinois College
2015,Men,Golf,32381,14579,453,Illinois College
2015,Men,Soccer,107468,37721,453,Illinois College
2015,Men,Swimming,32268,11476,453,Illinois College
2015,Men,Tennis,25705,7892,453,Illinois College
2015,Men,Total,972804,318855,453,Illinois College
2015,Women,All Track Combined,92117,28247,487,Illinois College
2015,Women,Basketball,115867,40264,487,Illinois College
2015,Women,Golf,31029,12891,487,Illinois College
2015,Women,Soccer,119785,36204,487,Illinois College
2015,Women,Softball,91686,42522,487,Illinois College
2015,Women,Swimming,31990,11192,487,Illinois College
2015,Women,Tennis,26553,9145,487,Illinois College
2015,Women,Total,633509,219651,487,Illinois College
2015,Women,Volleyball,124482,39186,487,Illinois College
2016,Men,All Track Combined,98257,17907,449,Illinois College
2016,Men,Baseball,166698,61686,449,Illinois College
2016,Men,Basketball,139542,40164,449,Illinois College
2016,Men,Football,398359,91218,449,Illinois College
2016,Men,Golf,31575,13044,449,Illinois College
2016,Men,Soccer,108473,27749,449,Illinois College
2016,Men,Swimming,40516,13655,449,Illinois College
2016,Men,Tennis,25481,7812,449,Illinois College
2016,Men,Total,1008901,273235,449,Illinois College
2016,Women,All Track Combined,102205,22268,500,Illinois College
2016,Women,Basketball,138332,32445,500,Illinois College
2016,Women,Golf,30463,11729,500,Illinois College
2016,Women,Soccer,109284,28161,500,Illinois College
2016,Women,Softball,96093,45868,500,Illinois College
2016,Women,Swimming,40422,13766,500,Illinois College
2016,Women,Tennis,25015,6921,500,Illinois College
2016,Women,Total,665588,193781,500,Illinois College
2016,Women,Volleyball,123774,32623,500,Illinois College
2017,Men,All Track Combined,108689,20216,463,Illinois College
2017,Men,Baseball,183174,61082,463,Illinois College
2017,Men,Basketball,105240,30670,463,Illinois College
2017,Men,Football,375873,78304,463,Illinois College
2017,Men,Golf,40417,14134,463,Illinois College
2017,Men,Soccer,114228,28271,463,Illinois College
2017,Men,Swimming,48034,15210,463,Illinois College
2017,Men,Tennis,31077,11148,463,Illinois College
2017,Men,Total,1006732,259035,463,Illinois College
2017,Women,All Track Combined,109491,23086,480,Illinois College
2017,Women,Basketball,134645,30907,480,Illinois College
2017,Women,Golf,40445,13272,480,Illinois College
2017,Women,Soccer,112996,25523,480,Illinois College
2017,Women,Softball,111079,54944,480,Illinois College
2017,Women,Swimming,47802,15145,480,Illinois College
2017,Women,Tennis,26056,5315,480,Illinois College
2017,Women,Total,726699,202409,480,Illinois College
2017,Women,Volleyball,144185,34217,480,Illinois College
2018,Men,All Track Combined,95707,27965,477,Illinois College
2018,Men,Baseball,149558,47158,477,Illinois College
2018,Men,Basketball,154353,32011,477,Illinois College
2018,Men,Football,381111,99846,477,Illinois College
2018,Men,Golf,37655,11187,477,Illinois College
2018,Men,Soccer,108698,30836,477,Illinois College
2018,Men,Swimming,43883,13089,477,Illinois College
2018,Men,Tennis,26056,8059,477,Illinois College
2018,Men,Total,997021,270151,477,Illinois College
2018,Women,All Track Combined,100636,31596,492,Illinois College
2018,Women,Basketball,150674,35755,492,Illinois College
2018,Women,Golf,39565,10500,492,Illinois College
2018,Women,Soccer,112328,25820,492,Illinois College
2018,Women,Softball,117413,54438,492,Illinois College
2018,Women,Swimming,46645,16227,492,Illinois College
2018,Women,Tennis,28139,6482,492,Illinois College
2018,Women,Total,722817,225206,492,Illinois College
2018,Women,Volleyball,127417,44388,492,Illinois College
2019,Men,All Track Combined,82582,13151,499,Illinois College
2019,Men,Baseball,130195,40559,499,Illinois College
2019,Men,Basketball,154688,37602,499,Illinois College
2019,Men,Football,343448,71027,499,Illinois College
2019,Men,Golf,38356,6211,499,Illinois College
2019,Men,Soccer,103032,27374,499,Illinois College
2019,Men,Swimming,40803,12181,499,Illinois College
2019,Men,Tennis,23822,1876,499,Illinois College
2019,Men,Total,916926,209981,499,Illinois College
2019,Women,All Track Combined,80168,15842,538,Illinois College
2019,Women,Basketball,149457,35111,538,Illinois College
2019,Women,Golf,46678,11790,538,Illinois College
2019,Women,Soccer,83316,27814,538,Illinois College
2019,Women,Softball,86354,29241,538,Illinois College
2019,Women,Swimming,42527,14904,538,Illinois College
2019,Women,Tennis,25967,3929,538,Illinois College
2019,Women,Total,627606,180851,538,Illinois College
2019,Women,Volleyball,113139,42220,538,Illinois College
2020,Men,All Track Combined,83861,10163,536,Illinois College
2020,Men,Baseball,129794,38603,536,Illinois College
2020,Men,Basketball,101496,17285,536,Illinois College
2020,Men,Football,252474,46557,536,Illinois College
2020,Men,Golf,36521,5222,536,Illinois College
2020,Men,Soccer,113145,28526,536,Illinois College
2020,Men,Swimming,33259,3751,536,Illinois College
2020,Men,Tennis,12318,4459,536,Illinois College
2020,Men,Total,762868,154566,536,Illinois College
2020,Women,All Track Combined,85845,16657,593,Illinois College
2020,Women,Basketball,113548,16387,593,Illinois College
2020,Women,Golf,33396,3636,593,Illinois College
2020,Women,Soccer,101822,12869,593,Illinois College
2020,Women,Softball,95326,31571,593,Illinois College
2020,Women,Swimming,36769,7963,593,Illinois College
2020,Women,Tennis,13855,3451,593,Illinois College
2020,Women,Total,577505,105669,593,Illinois College
2020,Women,Volleyball,96944,13135,593,Illinois College
2021,Men,All Track Combined,109184,26728,511,Illinois College
2021,Men,Baseball,215268,102268,511,Illinois College
2021,Men,Basketball,182194,45567,511,Illinois College
2021,Men,Football,438125,90960,511,Illinois College
2021,Men,Golf,55768,15021,511,Illinois College
2021,Men,Soccer,145106,25085,511,Illinois College
2021,Men,Swimming,49220,9322,511,Illinois College
2021,Men,Tennis,33478,6071,511,Illinois College
2021,Men,Total,1228343,321022,511,Illinois College
2021,Women,All Track Combined,106449,23988,555,Illinois College
2021,Women,Basketball,178399,42361,555,Illinois College
2021,Women,Golf,50997,11316,555,Illinois College
2021,Women,Soccer,147169,24413,555,Illinois College
2021,Women,Softball,153051,56307,555,Illinois College
2021,Women,Swimming,58504,17181,555,Illinois College
2021,Women,Tennis,32136,7060,555,Illinois College
2021,Women,Total,885884,231602,555,Illinois College
2021,Women,Volleyball,159179,48976,555,Illinois College
2022,Men,All Track Combined,106697,33865,466,Illinois College
2022,Men,Baseball,214566,85514,466,Illinois College
2022,Men,Basketball,197437,57185,466,Illinois College
2022,Men,Football,535309,96917,466,Illinois College
2022,Men,Golf,34615,18373,466,Illinois College
2022,Men,Soccer,165788,35894,466,Illinois College
2022,Men,Swimming,70477,16613,466,Illinois College
2022,Men,Tennis,37496,4925,466,Illinois College
2022,Men,Total,1362385,195184,466,Illinois College
2022,Women,All Track Combined,99757,31949,518,Illinois College
2022,Women,Basketball,200856,61866,518,Illinois College
2022,Women,Golf,31506,15434,518,Illinois College
2022,Women,Soccer,176367,38226,518,Illinois College
2022,Women,Softball,176354,66743,518,Illinois College
2022,Women,Swimming,83078,24248,518,Illinois College
2022,Women,Tennis,30101,6231,518,Illinois College
2022,Women,Total,953232,242073,518,Illinois College
2022,Women,Volleyball,155213,59242,518,Illinois College
2003,Men,All Track Combined,36309,16985,517,Knox College
2003,Men,Baseball,21409,10586,517,Knox College
2003,Men,Basketball,52316,16181,517,Knox College
2003,Men,Football,125595,49098,517,Knox College
2003,Men,Golf,18679,10151,517,Knox College
2003,Men,Soccer,18771,13321,517,Knox College
2003,Men,Swimming,5700,2975,517,Knox College
2003,Men,Tennis,9930,4087,517,Knox College
2003,Men,Total,295084,127252,517,Knox College
2003,Men,Wrestling,6375,3868,517,Knox College
2003,Women,All Track Combined,34862,15538,588,Knox College
2003,Women,Basketball,32075,13758,588,Knox College
2003,Women,Golf,10921,8632,588,Knox College
2003,Women,Soccer,26678,9051,588,Knox College
2003,Women,Softball,30237,5761,588,Knox College
2003,Women,Swimming,7448,4723,588,Knox College
2003,Women,Tennis,30408,9538,588,Knox College
2003,Women,Total,194197,84840,588,Knox College
2003,Women,Volleyball,21568,17839,588,Knox College
2004,Men,All Track Combined,31591,9007,530,Knox College
2004,Men,Baseball,21350,6831,530,Knox College
2004,Men,Basketball,55557,17557,530,Knox College
2004,Men,Football,100728,53662,530,Knox College
2004,Men,Golf,29365,10017,530,Knox College
2004,Men,Soccer,16013,11544,530,Knox College
2004,Men,Swimming and Diving,6407,3573,530,Knox College
2004,Men,Tennis,7536,4484,530,Knox College
2004,Men,Total,277312,122933,530,Knox College
2004,Men,Wrestling,8765,6258,530,Knox College
2004,Women,All Track Combined,41195,18611,648,Knox College
2004,Women,Basketball,31222,13545,648,Knox College
2004,Women,Golf,9977,7797,648,Knox College
2004,Women,Soccer,26814,9559,648,Knox College
2004,Women,Softball,28953,6722,648,Knox College
2004,Women,Swimming and Diving,8747,5913,648,Knox College
2004,Women,Tennis,32599,5189,648,Knox College
2004,Women,Total,215107,80759,648,Knox College
2004,Women,Volleyball,35600,13423,648,Knox College
2005,Men,All Track Combined,43190,12827,554,Knox College
2005,Men,Baseball,38129,19377,554,Knox College
2005,Men,Basketball,71372,23522,554,Knox College
2005,Men,Football,120114,53794,554,Knox College
2005,Men,Golf,21150,19515,554,Knox College
2005,Men,Soccer,18728,14259,554,Knox College
2005,Men,Swimming and Diving,6012,3668,554,Knox College
2005,Men,Tennis,10960,6055,554,Knox College
2005,Men,Total,340059,160859,554,Knox College
2005,Men,Wrestling,10404,7842,554,Knox College
2005,Women,All Track Combined,47293,16930,664,Knox College
2005,Women,Basketball,51286,18318,664,Knox College
2005,Women,Golf,9578,7943,664,Knox College
2005,Women,Soccer,38470,13785,664,Knox College
2005,Women,Softball,36491,7281,664,Knox College
2005,Women,Swimming and Diving,6916,4572,664,Knox College
2005,Women,Tennis,38916,3626,664,Knox College
2005,Women,Total,271266,86651,664,Knox College
2005,Women,Volleyball,42316,14196,664,Knox College
2006,Men,Baseball,47145,31052,582,Knox College
2006,Men,Basketball,104561,28969,582,Knox College
2006,Men,Football,151312,55999,582,Knox College
2006,Men,Golf,21175,17050,582,Knox College
2006,Men,Soccer,20630,15430,582,Knox College
2006,Men,Swimming and Diving,7179,3054,582,Knox College
2006,Men,Tennis,29859,11243,582,Knox College
2006,Men,Total,441137,196650,582,Knox College
2006,Men,Track and Field X Country,46825,23753,582,Knox College
2006,Men,Wrestling,12451,10100,582,Knox College
2006,Women,Basketball,44249,22344,743,Knox College
2006,Women,Golf,11316,7191,743,Knox College
2006,Women,Soccer,35164,11209,743,Knox College
2006,Women,Softball,40174,17080,743,Knox College
2006,Women,Swimming and Diving,8860,4735,743,Knox College
2006,Women,Tennis,20001,2154,743,Knox College
2006,Women,Total,237297,98630,743,Knox College
2006,Women,Track and Field X Country,37967,18445,743,Knox College
2006,Women,Volleyball,39566,15472,743,Knox College
2007,Men,All Track Combined,57490,20926,573,Knox College
2007,Men,Baseball,74117,54037,573,Knox College
2007,Men,Basketball,95013,29741,573,Knox College
2007,Men,Football,199992,81307,573,Knox College
2007,Men,Golf,24824,21007,573,Knox College
2007,Men,Soccer,24838,16757,573,Knox College
2007,Men,Swimming and Diving,8741,5492,573,Knox College
2007,Men,Tennis,29979,8073,573,Knox College
2007,Men,Total,541921,258437,573,Knox College
2007,Men,Wrestling,26927,21097,573,Knox College
2007,Women,All Track Combined,30259,14825,781,Knox College
2007,Women,Basketball,60724,28563,781,Knox College
2007,Women,Golf,21782,17886,781,Knox College
2007,Women,Soccer,54763,16465,781,Knox College
2007,Women,Softball,54256,27503,781,Knox College
2007,Women,Swimming and Diving,10997,7748,781,Knox College
2007,Women,Tennis,21016,6248,781,Knox College
2007,Women,Total,319545,138171,781,Knox College
2007,Women,Volleyball,65748,18933,781,Knox College
2008,Men,All Track Combined,50681,22956,564,Knox College
2008,Men,Baseball,70534,42578,564,Knox College
2008,Men,Basketball,86339,30264,564,Knox College
2008,Men,Football,216624,58146,564,Knox College
2008,Men,Golf,27675,15141,564,Knox College
2008,Men,Soccer,21538,13233,564,Knox College
2008,Men,Swimming and Diving,9756,3952,564,Knox College
2008,Men,Tennis,19074,9178,564,Knox College
2008,Men,Total,520415,207936,564,Knox College
2008,Men,Wrestling,18194,12488,564,Knox College
2008,Women,All Track Combined,39779,18849,791,Knox College
2008,Women,Basketball,95955,21474,791,Knox College
2008,Women,Golf,24200,10856,791,Knox College
2008,Women,Soccer,41236,15257,791,Knox College
2008,Women,Softball,88739,31410,791,Knox College
2008,Women,Swimming and Diving,9990,4186,791,Knox College
2008,Women,Tennis,45937,9058,791,Knox College
2008,Women,Total,378924,124565,791,Knox College
2008,Women,Volleyball,33088,13475,791,Knox College
2009,Men,All Track Combined,42471,17604,549,Knox College
2009,Men,Baseball,80818,48834,549,Knox College
2009,Men,Basketball,83068,22301,549,Knox College
2009,Men,Football,218410,53804,549,Knox College
2009,Men,Golf,37830,25045,549,Knox College
2009,Men,Soccer,25356,15356,549,Knox College
2009,Men,Swimming and Diving,15408,7238,549,Knox College
2009,Men,Tennis,22381,13542,549,Knox College
2009,Men,Total,546390,219372,549,Knox College
2009,Men,Wrestling,20648,15648,549,Knox College
2009,Women,All Track Combined,40191,17824,831,Knox College
2009,Women,Basketball,86207,29474,831,Knox College
2009,Women,Golf,23084,9626,831,Knox College
2009,Women,Soccer,50198,20019,831,Knox College
2009,Women,Softball,50787,25390,831,Knox College
2009,Women,Swimming and Diving,16415,8245,831,Knox College
2009,Women,Tennis,8388,4048,831,Knox College
2009,Women,Total,326365,136034,831,Knox College
2009,Women,Volleyball,51095,21408,831,Knox College
2010,Men,All Track Combined,51633,20581,561,Knox College
2010,Men,Baseball,73773,45442,561,Knox College
2010,Men,Basketball,120799,61531,561,Knox College
2010,Men,Football,193770,44813,561,Knox College
2010,Men,Golf,34369,21333,561,Knox College
2010,Men,Soccer,19452,12102,561,Knox College
2010,Men,Swimming and Diving,7647,5647,561,Knox College
2010,Men,Tennis,32872,16254,561,Knox College
2010,Men,Total,574233,262456,561,Knox College
2010,Men,Wrestling,39918,34753,561,Knox College
2010,Women,All Track Combined,50502,18450,812,Knox College
2010,Women,Basketball,78966,25840,812,Knox College
2010,Women,Golf,26899,12627,812,Knox College
2010,Women,Soccer,46577,13234,812,Knox College
2010,Women,Softball,45917,20265,812,Knox College
2010,Women,Swimming and Diving,9972,7972,812,Knox College
2010,Women,Tennis,9861,6821,812,Knox College
2010,Women,Total,312663,118881,812,Knox College
2010,Women,Volleyball,43969,13672,812,Knox College
2011,Men,All Track Combined,55100,24089,593,Knox College
2011,Men,Baseball,92403,55514,593,Knox College
2011,Men,Basketball,123356,59886,593,Knox College
2011,Men,Football,255064,66606,593,Knox College
2011,Men,Golf,43401,23447,593,Knox College
2011,Men,Soccer,54009,21766,593,Knox College
2011,Men,Swimming and Diving,10448,6199,593,Knox College
2011,Men,Tennis,27282,16820,593,Knox College
2011,Men,Total,700803,303289,593,Knox College
2011,Men,Wrestling,39740,28962,593,Knox College
2011,Women,All Track Combined,51010,23642,806,Knox College
2011,Women,Basketball,93989,24704,806,Knox College
2011,Women,Golf,30856,10491,806,Knox College
2011,Women,Soccer,68817,18453,806,Knox College
2011,Women,Softball,61582,24441,806,Knox College
2011,Women,Swimming and Diving,14930,9672,806,Knox College
2011,Women,Tennis,11153,5134,806,Knox College
2011,Women,Total,389559,136713,806,Knox College
2011,Women,Volleyball,57222,20176,806,Knox College
2012,Men,Baseball,80680,51940,592,Knox College
2012,Men,Basketball,112458,33835,592,Knox College
2012,Men,Football,242868,84587,592,Knox College
2012,Men,Golf,13588,10288,592,Knox College
2012,Men,Soccer,85810,26140,592,Knox College
2012,Men,Swimming,12416,5703,592,Knox College
2012,Men,Tennis,32741,14074,592,Knox College
2012,Men,Total,673436,269150,592,Knox College
2012,Men,Track and Field Indoor,22271,6766,592,Knox College
2012,Men,Track and Field Outdoor,22271,6766,592,Knox College
2012,Men,Track and Field X Country,22121,12964,592,Knox College
2012,Men,Wrestling,26212,16087,592,Knox College
2012,Women,Basketball,123707,37071,796,Knox College
2012,Women,Golf,13506,10206,796,Knox College
2012,Women,Soccer,67230,24835,796,Knox College
2012,Women,Softball,59418,20523,796,Knox College
2012,Women,Swimming,16607,10007,796,Knox College
2012,Women,Tennis,27077,8772,796,Knox College
2012,Women,Total,464729,162586,796,Knox College
2012,Women,Track and Field Indoor,23912,6751,796,Knox College
2012,Women,Track and Field Outdoor,23912,6751,796,Knox College
2012,Women,Track and Field X Country,17513,13194,796,Knox College
2012,Women,Volleyball,91847,24476,796,Knox College
2013,Men,Baseball,126976,46097,599,Knox College
2013,Men,Basketball,136932,36685,599,Knox College
2013,Men,Football,338348,109231,599,Knox College
2013,Men,Golf,14714,11214,599,Knox College
2013,Men,Soccer,105787,39290,599,Knox College
2013,Men,Swimming,9981,7331,599,Knox College
2013,Men,Tennis,49301,22385,599,Knox College
2013,Men,Total,913006,185458,599,Knox College
2013,Men,Track and Field Indoor,21155,6984,599,Knox College
2013,Men,Track and Field Outdoor,21155,6984,599,Knox College
2013,Men,Track and Field X Country,16915,12915,599,Knox College
2013,Men,Wrestling,71742,32258,599,Knox College
2013,Women,Basketball,119622,35776,797,Knox College
2013,Women,Golf,13152,9640,797,Knox College
2013,Women,Soccer,81408,28489,797,Knox College
2013,Women,Softball,79147,28087,797,Knox College
2013,Women,Swimming,12708,10058,797,Knox College
2013,Women,Tennis,37424,15509,797,Knox College
2013,Women,Total,476712,138915,797,Knox College
2013,Women,Track and Field Indoor,22143,7333,797,Knox College
2013,Women,Track and Field Outdoor,17862,5937,797,Knox College
2013,Women,Track and Field X Country,17061,13061,797,Knox College
2013,Women,Volleyball,76185,20801,797,Knox College
2014,Men,Baseball,126928,49577,571,Knox College
2014,Men,Basketball,176943,37354,571,Knox College
2014,Men,Football,340547,109357,571,Knox College
2014,Men,Golf,8398,4898,571,Knox College
2014,Men,Soccer,111118,50875,571,Knox College
2014,Men,Swimming and Diving,10888,8388,571,Knox College
2014,Men,Tennis,38996,15533,571,Knox College
2014,Men,Total,945338,332178,571,Knox College
2014,Men,Track and Field Indoor,24489,10460,571,Knox College
2014,Men,Track and Field Outdoor,16326,6974,571,Knox College
2014,Men,Track and Field X Country,33917,16131,571,Knox College
2014,Men,Wrestling,56788,22631,571,Knox College
2014,Women,Basketball,137550,56041,794,Knox College
2014,Women,Golf,8712,5219,794,Knox College
2014,Women,Soccer,95135,36421,794,Knox College
2014,Women,Softball,70996,29870,794,Knox College
2014,Women,Swimming and Diving,13235,10735,794,Knox College
2014,Women,Tennis,38658,15556,794,Knox College
2014,Women,Total,483515,212778,794,Knox College
2014,Women,Track and Field Indoor,22766,9713,794,Knox College
2014,Women,Track and Field Outdoor,17888,7631,794,Knox College
2014,Women,Track and Field X Country,22168,17001,794,Knox College
2014,Women,Volleyball,56407,24591,794,Knox College
2015,Men,Baseball,122473,53725,558,Knox College
2015,Men,Basketball,132097,31993,558,Knox College
2015,Men,Football,275259,61373,558,Knox College
2015,Men,Golf,37634,19773,558,Knox College
2015,Men,Soccer,123560,47986,558,Knox College
2015,Men,Swimming,13496,10746,558,Knox College
2015,Men,Tennis,34034,9847,558,Knox College
2015,Men,Total,814589,264936,558,Knox College
2015,Men,Track and Field Indoor,27606,8566,558,Knox College
2015,Men,Track and Field Outdoor,27607,7244,558,Knox College
2015,Men,Track and Field X Country,20823,13683,558,Knox College
