Year,Gender,Total Expense,Operating Expense,Undergrads,School,Sport
2005,Men,30890,9091,630,Lawrence University,Swimming & Diving
2005,Men,12097,7901,630,Lawrence University,Tennis
2005,Men,666630,285111,630,Lawrence University,Total
2005,Men,17743,9021,630,Lawrence University,Track & Field (Indoor)
2005,Men,17743,9021,630,Lawrence University,Track & Field (Outdoor)
2005,Men,10303,10302,630,Lawrence University,Cross Country
2005,Men,27809,19948,630,Lawrence University,Wrestling
2005,Men,45789,28344,630,Lawrence University,All Track Combined
2005,Women,116009,41114,753,Lawrence University,Basketball
2005,Women,10039,6540,753,Lawrence University,Fencing
2005,Women,53149,14867,753,Lawrence University,Soccer
2005,Women,105597,31307,753,Lawrence University,Softball
2005,Women,29150,6722,753,Lawrence University,Swimming & Diving
2005,Women,18839,14533,753,Lawrence University,Tennis
2005,Women,410866,149737,753,Lawrence University,Total
2005,Women,12975,4253,753,Lawrence University,Track & Field (Indoor)
2005,Women,12975,4253,753,Lawrence University,Track & Field (Outdoor)
2005,Women,16223,10619,753,Lawrence University,Cross Country
2005,Women,35910,15529,753,Lawrence University,Volleyball
2005,Women,42173,19125,753,Lawrence University,All Track Combined
2006,Men,46019,21259,630,Lawrence University,All Track Combined
2006,Men,48005,22325,630,Lawrence University,Baseball
2006,Men,72230,40455,630,Lawrence University,Basketball
2006,Men,13250,6625,630,Lawrence University,Fencing
2006,Men,130807,71217,630,Lawrence University,Football
2006,Men,20789,9714,630,Lawrence University,Golf
2006,Men,160604,82139,630,Lawrence University,Ice Hockey
2006,Men,33816,15665,630,Lawrence University,Soccer
2006,Men,24350,12229,630,Lawrence University,Swimming & Diving
2006,Men,19343,9093,630,Lawrence University,Tennis
2006,Men,621436,324769,630,Lawrence University,Total
2006,Men,52223,34048,630,Lawrence University,Wrestling
2006,Women,43841,19931,753,Lawrence University,All Track Combined
2006,Women,61416,29601,753,Lawrence University,Basketball
2006,Women,13250,6625,753,Lawrence University,Fencing
2006,Women,31717,14407,753,Lawrence University,Soccer
2006,Women,54719,27459,753,Lawrence University,Softball
2006,Women,22384,10361,753,Lawrence University,Swimming & Diving
2006,Women,17397,9134,753,Lawrence University,Tennis
2006,Women,286061,138339,753,Lawrence University,Total
2006,Women,41337,20821,753,Lawrence University,Volleyball
2007,Men,56265,26793,632,Lawrence University,All Track Combined
2007,Men,65014,27844,632,Lawrence University,Baseball
2007,Men,105353,41906,632,Lawrence University,Basketball
2007,Men,11653,8055,632,Lawrence University,Fencing
2007,Men,237483,54956,632,Lawrence University,Football
2007,Men,14925,13849,632,Lawrence University,Golf
2007,Men,155811,91312,632,Lawrence University,Ice Hockey
2007,Men,53188,18226,632,Lawrence University,Soccer
2007,Men,36421,13648,632,Lawrence University,Swimming & Diving
2007,Men,27810,10101,632,Lawrence University,Tennis
2007,Men,797801,329372,632,Lawrence University,Total
2007,Men,33878,22682,632,Lawrence University,Wrestling
2007,Women,53502,24030,738,Lawrence University,All Track Combined
2007,Women,90112,28685,738,Lawrence University,Basketball
2007,Women,11653,8055,738,Lawrence University,Fencing
2007,Women,53725,18762,738,Lawrence University,Soccer
2007,Women,111270,30532,738,Lawrence University,Softball
2007,Women,36003,13190,738,Lawrence University,Swimming & Diving
2007,Women,25047,7338,738,Lawrence University,Tennis
2007,Women,452069,151602,738,Lawrence University,Total
2007,Women,70757,21010,738,Lawrence University,Volleyball
2008,Men,68559,38525,654,Lawrence University,All Track Combined
2008,Men,91386,28327,654,Lawrence University,Baseball
2008,Men,111158,45251,654,Lawrence University,Basketball
2008,Men,10764,7023,654,Lawrence University,Fencing
2008,Men,272639,76154,654,Lawrence University,Football
2008,Men,11643,10766,654,Lawrence University,Golf
2008,Men,146695,88713,654,Lawrence University,Ice Hockey
2008,Men,56917,22422,654,Lawrence University,Soccer
2008,Men,39447,12027,654,Lawrence University,Swimming & Diving
2008,Men,36409,14904,654,Lawrence University,Tennis
2008,Men,885346,371837,654,Lawrence University,Total
2008,Men,39729,27725,654,Lawrence University,Wrestling
2008,Women,53226,23193,761,Lawrence University,All Track Combined
2008,Women,94463,31119,761,Lawrence University,Basketball
2008,Women,9760,6019,761,Lawrence University,Fencing
2008,Women,77795,20905,761,Lawrence University,Soccer
2008,Women,76331,29440,761,Lawrence University,Softball
2008,Women,38780,11736,761,Lawrence University,Swimming & Diving
2008,Women,25660,10904,761,Lawrence University,Tennis
2008,Women,454356,155993,761,Lawrence University,Total
2008,Women,78341,22677,761,Lawrence University,Volleyball
2009,Men,50470,23416,652,Lawrence University,All Track Combined
2009,Men,84231,26755,652,Lawrence University,Baseball
2009,Men,94404,29229,652,Lawrence University,Basketball
2009,Men,11515,7657,652,Lawrence University,Fencing
2009,Men,236244,55881,652,Lawrence University,Football
2009,Men,9964,8888,652,Lawrence University,Golf
2009,Men,193922,93908,652,Lawrence University,Ice Hockey
2009,Men,49323,16268,652,Lawrence University,Soccer
2009,Men,34571,7650,652,Lawrence University,Swimming & Diving
2009,Men,25309,7986,652,Lawrence University,Tennis
2009,Men,789953,277638,652,Lawrence University,Total
2009,Women,49249,22195,755,Lawrence University,All Track Combined
2009,Women,92113,26965,755,Lawrence University,Basketball
2009,Women,9473,5615,755,Lawrence University,Fencing
2009,Women,65671,13309,755,Lawrence University,Soccer
2009,Women,68043,28063,755,Lawrence University,Softball
2009,Women,39503,12133,755,Lawrence University,Swimming & Diving
2009,Women,25079,7756,755,Lawrence University,Tennis
2009,Women,427005,137319,755,Lawrence University,Total
2009,Women,77874,21283,755,Lawrence University,Volleyball
2010,Men,52707,24343,687,Lawrence University,All Track Combined
2010,Men,86457,27363,687,Lawrence University,Baseball
2010,Men,98327,29992,687,Lawrence University,Basketball
2010,Men,16788,13281,687,Lawrence University,Fencing
2010,Men,242313,63477,687,Lawrence University,Football
2010,Men,9656,8580,687,Lawrence University,Golf
2010,Men,191454,85298,687,Lawrence University,Ice Hockey
2010,Men,48070,16512,687,Lawrence University,Soccer
2010,Men,37907,11064,687,Lawrence University,Swimming & Diving
2010,Men,31733,12021,687,Lawrence University,Tennis
2010,Men,815412,291931,687,Lawrence University,Total
2010,Women,45904,18258,802,Lawrence University,All Track Combined
2010,Women,80018,27642,802,Lawrence University,Basketball
2010,Women,9798,6291,802,Lawrence University,Fencing
2010,Women,57533,17031,802,Lawrence University,Soccer
2010,Women,76452,31750,802,Lawrence University,Softball
2010,Women,38430,14930,802,Lawrence University,Swimming & Diving
2010,Women,31809,11433,802,Lawrence University,Tennis
2010,Women,418682,147883,802,Lawrence University,Total
2010,Women,78738,20548,802,Lawrence University,Volleyball
2011,Men,56374,22610,648,Lawrence University,All Track Combined
2011,Men,94249,28122,648,Lawrence University,Baseball
2011,Men,109000,30613,648,Lawrence University,Basketball
2011,Men,17605,12164,648,Lawrence University,Fencing
2011,Men,257037,63951,648,Lawrence University,Football
2011,Men,10762,8893,648,Lawrence University,Golf
2011,Men,229632,94383,648,Lawrence University,Ice Hockey
2011,Men,85999,20317,648,Lawrence University,Soccer
2011,Men,41365,10101,648,Lawrence University,Swimming & Diving
2011,Men,31661,9933,648,Lawrence University,Tennis
2011,Men,933684,301087,648,Lawrence University,Total
2011,Women,56629,22496,766,Lawrence University,All Track Combined
2011,Women,97988,30985,766,Lawrence University,Basketball
2011,Women,12803,8688,766,Lawrence University,Fencing
2011,Women,63286,16550,766,Lawrence University,Soccer
2011,Women,86695,31556,766,Lawrence University,Softball
2011,Women,41412,11339,766,Lawrence University,Swimming & Diving
2011,Women,39540,14929,766,Lawrence University,Tennis
2011,Women,488002,157496,766,Lawrence University,Total
2011,Women,89649,20953,766,Lawrence University,Volleyball
2012,Men,62046,28226,669,Lawrence University,All Track Combined
2012,Men,95868,29730,669,Lawrence University,Baseball
2012,Men,110231,31986,669,Lawrence University,Basketball
2012,Men,18650,12530,669,Lawrence University,Fencing
2012,Men,206581,68255,669,Lawrence University,Football
2012,Men,12582,10237,669,Lawrence University,Golf
2012,Men,215354,80364,669,Lawrence University,Ice Hockey
2012,Men,83151,17980,669,Lawrence University,Soccer
2012,Men,39104,7128,669,Lawrence University,Swimming & Diving
2012,Men,37327,16099,669,Lawrence University,Tennis
2012,Men,880894,302535,669,Lawrence University,Total
2012,Women,58518,25503,766,Lawrence University,All Track Combined
2012,Women,100551,35723,766,Lawrence University,Basketball
2012,Women,10043,6747,766,Lawrence University,Fencing
2012,Women,73067,22121,766,Lawrence University,Soccer
2012,Women,94536,38639,766,Lawrence University,Softball
2012,Women,47303,18143,766,Lawrence University,Swimming & Diving
2012,Women,31207,11972,766,Lawrence University,Tennis
2012,Women,505642,182186,766,Lawrence University,Total
2012,Women,90417,23338,766,Lawrence University,Volleyball
2013,Men,72813,29592,662,Lawrence University,All Track Combined
2013,Men,119318,28545,662,Lawrence University,Baseball
2013,Men,121117,31408,662,Lawrence University,Basketball
2013,Men,17546,11254,662,Lawrence University,Fencing
2013,Men,251490,69196,662,Lawrence University,Football
2013,Men,25667,10094,662,Lawrence University,Golf
2013,Men,265276,86442,662,Lawrence University,Ice Hockey
2013,Men,100101,17950,662,Lawrence University,Soccer
2013,Men,44220,6992,662,Lawrence University,Swimming & Diving
2013,Men,34502,12362,662,Lawrence University,Tennis
2013,Men,1052050,203231,662,Lawrence University,Total
2013,Women,61671,28305,829,Lawrence University,All Track Combined
2013,Women,98141,30081,829,Lawrence University,Basketball
2013,Women,10754,6898,829,Lawrence University,Fencing
2013,Women,85425,23354,829,Lawrence University,Soccer
2013,Women,112882,46562,829,Lawrence University,Softball
2013,Women,50912,17120,829,Lawrence University,Swimming & Diving
2013,Women,32204,10196,829,Lawrence University,Tennis
2013,Women,555393,154799,829,Lawrence University,Total
2013,Women,103404,22364,829,Lawrence University,Volleyball
2014,Men,76058,33677,657,Lawrence University,All Track Combined
2014,Men,123861,30980,657,Lawrence University,Baseball
2014,Men,120447,30604,657,Lawrence University,Basketball
2014,Men,21972,10372,657,Lawrence University,Fencing
2014,Men,284054,67996,657,Lawrence University,Football
2014,Men,25437,11103,657,Lawrence University,Golf
2014,Men,260951,93091,657,Lawrence University,Ice Hockey
2014,Men,100116,20024,657,Lawrence University,Soccer
2014,Men,41644,8001,657,Lawrence University,Swimming & Diving
2014,Men,35926,11753,657,Lawrence University,Tennis
2014,Men,1090466,317601,657,Lawrence University,Total
2014,Women,54644,21692,792,Lawrence University,All Track Combined
2014,Women,107938,32200,792,Lawrence University,Basketball
2014,Women,14047,6631,792,Lawrence University,Fencing
2014,Women,93719,24174,792,Lawrence University,Soccer
2014,Women,112664,43087,792,Lawrence University,Softball
2014,Women,56260,18111,792,Lawrence University,Swimming & Diving
2014,Women,34459,10355,792,Lawrence University,Tennis
2014,Women,580924,180234,792,Lawrence University,Total
2014,Women,107193,23984,792,Lawrence University,Volleyball
2015,Men,65322,34457,669,Lawrence University,All Track Combined
2015,Men,97195,26187,669,Lawrence University,Baseball
2015,Men,108867,20584,669,Lawrence University,Basketball
2015,Men,17413,14035,669,Lawrence University,Fencing
2015,Men,330191,71534,669,Lawrence University,Football
2015,Men,22363,10710,669,Lawrence University,Golf
2015,Men,279439,98078,669,Lawrence University,Ice Hockey
2015,Men,84286,19803,669,Lawrence University,Soccer
2015,Men,46952,11623,669,Lawrence University,Swimming & Diving
2015,Men,39740,16337,669,Lawrence University,Tennis
2015,Men,1091768,323348,669,Lawrence University,Total
2015,Women,57766,28905,825,Lawrence University,All Track Combined
2015,Women,89143,26993,825,Lawrence University,Basketball
2015,Women,17414,14035,825,Lawrence University,Fencing
2015,Women,78422,23901,825,Lawrence University,Soccer
2015,Women,103292,23631,825,Lawrence University,Softball
2015,Women,42778,11190,825,Lawrence University,Swimming & Diving
2015,Women,30839,9258,825,Lawrence University,Tennis
2015,Women,513442,164381,825,Lawrence University,Total
2015,Women,93788,26468,825,Lawrence University,Volleyball
2016,Men,79025,31677,683,Lawrence University,All Track Combined
2016,Men,105993,41275,683,Lawrence University,Baseball
2016,Men,119625,33871,683,Lawrence University,Basketball
2016,Men,27890,17467,683,Lawrence University,Fencing
2016,Men,378198,79937,683,Lawrence University,Football
2016,Men,242159,113193,683,Lawrence University,Ice Hockey
2016,Men,86084,35256,683,Lawrence University,Soccer
2016,Men,31691,8303,683,Lawrence University,Swimming & Diving
2016,Men,54779,26161,683,Lawrence University,Tennis
2016,Men,1125444,387140,683,Lawrence University,Total
2016,Women,74275,27275,809,Lawrence University,All Track Combined
2016,Women,95359,39720,809,Lawrence University,Basketball
2016,Women,30562,15867,809,Lawrence University,Fencing
2016,Women,87577,28376,809,Lawrence University,Soccer
2016,Women,117659,37736,809,Lawrence University,Softball
2016,Women,65818,18481,809,Lawrence University,Swimming & Diving
2016,Women,42231,13458,809,Lawrence University,Tennis
2016,Women,620645,216024,809,Lawrence University,Total
2016,Women,107164,35111,809,Lawrence University,Volleyball
2017,Men,89880,35525,655,Lawrence University,All Track Combined
2017,Men,131737,47679,655,Lawrence University,Baseball
2017,Men,156544,50530,655,Lawrence University,Basketball
2017,Men,33695,12045,655,Lawrence University,Fencing
2017,Men,366616,81750,655,Lawrence University,Football
2017,Men,240307,114759,655,Lawrence University,Ice Hockey
2017,Men,83792,21211,655,Lawrence University,Soccer
2017,Men,53344,17353,655,Lawrence University,Swimming & Diving
2017,Men,34800,9769,655,Lawrence University,Tennis
2017,Men,1190715,390621,655,Lawrence University,Total
2017,Women,94764,40060,763,Lawrence University,All Track Combined
2017,Women,113715,50028,763,Lawrence University,Basketball
2017,Women,35296,13583,763,Lawrence University,Fencing
2017,Women,91352,25684,763,Lawrence University,Soccer
2017,Women,111523,39982,763,Lawrence University,Softball
2017,Women,73037,36877,763,Lawrence University,Swimming & Diving
2017,Women,33563,8375,763,Lawrence University,Tennis
2017,Women,652743,261838,763,Lawrence University,Total
2017,Women,99493,47249,763,Lawrence University,Volleyball
2018,Men,100693,44679,653,Lawrence University,All Track Combined
2018,Men,123866,51785,653,Lawrence University,Baseball
2018,Men,163831,42281,653,Lawrence University,Basketball
2018,Men,36601,14611,653,Lawrence University,Fencing
2018,Men,357084,95472,653,Lawrence University,Football
2018,Men,227529,113294,653,Lawrence University,Ice Hockey
2018,Men,94666,31544,653,Lawrence University,Soccer
2018,Men,54589,14554,653,Lawrence University,Swimming & Diving
2018,Men,43242,21561,653,Lawrence University,Tennis
2018,Men,1202101,429781,653,Lawrence University,Total
2018,Women,106313,50179,751,Lawrence University,All Track Combined
2018,Women,118351,29317,751,Lawrence University,Basketball
2018,Women,38486,16477,751,Lawrence University,Fencing
2018,Women,85245,23089,751,Lawrence University,Soccer
2018,Women,110063,38524,751,Lawrence University,Softball
2018,Women,71783,30926,751,Lawrence University,Swimming & Diving
2018,Women,35933,10210,751,Lawrence University,Tennis
2018,Women,692524,247925,751,Lawrence University,Total
2018,Women,126350,49203,751,Lawrence University,Volleyball
2019,Men,84209,27106,643,Lawrence University,All Track Combined
2019,Men,119294,42885,643,Lawrence University,Baseball
2019,Men,165703,42619,643,Lawrence University,Basketball
2019,Men,43749,20667,643,Lawrence University,Fencing
2019,Men,365225,57234,643,Lawrence University,Football
2019,Men,246509,130865,643,Lawrence University,Ice Hockey
2019,Men,95604,28966,643,Lawrence University,Soccer
2019,Men,52545,15516,643,Lawrence University,Swimming & Diving
2019,Men,39321,11403,643,Lawrence University,Tennis
2019,Men,1212159,377261,643,Lawrence University,Total
2019,Women,79252,22159,754,Lawrence University,All Track Combined
2019,Women,126132,42395,754,Lawrence University,Basketball
2019,Women,41370,18326,754,Lawrence University,Fencing
2019,Women,99465,32433,754,Lawrence University,Soccer
2019,Women,96416,28398,754,Lawrence University,Softball
2019,Women,57662,20566,754,Lawrence University,Swimming & Diving
2019,Women,36169,7452,754,Lawrence University,Tennis
2019,Women,648008,205853,754,Lawrence University,Total
2019,Women,111542,34124,754,Lawrence University,Volleyball
2020,Men,91149,23126,616,Lawrence University,All Track Combined
2020,Men,159327,54514,616,Lawrence University,Baseball
2020,Men,134836,17126,616,Lawrence University,Basketball
2020,Men,31669,3441,616,Lawrence University,Fencing
2020,Men,179106,61068,616,Lawrence University,Ice Hockey
2020,Men,81407,13424,616,Lawrence University,Soccer
2020,Men,46611,6399,616,Lawrence University,Swimming & Diving
2020,Men,724105,179098,616,Lawrence University,Total
2020,Women,97456,24069,773,Lawrence University,All Track Combined
2020,Women,99496,13866,773,Lawrence University,Basketball
2020,Women,31669,3441,773,Lawrence University,Fencing
2020,Women,161297,73334,773,Lawrence University,Ice Hockey
2020,Women,72220,14876,773,Lawrence University,Soccer
2020,Women,93229,22045,773,Lawrence University,Softball
2020,Women,51587,9598,773,Lawrence University,Swimming & Diving
2020,Women,33292,3511,773,Lawrence University,Tennis
2020,Women,715162,173476,773,Lawrence University,Total
2020,Women,74916,8736,773,Lawrence University,Volleyball
2021,Men,81027,23813,665,Lawrence University,All Track Combined
2021,Men,140362,63390,665,Lawrence University,Baseball
2021,Men,137941,42227,665,Lawrence University,Basketball
2021,Men,41799,7132,665,Lawrence University,Fencing
2021,Men,380226,60969,665,Lawrence University,Football
2021,Men,227847,101327,665,Lawrence University,Ice Hockey
2021,Men,97151,30588,665,Lawrence University,Soccer
2021,Men,54316,17228,665,Lawrence University,Swimming & Diving
2021,Men,11115,9136,665,Lawrence University,Tennis
2021,Men,1171784,355810,665,Lawrence University,Total
2021,Women,92933,35720,787,Lawrence University,All Track Combined
2021,Women,112975,29823,787,Lawrence University,Basketball
2021,Women,37909,3242,787,Lawrence University,Fencing
2021,Women,180606,101239,787,Lawrence University,Ice Hockey
2021,Women,91435,26717,787,Lawrence University,Soccer
2021,Women,112173,25672,787,Lawrence University,Softball
2021,Women,67198,29288,787,Lawrence University,Swimming & Diving
2021,Women,13036,8121,787,Lawrence University,Tennis
2021,Women,816163,283539,787,Lawrence University,Total
2021,Women,107898,23717,787,Lawrence University,Volleyball
2022,Men,119260,29303,642,Lawrence University,All Track Combined
2022,Men,209033,43642,642,Lawrence University,Baseball
2022,Men,167829,33681,642,Lawrence University,Basketball
2022,Men,69053,24290,642,Lawrence University,Fencing
2022,Men,424495,40266,642,Lawrence University,Football
2022,Men,314663,66961,642,Lawrence University,Ice Hockey
2022,Men,120687,27253,642,Lawrence University,Soccer
2022,Men,80506,12912,642,Lawrence University,Swimming & Diving
2022,Men,65874,9455,642,Lawrence University,Tennis
2022,Men,1571400,213816,642,Lawrence University,Total
2022,Women,132274,43642,752,Lawrence University,All Track Combined
2022,Women,179837,32393,752,Lawrence University,Basketball
2022,Women,60290,18218,752,Lawrence University,Fencing
2022,Women,242125,52125,752,Lawrence University,Ice Hockey
2022,Women,120769,28392,752,Lawrence University,Soccer
2022,Women,151219,35228,752,Lawrence University,Softball
2022,Women,86172,16140,752,Lawrence University,Swimming & Diving
2022,Women,43807,7603,752,Lawrence University,Tennis
2022,Women,1116826,239840,752,Lawrence University,Total
2022,Women,100333,38492,752,Lawrence University,Volleyball
2003,Men,29846,24285,562,Monmouth College,Baseball
2003,Men,49504,23321,562,Monmouth College,Basketball
2003,Men,99433,61678,562,Monmouth College,Football
2003,Men,17346,8553,562,Monmouth College,Golf
2003,Men,22240,14897,562,Monmouth College,Soccer
2003,Men,23080,3175,562,Monmouth College,Tennis
2003,Men,282382,169883,562,Monmouth College,Total
2003,Men,14116,13595,562,Monmouth College,Track & Field (Indoor)
2003,Men,14116,13595,562,Monmouth College,Track & Field (Outdoor)
2003,Men,12701,6784,562,Monmouth College,Cross Country
2003,Men,0,0,562,Monmouth College,Volleyball
2003,Men,40933,33974,562,Monmouth College,All Track Combined
2003,Women,23267,14487,593,Monmouth College,Basketball
2003,Women,9623,9075,593,Monmouth College,Golf
2003,Women,19620,13970,593,Monmouth College,Soccer
2003,Women,24263,21585,593,Monmouth College,Softball
2003,Women,11198,3175,593,Monmouth College,Tennis
2003,Women,156030,114875,593,Monmouth College,Total
2003,Women,14116,13595,593,Monmouth College,Track & Field (Indoor)
2003,Women,14116,13595,593,Monmouth College,Track & Field (Outdoor)
2003,Women,12701,6784,593,Monmouth College,Cross Country
2003,Women,27126,18609,593,Monmouth College,Volleyball
2003,Women,40933,33974,593,Monmouth College,All Track Combined
2004,Men,41678,40421,584,Monmouth College,Baseball
2004,Men,37748,36221,584,Monmouth College,Basketball
2004,Men,105506,103979,584,Monmouth College,Football
2004,Men,20616,19089,584,Monmouth College,Golf
2004,Men,27335,25808,584,Monmouth College,Soccer
2004,Men,27959,26432,584,Monmouth College,Swimming & Diving
2004,Men,26895,25651,584,Monmouth College,Tennis
2004,Men,341840,331375,584,Monmouth College,Total
2004,Men,20899,20832,584,Monmouth College,Track & Field (Indoor)
2004,Men,20899,20832,584,Monmouth College,Track & Field (Outdoor)
2004,Men,12305,12110,584,Monmouth College,Cross Country
2004,Men,54103,53774,584,Monmouth College,All Track Combined
2004,Women,27072,25545,663,Monmouth College,Basketball
2004,Women,16412,14885,663,Monmouth College,Golf
2004,Women,20555,19028,663,Monmouth College,Soccer
2004,Women,29528,28001,663,Monmouth College,Softball
2004,Women,27959,26432,663,Monmouth College,Swimming & Diving
2004,Women,9585,5328,663,Monmouth College,Tennis
2004,Women,205655,191907,663,Monmouth College,Total
2004,Women,20899,20832,663,Monmouth College,Track & Field (Indoor)
2004,Women,20899,20832,663,Monmouth College,Track & Field (Outdoor)
2004,Women,12305,12110,663,Monmouth College,Cross Country
2004,Women,20441,18914,663,Monmouth College,Volleyball
2004,Women,54103,53774,663,Monmouth College,All Track Combined
2005,Men,70334,32755,621,Monmouth College,All Track Combined
2005,Men,40333,17323,621,Monmouth College,Baseball
2005,Men,48167,19607,621,Monmouth College,Basketball
2005,Men,123536,55174,621,Monmouth College,Football
2005,Men,22765,11086,621,Monmouth College,Golf
2005,Men,30779,14008,621,Monmouth College,Soccer
2005,Men,40560,18594,621,Monmouth College,Swimming & Diving
2005,Men,14256,4783,621,Monmouth College,Tennis
2005,Men,390730,173330,621,Monmouth College,Total
2005,Women,70334,32755,707,Monmouth College,All Track Combined
2005,Women,44569,18364,707,Monmouth College,Basketball
2005,Women,22664,9382,707,Monmouth College,Golf
2005,Women,27443,12773,707,Monmouth College,Soccer
2005,Women,36731,14558,707,Monmouth College,Softball
2005,Women,40560,18594,707,Monmouth College,Swimming & Diving
2005,Women,13118,2745,707,Monmouth College,Tennis
2005,Women,312706,130555,707,Monmouth College,Total
2005,Women,57287,21384,707,Monmouth College,Volleyball
2006,Men,60955,40785,615,Monmouth College,All Track Combined
2006,Men,48408,31608,615,Monmouth College,Baseball
2006,Men,112407,16747,615,Monmouth College,Basketball
2006,Men,170742,52070,615,Monmouth College,Football
2006,Men,29028,11829,615,Monmouth College,Golf
2006,Men,60176,18236,615,Monmouth College,Soccer
2006,Men,27623,9447,615,Monmouth College,Swimming & Diving
2006,Men,24988,7698,615,Monmouth College,Tennis
2006,Men,534327,188420,615,Monmouth College,Total
2006,Women,60955,40785,730,Monmouth College,All Track Combined
2006,Women,46207,24627,730,Monmouth College,Basketball
2006,Women,21381,12156,730,Monmouth College,Golf
2006,Women,19659,11193,730,Monmouth College,Soccer
2006,Women,27873,14760,730,Monmouth College,Softball
2006,Women,27623,9447,730,Monmouth College,Swimming & Diving
2006,Women,13448,6594,730,Monmouth College,Tennis
2006,Women,249645,135156,730,Monmouth College,Total
2006,Women,32499,15594,730,Monmouth College,Volleyball
2007,Men,30326,21926,611,Monmouth College,Baseball
2007,Men,77032,24384,611,Monmouth College,Basketball
2007,Men,131792,52090,611,Monmouth College,Football
2007,Men,21221,11959,611,Monmouth College,Golf
2007,Men,61294,14618,611,Monmouth College,Soccer
2007,Men,33773,12798,611,Monmouth College,Swimming & Diving
2007,Men,23032,4977,611,Monmouth College,Tennis
2007,Men,433171,174946,611,Monmouth College,Total
2007,Men,19994,13453,611,Monmouth College,Track & Field (Indoor)
2007,Men,19994,13453,611,Monmouth College,Track & Field (Outdoor)
2007,Men,14713,5288,611,Monmouth College,Cross Country
2007,Men,54701,32194,611,Monmouth College,All Track Combined
2007,Women,32661,21871,732,Monmouth College,Basketball
2007,Women,14556,11852,732,Monmouth College,Golf
2007,Women,20660,12052,732,Monmouth College,Soccer
2007,Women,27392,23702,732,Monmouth College,Softball
2007,Women,33773,12798,732,Monmouth College,Swimming & Diving
2007,Women,10789,6635,732,Monmouth College,Tennis
2007,Women,224002,137271,732,Monmouth College,Total
2007,Women,19994,13453,732,Monmouth College,Track & Field (Indoor)
2007,Women,19994,13453,732,Monmouth College,Track & Field (Outdoor)
2007,Women,14713,5288,732,Monmouth College,Cross Country
2007,Women,29470,16167,732,Monmouth College,Volleyball
2007,Women,54701,32194,732,Monmouth College,All Track Combined
2008,Men,50952,28177,628,Monmouth College,Baseball
2008,Men,90799,36036,628,Monmouth College,Basketball
2008,Men,132831,65566,628,Monmouth College,Football
2008,Men,46462,11041,628,Monmouth College,Golf
2008,Men,80098,20446,628,Monmouth College,Soccer
2008,Men,39612,20591,628,Monmouth College,Swimming & Diving
2008,Men,46108,9704,628,Monmouth College,Tennis
2008,Men,572934,236857,628,Monmouth College,Total
2008,Men,32093,20246,628,Monmouth College,Track & Field (Indoor)
2008,Men,31225,19378,628,Monmouth College,Track & Field (Outdoor)
2008,Men,22754,5672,628,Monmouth College,Cross Country
2008,Men,86072,45296,628,Monmouth College,All Track Combined
2008,Women,66165,27757,686,Monmouth College,Basketball
2008,Women,29943,15886,686,Monmouth College,Golf
2008,Women,36327,16686,686,Monmouth College,Soccer
2008,Women,33589,25389,686,Monmouth College,Softball
2008,Women,31134,12113,686,Monmouth College,Swimming & Diving
2008,Women,10885,7235,686,Monmouth College,Tennis
2008,Women,351696,169769,686,Monmouth College,Total
2008,Women,28263,16416,686,Monmouth College,Track & Field (Indoor)
2008,Women,29131,17284,686,Monmouth College,Track & Field (Outdoor)
2008,Women,23888,6806,686,Monmouth College,Cross Country
2008,Women,62371,24197,686,Monmouth College,Volleyball
2008,Women,81282,40506,686,Monmouth College,All Track Combined
2009,Men,44532,38749,659,Monmouth College,Baseball
2009,Men,98430,42070,659,Monmouth College,Basketball
2009,Men,197704,50628,659,Monmouth College,Football
2009,Men,55489,21896,659,Monmouth College,Golf
2009,Men,64479,15254,659,Monmouth College,Soccer
2009,Men,33780,17429,659,Monmouth College,Swimming & Diving
2009,Men,45970,12557,659,Monmouth College,Tennis
2009,Men,656585,258190,659,Monmouth College,Total
2009,Men,35674,25374,659,Monmouth College,Track & Field (Indoor)
2009,Men,35674,25374,659,Monmouth College,Track & Field (Outdoor)
2009,Men,44853,8859,659,Monmouth College,Cross Country
2009,Men,116201,59607,659,Monmouth College,All Track Combined
2009,Women,64559,24036,698,Monmouth College,Basketball
2009,Women,18082,16007,698,Monmouth College,Golf
2009,Women,30392,17966,698,Monmouth College,Soccer
2009,Women,27805,26887,698,Monmouth College,Softball
2009,Women,32196,15845,698,Monmouth College,Swimming & Diving
2009,Women,16172,7274,698,Monmouth College,Tennis
2009,Women,340605,164334,698,Monmouth College,Total
2009,Women,24990,14690,698,Monmouth College,Track & Field (Indoor)
2009,Women,24990,14690,698,Monmouth College,Track & Field (Outdoor)
2009,Women,43377,7383,698,Monmouth College,Cross Country
2009,Women,58042,19556,698,Monmouth College,Volleyball
2009,Women,93357,36763,698,Monmouth College,All Track Combined
2010,Men,55227,45177,648,Monmouth College,Baseball
2010,Men,96965,28054,648,Monmouth College,Basketball
2010,Men,202967,44240,648,Monmouth College,Football
2010,Men,57314,17269,648,Monmouth College,Golf
2010,Men,50501,14460,648,Monmouth College,Soccer
2010,Men,23861,7088,648,Monmouth College,Swimming & Diving
2010,Men,48348,11142,648,Monmouth College,Tennis
2010,Men,659423,214844,648,Monmouth College,Total
2010,Men,39188,20358,648,Monmouth College,Track & Field (Indoor)
