Year,Gender,Total Expense,Operating Expense,Undergrads,School,Sport
2010,Women,62337,16872,875,Grinnell College,Track & Field (Outdoor)
2010,Women,52842,11793,875,Grinnell College,Cross Country
2010,Women,75237,30151,875,Grinnell College,Volleyball
2010,Women,152130,39912,875,Grinnell College,All Track Combined
2011,Men,117511,58399,744,Grinnell College,Baseball
2011,Men,100155,44182,744,Grinnell College,Basketball
2011,Men,185006,66087,744,Grinnell College,Football
2011,Men,52248,22996,744,Grinnell College,Golf
2011,Men,73076,33746,744,Grinnell College,Soccer
2011,Men,103991,38292,744,Grinnell College,Swimming & Diving
2011,Men,66576,22931,744,Grinnell College,Tennis
2011,Men,878249,336169,744,Grinnell College,Total
2011,Men,41105,12817,744,Grinnell College,Track & Field (Indoor)
2011,Men,72977,19227,744,Grinnell College,Track & Field (Outdoor)
2011,Men,65604,17492,744,Grinnell College,Cross Country
2011,Men,179686,49536,744,Grinnell College,All Track Combined
2011,Women,74299,33758,894,Grinnell College,Basketball
2011,Women,60932,15125,894,Grinnell College,Golf
2011,Women,73346,29797,894,Grinnell College,Soccer
2011,Women,50252,28150,894,Grinnell College,Softball
2011,Women,104260,38484,894,Grinnell College,Swimming & Diving
2011,Women,65410,21959,894,Grinnell College,Tennis
2011,Women,665162,245202,894,Grinnell College,Total
2011,Women,41679,12752,894,Grinnell College,Track & Field (Indoor)
2011,Women,72995,19127,894,Grinnell College,Track & Field (Outdoor)
2011,Women,61853,13967,894,Grinnell College,Cross Country
2011,Women,60136,32083,894,Grinnell College,Volleyball
2011,Women,176527,45846,894,Grinnell College,All Track Combined
2012,Men,113224,36737,729,Grinnell College,Baseball
2012,Men,100408,36578,729,Grinnell College,Basketball
2012,Men,195034,36072,729,Grinnell College,Football
2012,Men,51912,15944,729,Grinnell College,Golf
2012,Men,68071,19771,729,Grinnell College,Soccer
2012,Men,107755,26039,729,Grinnell College,Swimming & Diving
2012,Men,63911,17294,729,Grinnell College,Tennis
2012,Men,883923,226439,729,Grinnell College,Total
2012,Men,43297,10254,729,Grinnell College,Track & Field (Indoor)
2012,Men,76876,15380,729,Grinnell College,Track & Field (Outdoor)
2012,Men,63435,12370,729,Grinnell College,Cross Country
2012,Men,183608,38004,729,Grinnell College,All Track Combined
2012,Women,75949,29050,880,Grinnell College,Basketball
2012,Women,59431,7783,880,Grinnell College,Golf
2012,Women,80367,24086,880,Grinnell College,Soccer
2012,Women,53006,22420,880,Grinnell College,Softball
2012,Women,107667,25798,880,Grinnell College,Swimming & Diving
2012,Women,62385,14325,880,Grinnell College,Tennis
2012,Women,677386,186185,880,Grinnell College,Total
2012,Women,42235,10026,880,Grinnell College,Track & Field (Indoor)
2012,Women,74933,15039,880,Grinnell College,Track & Field (Outdoor)
2012,Women,65838,15218,880,Grinnell College,Cross Country
2012,Women,55575,22440,880,Grinnell College,Volleyball
2012,Women,183006,40283,880,Grinnell College,All Track Combined
2013,Men,118281,64740,750,Grinnell College,Baseball
2013,Men,105060,46445,750,Grinnell College,Basketball
2013,Men,191553,65123,750,Grinnell College,Football
2013,Men,56307,21726,750,Grinnell College,Golf
2013,Men,70627,29081,750,Grinnell College,Soccer
2013,Men,96097,36396,750,Grinnell College,Swimming & Diving
2013,Men,67375,21627,750,Grinnell College,Tennis
2013,Men,879165,215569,750,Grinnell College,Total
2013,Men,43973,11435,750,Grinnell College,Track & Field (Indoor)
2013,Men,63929,17152,750,Grinnell College,Track & Field (Outdoor)
2013,Men,65963,13412,750,Grinnell College,Cross Country
2013,Men,173865,41999,750,Grinnell College,All Track Combined
2013,Women,86529,33161,909,Grinnell College,Basketball
2013,Women,60346,8639,909,Grinnell College,Golf
2013,Women,54540,20995,909,Grinnell College,Soccer
2013,Women,67022,30339,909,Grinnell College,Softball
2013,Women,98709,36308,909,Grinnell College,Swimming & Diving
2013,Women,67323,21406,909,Grinnell College,Tennis
2013,Women,676655,201119,909,Grinnell College,Total
2013,Women,44059,12390,909,Grinnell College,Track & Field (Indoor)
2013,Women,63481,18585,909,Grinnell College,Track & Field (Outdoor)
2013,Women,68455,17080,909,Grinnell College,Cross Country
2013,Women,66191,35377,909,Grinnell College,Volleyball
2013,Women,175995,48055,909,Grinnell College,All Track Combined
2014,Men,117523,66355,746,Grinnell College,Baseball
2014,Men,105712,44581,746,Grinnell College,Basketball
2014,Men,215679,78818,746,Grinnell College,Football
2014,Men,60143,21122,746,Grinnell College,Golf
2014,Men,73531,32544,746,Grinnell College,Soccer
2014,Men,99985,36545,746,Grinnell College,Swimming & Diving
2014,Men,80877,23995,746,Grinnell College,Tennis
2014,Men,932278,346574,746,Grinnell College,Total
2014,Men,45549,11782,746,Grinnell College,Track & Field (Indoor)
2014,Men,65370,17674,746,Grinnell College,Track & Field (Outdoor)
2014,Men,67909,13158,746,Grinnell College,Cross Country
2014,Men,178828,42614,746,Grinnell College,All Track Combined
2014,Women,107577,41973,920,Grinnell College,Basketball
2014,Women,71430,15265,920,Grinnell College,Golf
2014,Women,65368,31295,920,Grinnell College,Soccer
2014,Women,67602,36211,920,Grinnell College,Softball
2014,Women,101173,38236,920,Grinnell College,Swimming & Diving
2014,Women,73327,16886,920,Grinnell College,Tennis
2014,Women,753965,255011,920,Grinnell College,Total
2014,Women,42847,11068,920,Grinnell College,Track & Field (Indoor)
2014,Women,62321,16601,920,Grinnell College,Track & Field (Outdoor)
2014,Women,66163,14431,920,Grinnell College,Cross Country
2014,Women,96157,33045,920,Grinnell College,Volleyball
2014,Women,171331,42100,920,Grinnell College,All Track Combined
2015,Men,161582,90014,744,Grinnell College,Baseball
2015,Men,118157,44640,744,Grinnell College,Basketball
2015,Men,226499,67867,744,Grinnell College,Football
2015,Men,58804,22009,744,Grinnell College,Golf
2015,Men,80359,31328,744,Grinnell College,Soccer
2015,Men,120105,46632,744,Grinnell College,Swimming & Diving
2015,Men,78698,22408,744,Grinnell College,Tennis
2015,Men,1058978,380148,744,Grinnell College,Total
2015,Men,52051,14078,744,Grinnell College,Track & Field (Indoor)
2015,Men,77472,21118,744,Grinnell College,Track & Field (Outdoor)
2015,Men,85251,20054,744,Grinnell College,Cross Country
2015,Men,214774,55250,744,Grinnell College,All Track Combined
2015,Women,118945,46672,916,Grinnell College,Basketball
2015,Women,84120,19372,916,Grinnell College,Golf
2015,Women,71278,34485,916,Grinnell College,Soccer
2015,Women,73730,34772,916,Grinnell College,Softball
2015,Women,122712,49076,916,Grinnell College,Swimming & Diving
2015,Women,76152,19597,916,Grinnell College,Tennis
2015,Women,809712,280525,916,Grinnell College,Total
2015,Women,46869,11907,916,Grinnell College,Track & Field (Indoor)
2015,Women,69518,17860,916,Grinnell College,Track & Field (Outdoor)
2015,Women,71169,14316,916,Grinnell College,Cross Country
2015,Women,75219,32468,916,Grinnell College,Volleyball
2015,Women,187556,44083,916,Grinnell College,All Track Combined
2016,Men,234970,131664,743,Grinnell College,Baseball
2016,Men,157008,42536,743,Grinnell College,Basketball
2016,Men,269786,76682,743,Grinnell College,Football
2016,Men,84938,21420,743,Grinnell College,Golf
2016,Men,102228,47272,743,Grinnell College,Soccer
2016,Men,150814,56782,743,Grinnell College,Swimming & Diving
2016,Men,68291,29019,743,Grinnell College,Tennis
2016,Men,1338423,465465,743,Grinnell College,Total
2016,Men,75977,18657,743,Grinnell College,Track & Field (Indoor)
2016,Men,86576,27986,743,Grinnell College,Track & Field (Outdoor)
2016,Men,107835,13447,743,Grinnell College,Cross Country
2016,Men,270388,60090,743,Grinnell College,All Track Combined
2016,Women,130850,38730,910,Grinnell College,Basketball
2016,Women,97277,20602,910,Grinnell College,Golf
2016,Women,80122,39185,910,Grinnell College,Soccer
2016,Women,116610,47231,910,Grinnell College,Softball
2016,Women,149415,57090,910,Grinnell College,Swimming & Diving
2016,Women,67586,28813,910,Grinnell College,Tennis
2016,Women,970430,327172,910,Grinnell College,Total
2016,Women,71565,19464,910,Grinnell College,Track & Field (Indoor)
2016,Women,82404,29196,910,Grinnell College,Track & Field (Outdoor)
2016,Women,93916,11655,910,Grinnell College,Cross Country
2016,Women,80685,35206,910,Grinnell College,Volleyball
2016,Women,247885,60315,910,Grinnell College,All Track Combined
2017,Men,205592,119071,768,Grinnell College,Baseball
2017,Men,164664,47773,768,Grinnell College,Basketball
2017,Men,295901,85084,768,Grinnell College,Football
2017,Men,83343,15569,768,Grinnell College,Golf
2017,Men,106485,40965,768,Grinnell College,Soccer
2017,Men,152772,54542,768,Grinnell College,Swimming & Diving
2017,Men,72099,29669,768,Grinnell College,Tennis
2017,Men,1369819,453772,768,Grinnell College,Total
2017,Men,86971,17117,768,Grinnell College,Track & Field (Indoor)
2017,Men,90720,23232,768,Grinnell College,Track & Field (Outdoor)
2017,Men,111272,20750,768,Grinnell College,Cross Country
2017,Men,288963,61099,768,Grinnell College,All Track Combined
2017,Women,151432,34526,888,Grinnell College,Basketball
2017,Women,98572,17089,888,Grinnell College,Golf
2017,Women,101678,41186,888,Grinnell College,Soccer
2017,Women,146350,55120,888,Grinnell College,Softball
2017,Women,153640,54538,888,Grinnell College,Swimming & Diving
2017,Women,68515,26891,888,Grinnell College,Tennis
2017,Women,1071200,329114,888,Grinnell College,Total
2017,Women,81818,17588,888,Grinnell College,Track & Field (Indoor)
2017,Women,85853,23938,888,Grinnell College,Track & Field (Outdoor)
2017,Women,97571,18298,888,Grinnell College,Cross Country
2017,Women,85771,39940,888,Grinnell College,Volleyball
2017,Women,265242,59824,888,Grinnell College,All Track Combined
2018,Men,203034,102870,763,Grinnell College,Baseball
2018,Men,125755,54654,763,Grinnell College,Basketball
2018,Men,332888,83365,763,Grinnell College,Football
2018,Men,82075,15828,763,Grinnell College,Golf
2018,Men,105196,36472,763,Grinnell College,Soccer
2018,Men,161114,26101,763,Grinnell College,Swimming & Diving
2018,Men,77004,27417,763,Grinnell College,Tennis
2018,Men,1394544,410650,763,Grinnell College,Total
2018,Men,91383,15403,763,Grinnell College,Track & Field (Indoor)
2018,Men,101091,26338,763,Grinnell College,Track & Field (Outdoor)
2018,Men,115004,22202,763,Grinnell College,Cross Country
2018,Men,307478,63943,763,Grinnell College,All Track Combined
2018,Women,138202,43142,916,Grinnell College,Basketball
2018,Women,66355,20453,916,Grinnell College,Golf
2018,Women,87011,30001,916,Grinnell College,Soccer
2018,Women,147873,51311,916,Grinnell College,Softball
2018,Women,164872,29515,916,Grinnell College,Swimming & Diving
2018,Women,74514,25531,916,Grinnell College,Tennis
2018,Women,1082696,297343,916,Grinnell College,Total
2018,Women,85713,15234,916,Grinnell College,Track & Field (Indoor)
2018,Women,98365,27614,916,Grinnell College,Track & Field (Outdoor)
2018,Women,96923,15817,916,Grinnell College,Cross Country
2018,Women,122868,38725,916,Grinnell College,Volleyball
2018,Women,281001,58665,916,Grinnell College,All Track Combined
2019,Men,155223,60654,795,Grinnell College,Baseball
2019,Men,117672,44597,795,Grinnell College,Basketball
2019,Men,372562,50434,795,Grinnell College,Football
2019,Men,58620,6013,795,Grinnell College,Golf
2019,Men,118306,42693,795,Grinnell College,Soccer
2019,Men,163634,26605,795,Grinnell College,Swimming & Diving
2019,Men,60712,12306,795,Grinnell College,Tennis
2019,Men,1311960,281116,795,Grinnell College,Total
2019,Men,74165,8826,795,Grinnell College,Track & Field (Indoor)
2019,Men,78127,11904,795,Grinnell College,Track & Field (Outdoor)
2019,Men,112939,17084,795,Grinnell College,Cross Country
2019,Men,265231,37814,795,Grinnell College,All Track Combined
2019,Women,151888,43728,899,Grinnell College,Basketball
2019,Women,66249,11630,899,Grinnell College,Golf
2019,Women,90249,33970,899,Grinnell College,Soccer
2019,Women,111295,9368,899,Grinnell College,Softball
2019,Women,161267,26421,899,Grinnell College,Swimming & Diving
2019,Women,61487,12717,899,Grinnell College,Tennis
2019,Women,1031809,215724,899,Grinnell College,Total
2019,Women,76655,8703,899,Grinnell College,Track & Field (Indoor)
2019,Women,81079,11718,899,Grinnell College,Track & Field (Outdoor)
2019,Women,100639,16738,899,Grinnell College,Cross Country
2019,Women,131001,40731,899,Grinnell College,Volleyball
2019,Women,258373,37159,899,Grinnell College,All Track Combined
2020,Men,145590,51352,681,Grinnell College,Baseball
2020,Men,64300,8480,681,Grinnell College,Golf
2020,Men,33026,7772,681,Grinnell College,Tennis
2020,Men,292738,78496,681,Grinnell College,Total
2020,Men,49822,10892,681,Grinnell College,Track & Field (Outdoor)
2020,Men,49822,10892,681,Grinnell College,All Track Combined
2020,Women,55752,13666,776,Grinnell College,Golf
2020,Women,95227,18019,776,Grinnell College,Softball
2020,Women,31305,6085,776,Grinnell College,Tennis
2020,Women,243710,50534,776,Grinnell College,Total
2020,Women,61426,12764,776,Grinnell College,Track & Field (Outdoor)
2020,Women,61426,12764,776,Grinnell College,All Track Combined
2021,Men,257680,121029,809,Grinnell College,Baseball
2021,Men,130999,51770,809,Grinnell College,Basketball
2021,Men,468784,113421,809,Grinnell College,Football
2021,Men,81045,10389,809,Grinnell College,Golf
2021,Men,133338,58119,809,Grinnell College,Soccer
2021,Men,153318,38441,809,Grinnell College,Swimming & Diving
2021,Men,84396,20800,809,Grinnell College,Tennis
2021,Men,1500168,471653,809,Grinnell College,Total
2021,Men,71547,16095,809,Grinnell College,Track & Field (Indoor)
2021,Men,81141,25979,809,Grinnell College,Track & Field (Outdoor)
2021,Men,37920,15610,809,Grinnell College,Cross Country
2021,Men,190608,57684,809,Grinnell College,All Track Combined
2021,Women,150627,37833,900,Grinnell College,Basketball
2021,Women,74673,20279,900,Grinnell College,Golf
2021,Women,84580,31842,900,Grinnell College,Soccer
2021,Women,155180,54711,900,Grinnell College,Softball
2021,Women,158099,43111,900,Grinnell College,Swimming & Diving
2021,Women,90754,27213,900,Grinnell College,Tennis
2021,Women,1054780,321429,900,Grinnell College,Total
2021,Women,79658,15796,900,Grinnell College,Track & Field (Indoor)
2021,Women,80634,25561,900,Grinnell College,Track & Field (Outdoor)
2021,Women,38520,15996,900,Grinnell College,Cross Country
2021,Women,142055,49087,900,Grinnell College,Volleyball
2021,Women,198812,57353,900,Grinnell College,All Track Combined
2022,Men,325050,153640,805,Grinnell College,Baseball
2022,Men,140454,45773,805,Grinnell College,Basketball
2022,Men,500148,130990,805,Grinnell College,Football
2022,Men,128794,20821,805,Grinnell College,Golf
2022,Men,134072,49173,805,Grinnell College,Soccer
2022,Men,169843,32025,805,Grinnell College,Swimming & Diving
2022,Men,86944,28805,805,Grinnell College,Tennis
2022,Men,1703731,347426,805,Grinnell College,Total
2022,Men,77386,17806,805,Grinnell College,Track & Field (Indoor)
2022,Men,92300,27601,805,Grinnell College,Track & Field (Outdoor)
2022,Men,48740,17555,805,Grinnell College,Cross Country
2022,Men,218426,62962,805,Grinnell College,All Track Combined
2022,Women,194253,48499,898,Grinnell College,Basketball
2022,Women,117587,20409,898,Grinnell College,Golf
2022,Women,113952,37513,898,Grinnell College,Soccer
2022,Women,195682,65341,898,Grinnell College,Softball
2022,Women,170753,31818,898,Grinnell College,Swimming & Diving
2022,Women,88699,30181,898,Grinnell College,Tennis
2022,Women,1284212,305012,898,Grinnell College,Total
2022,Women,76193,16945,898,Grinnell College,Track & Field (Indoor)
2022,Women,90744,26310,898,Grinnell College,Track & Field (Outdoor)
2022,Women,51805,19705,898,Grinnell College,Cross Country
2022,Women,184544,56790,898,Grinnell College,Volleyball
2022,Women,218742,62960,898,Grinnell College,All Track Combined
2003,Men,30411,14133,440,Illinois College,All Track Combined
2003,Men,62630,32022,440,Illinois College,Baseball
2003,Men,78877,32925,440,Illinois College,Basketball
2003,Men,181529,61815,440,Illinois College,Football
2003,Men,9049,5749,440,Illinois College,Golf
2003,Men,16755,12605,440,Illinois College,Soccer
2003,Men,9304,6304,440,Illinois College,Tennis
2003,Men,431416,172414,440,Illinois College,Total
2003,Men,42861,6861,440,Illinois College,Wrestling
2003,Women,29813,13535,563,Illinois College,All Track Combined
2003,Women,62440,29967,563,Illinois College,Basketball
2003,Women,21223,6236,563,Illinois College,Golf
2003,Women,21534,14184,563,Illinois College,Soccer
2003,Women,25947,13883,563,Illinois College,Softball
2003,Women,10003,7003,563,Illinois College,Tennis
2003,Women,204555,104339,563,Illinois College,Total
2003,Women,33595,19531,563,Illinois College,Volleyball
2004,Men,33349,13428,467,Illinois College,All Track Combined
2004,Men,75434,36504,467,Illinois College,Baseball
2004,Men,98540,36192,467,Illinois College,Basketball
2004,Men,238201,83808,467,Illinois College,Football
2004,Men,10282,6882,467,Illinois College,Golf
2004,Men,20516,14516,467,Illinois College,Soccer
2004,Men,7398,4298,467,Illinois College,Tennis
2004,Men,544075,202831,467,Illinois College,Total
2004,Men,60355,7203,467,Illinois College,Wrestling
2004,Women,35319,15399,555,Illinois College,All Track Combined
2004,Women,71510,32088,555,Illinois College,Basketball
2004,Women,29812,11401,555,Illinois College,Golf
2004,Women,14453,10453,555,Illinois College,Soccer
2004,Women,42101,21143,555,Illinois College,Softball
2004,Women,9666,6566,555,Illinois College,Tennis
2004,Women,240475,113706,555,Illinois College,Total
2004,Women,37614,16656,555,Illinois College,Volleyball
2005,Men,39033,18767,475,Illinois College,All Track Combined
2005,Men,66924,27257,475,Illinois College,Baseball
2005,Men,90151,32931,475,Illinois College,Basketball
2005,Men,221449,68532,475,Illinois College,Football
2005,Men,9789,6389,475,Illinois College,Golf
2005,Men,16356,12356,475,Illinois College,Soccer
2005,Men,8960,5860,475,Illinois College,Tennis
2005,Men,517547,182762,475,Illinois College,Total
2005,Men,64885,10670,475,Illinois College,Wrestling
2005,Women,34185,13919,535,Illinois College,All Track Combined
2005,Women,70979,30821,535,Illinois College,Basketball
2005,Women,31781,13002,535,Illinois College,Golf
2005,Women,19950,13950,535,Illinois College,Soccer
2005,Women,49726,28193,535,Illinois College,Softball
2005,Women,8272,5172,535,Illinois College,Tennis
2005,Women,254694,123325,535,Illinois College,Total
2005,Women,39801,18268,535,Illinois College,Volleyball
2006,Men,38970,6957,475,Illinois College,All Track Combined
2006,Men,77145,35775,475,Illinois College,Baseball
2006,Men,86477,29582,475,Illinois College,Basketball
2006,Men,210121,76298,475,Illinois College,Football
2006,Men,14270,5408,475,Illinois College,Golf
2006,Men,22338,16261,475,Illinois College,Soccer
2006,Men,15100,4780,475,Illinois College,Tennis
2006,Men,464421,175061,475,Illinois College,Total
2006,Women,38970,6957,534,Illinois College,All Track Combined
2006,Women,66049,21045,534,Illinois College,Basketball
2006,Women,32383,12396,534,Illinois College,Golf
2006,Women,18404,11470,534,Illinois College,Soccer
2006,Women,40441,19752,534,Illinois College,Softball
2006,Women,9120,2588,534,Illinois College,Tennis
2006,Women,243407,91069,534,Illinois College,Total
2006,Women,38040,16861,534,Illinois College,Volleyball
2007,Men,54473,15860,476,Illinois College,All Track Combined
2007,Men,82568,38242,476,Illinois College,Baseball
2007,Men,90348,30884,476,Illinois College,Basketball
2007,Men,225146,82570,476,Illinois College,Football
2007,Men,13308,5602,476,Illinois College,Golf
2007,Men,23789,16243,476,Illinois College,Soccer
2007,Men,5921,2317,476,Illinois College,Tennis
2007,Men,495553,191718,476,Illinois College,Total
2007,Women,46831,13709,508,Illinois College,All Track Combined
2007,Women,82906,35808,508,Illinois College,Basketball
2007,Women,29952,11807,508,Illinois College,Golf
2007,Women,14083,9033,508,Illinois College,Soccer
2007,Women,47872,22708,508,Illinois College,Softball
2007,Women,10029,4343,508,Illinois College,Tennis
2007,Women,269550,116590,508,Illinois College,Total
2007,Women,37877,19182,508,Illinois College,Volleyball
2008,Men,47307,15630,417,Illinois College,All Track Combined
2008,Men,83183,38802,417,Illinois College,Baseball
2008,Men,89537,28523,417,Illinois College,Basketball
2008,Men,225021,69474,417,Illinois College,Football
2008,Men,34409,7307,417,Illinois College,Golf
2008,Men,32648,14799,417,Illinois College,Soccer
2008,Men,18968,2745,417,Illinois College,Swimming & Diving
2008,Men,9419,4595,417,Illinois College,Tennis
2008,Men,540492,181875,417,Illinois College,Total
2008,Women,47978,16302,447,Illinois College,All Track Combined
2008,Women,85043,37603,447,Illinois College,Basketball
2008,Women,38970,17589,447,Illinois College,Golf
2008,Women,33201,14980,447,Illinois College,Soccer
2008,Women,40631,20543,447,Illinois College,Softball
2008,Women,18403,2180,447,Illinois College,Swimming & Diving
2008,Women,10170,3245,447,Illinois College,Tennis
2008,Women,313516,132490,447,Illinois College,Total
2008,Women,39120,20048,447,Illinois College,Volleyball
2009,Men,66538,23076,425,Illinois College,All Track Combined
2009,Men,100018,51325,425,Illinois College,Baseball
2009,Men,98037,36234,425,Illinois College,Basketball
2009,Men,264668,107560,425,Illinois College,Football
2009,Men,37923,11330,425,Illinois College,Golf
2009,Men,29692,20731,425,Illinois College,Soccer
2009,Men,22777,9620,425,Illinois College,Swimming & Diving
2009,Men,10820,5785,425,Illinois College,Tennis
2009,Men,630473,265661,425,Illinois College,Total
2009,Women,63497,20102,434,Illinois College,All Track Combined
2009,Women,80759,35148,434,Illinois College,Basketball
2009,Women,25799,5030,434,Illinois College,Golf
2009,Women,30996,19162,434,Illinois College,Soccer
2009,Women,59273,31173,434,Illinois College,Softball
2009,Women,23115,9690,434,Illinois College,Swimming & Diving
2009,Women,12686,5297,434,Illinois College,Tennis
2009,Women,347952,156347,434,Illinois College,Total
2009,Women,51827,30745,434,Illinois College,Volleyball
2010,Men,62320,23182,433,Illinois College,All Track Combined
2010,Men,91571,41106,433,Illinois College,Baseball
2010,Men,107714,41436,433,Illinois College,Basketball
2010,Men,293785,125149,433,Illinois College,Football
2010,Men,49533,21113,433,Illinois College,Golf
2010,Men,44268,16121,433,Illinois College,Soccer
2010,Men,20769,8456,433,Illinois College,Swimming & Diving
2010,Men,8281,5565,433,Illinois College,Tennis
2010,Men,678241,282128,433,Illinois College,Total
2010,Women,60323,21491,413,Illinois College,All Track Combined
2010,Women,82524,29975,413,Illinois College,Basketball
2010,Women,36693,14371,413,Illinois College,Golf
2010,Women,44581,14679,413,Illinois College,Soccer
2010,Women,60826,31785,413,Illinois College,Softball
2010,Women,26055,8178,413,Illinois College,Swimming & Diving
2010,Women,10688,2612,413,Illinois College,Tennis
2010,Women,378895,145764,413,Illinois College,Total
2010,Women,57205,22673,413,Illinois College,Volleyball
2011,Men,69731,23701,476,Illinois College,All Track Combined
2011,Men,122523,49344,476,Illinois College,Baseball
2011,Men,88225,38861,476,Illinois College,Basketball
2011,Men,288201,123445,476,Illinois College,Football
2011,Men,34163,15027,476,Illinois College,Golf
2011,Men,55055,21250,476,Illinois College,Soccer
2011,Men,23072,7488,476,Illinois College,Swimming & Diving
2011,Men,22222,3994,476,Illinois College,Tennis
2011,Men,703192,283110,476,Illinois College,Total
2011,Women,51685,18451,427,Illinois College,All Track Combined
2011,Women,80496,38999,427,Illinois College,Basketball
2011,Women,44212,13689,427,Illinois College,Golf
2011,Women,60427,22067,427,Illinois College,Soccer
2011,Women,66342,34098,427,Illinois College,Softball
2011,Women,22564,7192,427,Illinois College,Swimming & Diving
2011,Women,366392,148885,427,Illinois College,Total
2011,Women,40666,14389,427,Illinois College,Volleyball
2012,Men,70763,20958,485,Illinois College,All Track Combined
2012,Men,126131,46283,485,Illinois College,Baseball
2012,Men,125952,40716,485,Illinois College,Basketball
2012,Men,298744,115952,485,Illinois College,Football
2012,Men,32998,12885,485,Illinois College,Golf
2012,Men,60419,25439,485,Illinois College,Soccer
2012,Men,26271,8635,485,Illinois College,Swimming & Diving
2012,Men,16301,4293,485,Illinois College,Tennis
2012,Men,757579,275161,485,Illinois College,Total
2012,Women,60448,19816,468,Illinois College,All Track Combined
2012,Women,87489,42143,468,Illinois College,Basketball
2012,Women,36980,12938,468,Illinois College,Golf
2012,Women,62667,24030,468,Illinois College,Soccer
2012,Women,56730,28768,468,Illinois College,Softball
2012,Women,26505,8910,468,Illinois College,Swimming & Diving
2012,Women,29944,5882,468,Illinois College,Tennis
2012,Women,408441,162548,468,Illinois College,Total
2012,Women,47678,20061,468,Illinois College,Volleyball
2013,Men,73280,19754,484,Illinois College,All Track Combined
2013,Men,142962,66908,484,Illinois College,Baseball
2013,Men,148800,42137,484,Illinois College,Basketball
2013,Men,354518,124427,484,Illinois College,Football
2013,Men,29304,9887,484,Illinois College,Golf
2013,Men,59136,30424,484,Illinois College,Soccer
2013,Men,26832,8802,484,Illinois College,Swimming & Diving
2013,Men,21524,4816,484,Illinois College,Tennis
2013,Men,856356,140591,484,Illinois College,Total
2013,Women,67171,19648,490,Illinois College,All Track Combined
2013,Women,83331,41022,490,Illinois College,Basketball
2013,Women,42720,13031,490,Illinois College,Golf
2013,Women,58348,29387,490,Illinois College,Soccer
2013,Women,65329,30325,490,Illinois College,Softball
2013,Women,27045,9032,490,Illinois College,Swimming & Diving
2013,Women,33514,5180,490,Illinois College,Tennis
2013,Women,425611,131608,490,Illinois College,Total
2013,Women,48153,25005,490,Illinois College,Volleyball
2014,Men,57633,20953,472,Illinois College,All Track Combined
2014,Men,175427,71447,472,Illinois College,Baseball
2014,Men,163545,45487,472,Illinois College,Basketball
2014,Men,362695,117924,472,Illinois College,Football
2014,Men,24584,9811,472,Illinois College,Golf
2014,Men,71501,36837,472,Illinois College,Soccer
2014,Men,29806,10930,472,Illinois College,Swimming & Diving
2014,Men,36224,6654,472,Illinois College,Tennis
2014,Men,921415,320043,472,Illinois College,Total
2014,Women,54998,19549,473,Illinois College,All Track Combined
2014,Women,107733,43506,473,Illinois College,Basketball
2014,Women,29017,11686,473,Illinois College,Golf
2014,Women,90287,28054,473,Illinois College,Soccer
2014,Women,77285,30336,473,Illinois College,Softball
2014,Women,29981,10858,473,Illinois College,Swimming & Diving
2014,Women,24633,4117,473,Illinois College,Tennis
2014,Women,481854,171203,473,Illinois College,Total
2014,Women,67920,23097,473,Illinois College,Volleyball
2015,Men,83429,19133,453,Illinois College,All Track Combined
2015,Men,164796,57366,453,Illinois College,Baseball
2015,Men,146718,44829,453,Illinois College,Basketball
2015,Men,380039,125859,453,Illinois College,Football
2015,Men,32381,14579,453,Illinois College,Golf
2015,Men,107468,37721,453,Illinois College,Soccer
2015,Men,32268,11476,453,Illinois College,Swimming & Diving
2015,Men,25705,7892,453,Illinois College,Tennis
2015,Men,972804,318855,453,Illinois College,Total
2015,Women,92117,28247,487,Illinois College,All Track Combined
2015,Women,115867,40264,487,Illinois College,Basketball
2015,Women,31029,12891,487,Illinois College,Golf
2015,Women,119785,36204,487,Illinois College,Soccer
2015,Women,91686,42522,487,Illinois College,Softball
2015,Women,31990,11192,487,Illinois College,Swimming & Diving
2015,Women,26553,9145,487,Illinois College,Tennis
2015,Women,633509,219651,487,Illinois College,Total
2015,Women,124482,39186,487,Illinois College,Volleyball
2016,Men,98257,17907,449,Illinois College,All Track Combined
2016,Men,166698,61686,449,Illinois College,Baseball
2016,Men,139542,40164,449,Illinois College,Basketball
2016,Men,398359,91218,449,Illinois College,Football
2016,Men,31575,13044,449,Illinois College,Golf
2016,Men,108473,27749,449,Illinois College,Soccer
2016,Men,40516,13655,449,Illinois College,Swimming & Diving
2016,Men,25481,7812,449,Illinois College,Tennis
2016,Men,1008901,273235,449,Illinois College,Total
2016,Women,102205,22268,500,Illinois College,All Track Combined
2016,Women,138332,32445,500,Illinois College,Basketball
2016,Women,30463,11729,500,Illinois College,Golf
2016,Women,109284,28161,500,Illinois College,Soccer
2016,Women,96093,45868,500,Illinois College,Softball
2016,Women,40422,13766,500,Illinois College,Swimming & Diving
2016,Women,25015,6921,500,Illinois College,Tennis
2016,Women,665588,193781,500,Illinois College,Total
2016,Women,123774,32623,500,Illinois College,Volleyball
2017,Men,108689,20216,463,Illinois College,All Track Combined
2017,Men,183174,61082,463,Illinois College,Baseball
2017,Men,105240,30670,463,Illinois College,Basketball
2017,Men,375873,78304,463,Illinois College,Football
2017,Men,40417,14134,463,Illinois College,Golf
