Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 28, 1975 (Friday)",,Away,Beloit,"Beloit, WI",,,"L,54-81",
"November 29, 1975 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,68-66",
"December 2, 1975 (Tuesday)",,Home,William Penn,"Grinnell, IA",,,"L,72-79",
"December 5, 1975 (Friday)",,Away,Ripon,"Ripon, WI",,,"L,73-98",
"December 6, 1975 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"L,75-78",
"December 18, 1975 (Thursday)",,Away,Chicago,"Chicago, IL",,,"L,62-73",
"December 19, 1975 (Friday)",,Neutral,Colorado College,"Chicago, IL",,,"L,76-98",
"January 16, 1976 (Friday)",,Away,Chicago,"Chicago, IL",,,"L,73-89",
"January 17, 1976 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,74-71",
"January 22, 1976 (Thursday)",,Away,Coe,"Cedar Rapids, IA",,,"L,51-96",
"January 23, 1976 (Friday)",,Away,Cornell,"Mount Vernon, IA",,,"L,88-94",
"January 27, 1976 (Tuesday)",,Away,Knox,"Galesburg, IL",,,"L,72-82",
"January 30, 1976 (Friday)",,Home,Beloit,"Grinnell, IA",,,"W,71-70",
"January 31, 1976 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"W,76-72",
"February 6, 1976 (Friday)",,Home,Ripon,"Grinnell, IA",,,"L,91-108",
"February 7, 1976 (Saturday)",,Home,Lawrence,"Grinnell, IA",,,"W,92-84",
"February 14, 1976 (Saturday)",,Away,Carleton,"Northfield, MN",,,"L,81-91",
"February 21, 1976 (Saturday)",,Home,Carleton,"Grinnell, IA",,,"L,72-74",
"February 27, 1976 (Friday)",,Home,Cornell,"Grinnell, IA",,,"W,81-69",
"February 28, 1976 (Saturday)",,Home,Coe,"Grinnell, IA",,,"L,82-106",
