Name,GP,AST,AST/G
"#05 Ahooja, Sofia",25,90,3.6
"#21 Nyquist, Emmy",22,47,2.1
"#25 Heath, Tyria",25,32,1.3
"#20 Stender, Kathryn",25,23,0.9
"#23 Collier, Claire",25,11,0.4
"#42 Gubbrud, Ellie",25,10,0.4
"#12 Tomczik, Kate",25,10,0.4
"#13 Filkins, Annie",24,5,0.2
"#35 Dos Santos, Stephany",21,3,0.1
"#32 Coalson, Aidan",9,1,0.1
"#14 Shirley, Orion",7,1,0.1
