Date,Opponent,W/L,SP,K,E,TA,PCT,AST,SA,SE,RE,DIG,BS,BA,BE,TB,BHE,PTS
9/01/2023,Bethany Lutheran,W,5,47,27,202,0.099,31,14,8,7,84,3,4,0,5.0,4,66.0
9/01/2023,Dominican (IL),W,4,52,23,146,0.199,48,10,14,6,75,0,0,0,0.0,3,62.0
9/02/2023,Wis.-Stout,L,3,37,17,125,0.16,34,9,8,9,60,1,0,0,1.0,0,47.0
9/02/2023,Crown (MN),W,3,42,15,130,0.208,38,4,7,1,66,2,4,0,4.0,0,50.0
9/05/2023,Buena Vista,W,3,35,6,81,0.358,34,7,7,8,49,2,6,1,5.0,1,47.0
9/08/2023,vs Luther,L,5,66,28,192,0.198,64,16,10,6,87,1,6,0,4.0,3,86.0
9/09/2023,at Macalester,L,5,44,25,158,0.12,42,7,7,10,68,0,12,0,6.0,3,57.0
9/09/2023,vs Minn.-Morris,L,3,32,23,130,0.069,31,4,5,5,60,0,4,0,2.0,1,38.0
9/12/2023,Wartburg,L,4,47,18,159,0.182,43,5,6,6,88,1,6,1,4.0,1,56.0
9/16/2023,vs Adrian,L,3,35,16,114,0.167,31,2,5,12,50,1,6,0,4.0,1,41.0
9/16/2023,vs Rose-Hulman,W,3,44,5,94,0.415,42,10,7,10,54,2,8,0,6.0,1,60.0
9/19/2023,at Central (IA),W,4,53,18,165,0.212,51,6,6,7,83,2,0,0,2.0,0,61.0
9/23/2023,vs Gust. Adolphus,L,3,33,16,111,0.153,29,2,12,6,52,0,6,1,3.0,0,38.0
9/23/2023,at Carleton,W,3,33,12,89,0.236,30,11,8,4,51,3,4,0,5.0,1,49.0
9/29/2023,at Loras,L,5,57,20,190,0.195,51,13,13,5,98,3,12,0,9.0,0,79.0
9/29/2023,vs Augustana (IL),L,3,31,16,127,0.118,26,2,4,8,57,1,0,1,1.0,1,34.0
9/30/2023,vs Wartburg College,L,3,26,13,110,0.118,26,3,2,4,62,2,0,0,2.0,3,31.0
9/30/2023,at Coe,L,3,34,15,127,0.15,29,0,6,4,67,1,4,1,3.0,0,37.0
10/03/2023,at Beloit,W,3,40,15,101,0.248,39,8,7,2,56,0,2,0,1.0,0,49.0
10/07/2023,Lawrence,W,3,46,13,99,0.333,40,7,10,3,52,2,2,0,3.0,0,56.0
10/13/2023,Illinois Col.,L,3,33,23,125,0.08,27,3,8,5,62,2,0,0,2.0,0,38.0
10/14/2023,Knox,W,3,41,15,99,0.263,37,6,5,4,55,1,4,0,3.0,0,50.0
10/16/2023,at Neb. Wesleyan,L,3,27,14,108,0.12,25,1,4,14,61,0,2,1,1.0,3,29.0
10/19/2023,at Simpson,W,4,47,22,153,0.163,44,7,6,8,72,0,6,1,3.0,2,57.0
10/20/2023,Dubuque,L,5,55,19,190,0.189,43,9,11,6,90,0,4,0,2.0,4,66.0
10/27/2023,at Ripon,W,4,55,20,143,0.245,52,15,6,4,75,2,6,0,5.0,0,75.0
10/28/2023,at Lake Forest,L,4,41,21,144,0.139,37,11,5,9,75,2,2,0,3.0,2,55.0
11/01/2023,Cornell College,L,4,49,25,175,0.137,44,5,13,8,94,1,6,2,4.0,4,58.0
11/04/2023,at Monmouth (IL),W,5,75,17,185,0.314,73,4,13,5,83,4,4,1,6.0,4,85.0
11/10/2023,at Cornell College,L,3,25,15,95,0.105,23,2,10,8,46,1,8,1,5.0,1,32.0
,Grinnell,,109,1282,532,4067,0.184,1164,203,233,194,2032,40,128,11,104.0,43,1589.0
,Opponents,,109,1256,544,4091,0.174,1125,193,213,205,1965,48,263,25,179.5,44,1628.5
