Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 11, 1982 (Saturday)",,Away,Ellsworth,"Iowa Falls, IA",,,"L,1-3(8-15, 16-14, 4-15, 7-15)",
"September 14, 1982 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"L,0-2(13-15, 12-15)",
"September 14, 1982 (Tuesday)",,Neutral,Clarke,"Mount Vernon, IA",,,"L,0-2(8-15, 2-15)",
"September 18, 1982 (Saturday)",,Away,Upper Iowa,"Fayette, IA",,,"L,1-2(4-15, 15-10, 7-15)",
"September 18, 1982 (Saturday)",,Neutral,Clarke,"Fayette, IA",,,"L,0-2(12-15, 8-15)",
"September 20, 1982 (Monday)",,Home,Faith Baptist,"Grinnell, IA",,,"L,0-2(4-15, 11-15)",
"September 20, 1982 (Monday)",,Home,Southwestern Community College,"Grinnell, IA",,,"L,0-2(9-15, 8-15)",
"September 22, 1982 (Wednesday)",,Neutral,Wartburg,"Cedar Rapids, IA",,,"L,0-2(8-15, 11-15)",
"September 22, 1982 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"L,0-2(9-15, 4-15)",
"September 25, 1982 (Saturday)",,Away,Chicago,"Chicago, IL",,,"L,0-3(7-15, 8-15, 3-15)",
"September 25, 1982 (Saturday)",,Away,Illinois Tech,"Chicago, IL",,,"L,1-3(3-15, 6-15, 15-7, 5-15)",
"September 28, 1982 (Tuesday)",,Home,Ellsworth,"Grinnell, IA",,,"L,1-3(10-15, 7-15, 15-13, 1-15)",
"October 1, 1982 (Friday)",,Home,Knox,"Grinnell, IA",,,"W,3-1(15-7, 15-9, 15-17, 15-6)",
"October 5, 1982 (Tuesday)",,Home,Wartburg,"Grinnell, IA",,,"L,0-3(6-15, 5-15, 4-15)",
"October 9, 1982 (Saturday)",,Home,Clinton Community College (IA),"Grinnell, IA",,,"L,0-3(12-15, 10-15, 4-15)",
"October 9, 1982 (Saturday)",,Home,Maharishi International,"Grinnell, IA",,,"W,3-1(15-9, 15-3, 8-15, 15-7)",
"October 11, 1982 (Monday)",,Home,Beloit,"Grinnell, IA",,,"L,0-2(15-12, 2-15, 14-16)",
"October 11, 1982 (Monday)",,Home,Coe,"Grinnell, IA",,,"L,0-2(3-15, 1-15)",
"October 16, 1982 (Saturday)",,Neutral,Cornell (MWC Tournament),"Beloit, WI",,,"L,0-2(1-15, 0-15)",
"October 16, 1982 (Saturday)",,Neutral,Monmouth (MWC Tournament),"Beloit, WI",,,"L,0-2(2-15, 2-15)",
"October 17, 1982 (Sunday)",,Away,Beloit (MWC Tournament),"Beloit, WI",,,"L,0-2(3-15, 3-15)",
"October 17, 1982 (Sunday)",,Neutral,Coe (MWC Tournament),"Beloit, WI",,,"L,0-2(5-15, 1-15)",
"October 17, 1982 (Sunday)",,Neutral,Knox (MWC Tournament),"Beloit, WI",,,"L,0-213-15, 9-15)",
"October 22, 1982 (Friday)",,Away,Illinois College,"Grinnell, IA",,,"L,1-3(15-10, 4-15, 5-15, 7-15)",
