Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Huelskamp, Ethan",SR-4,1.80m,"5' 10.75""",Darren Young Classic,"Feb 15, 2020"
,"Huelskamp, Ethan",SR-4,1.76m,"5' 9.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Huelskamp, Ethan",SR-4,1.76m,"5' 9.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Huelskamp, Ethan",SR-4,1.75m,"5' 8.75""",Darren Young Classic,"Feb 15, 2020"
,"Huelskamp, Ethan",SR-4,1.71m,"5' 7.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Huelskamp, Ethan",SR-4,1.71m,"5' 7.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Huelskamp, Ethan",SR-4,1.70m,"5' 7""",Hilltop Invitational,"Jan 25, 2020"
,"Huelskamp, Ethan",SR-4,1.70m,"5' 7""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Huelskamp, Ethan",SR-4,1.66m,"5' 5.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Huelskamp, Ethan",SR-4,1.65m,"5' 5""",Hilltop Invitational,"Jan 25, 2020"
,"Huelskamp, Ethan",SR-4,1.65m,"5' 5""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
