Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2008 (Friday)",7:30 p.m.,Home,Ripon College,Macalester Stadium,,,Associated Colleges of the Midwest 50th Anniversary Classic,"W,2-1",Recap
"August 31, 2008 (Sunday)",1:30 p.m.,Home,Lawrence University,Macalester Stadium,,,Associated Colleges of the Midwest 50th Anniversary Classic,"W,1-0ot",Recap
"September 5, 2008 (Friday)",7:30 p.m.,Home,Oberlin College,Macalester Stadium,,,,"L,0-3",Recap
"September 7, 2008 (Sunday)",2:00 p.m.,Home,Simpson College,Macalester Stadium,,,,"W,3-0",Recap
"September 10, 2008 (Wednesday)",7:45 p.m.,Home,Carleton,Macalester Stadium,,,,"T,0-0ot",Recap
"September 13, 2008 (Saturday)",1:00 p.m.,Away,Wartburg College,"Waverly, IA",,,,"L,0-2",Recap
"September 17, 2008 (Wednesday)",7:45 p.m.,Home,Bethel,Macalester Stadium,,,,"W,1-0",Recap
"September 20, 2008 (Saturday)",1:00 p.m.,Away,St. Olaf,Northfield,,,,"L,1-2",Recap
"September 24, 2008 (Wednesday)",7:45 p.m.,Home,Hamline,Macalester Stadium,,,,"W,2-1",Recap
"September 28, 2008 (Sunday)",4:00 p.m.,Away,Luther (Ia.),"Decorah, Ia.",,,,"W,2-0",Recap
"October 1, 2008 (Wednesday)",4:00 p.m.,Away,St. Scholastica,Duluth,,,,"L,0-3",Recap
"October 4, 2008 (Saturday)",1:00 p.m.,Away,St. John's,Collegeville,,,,"L,3-4",Recap
"October 7, 2008 (Tuesday)",5:00 p.m.,Home,Concordia College (Minn.),Macalester Stadium,,,,"W,3-2ot",Recap
"October 10, 2008 (Friday)",7:45 p.m.,Home,Saint Mary's University (Minn.),Macalester Stadium,,,,"W,4-1",Recap
"October 14, 2008 (Tuesday)",4:00 p.m.,Away,St. Thomas,St. Paul,,,,"L,1-2",Recap
"October 17, 2008 (Friday)",7:30 p.m.,Home,Clarke University,Macalester Stadium,,,,"W,3-0",Recap
"October 24, 2008 (Friday)",7:30 p.m.,Home,Gustavus Adolphus,Macalester Stadium,,,,"L,1-22ot",Recap
"October 31, 2008 (Friday)",7:00 p.m.,Away,Augsburg,Minneapolis,,,,"L,0-4",Recap
