School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Lake Forest,0-0,.000,3-0,1.000,W3,2-0,1-0,0-0
Knox,0-0,.000,0-0,.000,,0-0,0-0,0-0
Illinois Col.,0-0,.000,0-1,.000,L1,0-1,0-0,0-0
Ripon,0-0,.000,0-3,.000,L3,0-1,0-2,0-0
