Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2021 (Wednesday)",5:00 p.m.,Home,Coe College,"Grinnell, IA",,,,"W,4-1",Box Score
"September 4, 2021 (Saturday)",2:00 PM,Away,Central College,"Pella, IA",,,,"L,3-4",Box ScoreRecap
"September 10, 2021 (Friday)",4:00 p.m.,Neutral,Concordia University Chicago,"Wheaton, IL",,,Bob Baptista Invitational,"W,3-1",Box ScoreRecap
"September 11, 2021 (Saturday)",4:00 p.m.,Neutral,Milwaukee School of Engineering,"Wheaton, IL",,,Bob Baptista Invitational,"L,2-3(OT)",Box ScoreRecap
"September 14, 2021 (Tuesday)",5:00 p.m.,Home,University of Dubuque,"Grinnell, IA",,,,"W,1-0(OT)",Box ScoreRecap
"September 18, 2021 (Saturday)",2:30 p.m.,Away,DePauw University,"Greencastle, IN",,,,"L,0-1",Box ScoreRecap
"September 19, 2021 (Sunday)",2:00 PM,Away,Wabash College,"Crawfordsville, IN",,,,"L,2-3",Box ScoreRecap
"September 26, 2021 (Sunday)",2:00 p.m.,Home,Illinois College,"Grinnell, IA",,,,"W,2-1(OT)",Box ScoreRecap
"September 29, 2021 (Wednesday)",4:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,0-2",Box ScoreRecap
"October 6, 2021 (Wednesday)",4:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,1-4",Box ScoreRecap
"October 9, 2021 (Saturday)",1:30 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,5-3",Box ScoreRecap
"October 13, 2021 (Wednesday)",4:30 p.m.,Home,Monmouth College,"Grinnell, IA",,,,"W,7-1",Box ScoreRecap
"October 16, 2021 (Saturday)",1:30 p.m.,Home,Lawrence University,"Grinnell, IA",,,,"W,1-0",Box ScoreRecap
"October 17, 2021 (Sunday)",1:30 p.m.,Home,St. Olaf College,"Grinnell, IA",,,,"L,0-1(OT)",Box ScoreRecap
"October 23, 2021 (Saturday)",1:30 p.m.,Home,Ripon College,"Grinnell, IA",,,,"W,6-0",Box ScoreRecap
"October 24, 2021 (Sunday)",1:00 p.m.,Away,University of Wisconsin-Eau Claire,"Eau Claire, WI",,,,"W,4-1",Box ScoreRecap
"October 26, 2021 (Tuesday)",3:30 p.m.,Home,Iowa Wesleyan University,"Grinnell, IA",,,,"W,4-2",Box ScoreRecap
"October 30, 2021 (Saturday)",1:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,3-1",Box ScoreRecap
"November 5, 2021 (Friday)",2:00 PM,Neutral,Cornell College (Semifinal),"Galesburg, IL (Galesburg HS)",,,Midwest Conference Tournament,"L,1-3",Box ScoreRecap
