0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Mount Mercy Invitational,"Aug 29-30, 2015",2,89-80=169,+25,10th/36
Luther Sail Classic,9/4-5/2015,2,85-86=171,+27,t-20th/67
Wartburg College Fall Invite,"Sep 12-13, 2015",2,92-84=176,+32,t-50th/94
Grinnell College Invitational,"Sep 27, 2015",1,88,+16,t-15th/24
Midwest Conference Championship,10/2-4/2015,3,93-84-93=270,+51,7th/40
IWU Kathy Niepagen Spring Fling,4/16-17/2016,2,83-85=168,+24,t-66th/108
SEASON TOTALS,SEASON TOTALS,12,1042 Avg. 86.8,+15,-
