0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Mount Mercy Invitational,"Aug 29-30, 2015",2,92-89=181,+37,14th/36
Wartburg College Fall Invite,"Sep 12-13, 2015",2,93-91=184,+40,t-71st/94
Grinnell College Invitational,"Sep 27, 2015",1,86,+14,12th/24
Midwest Conference Championship,10/2-4/2015,3,98-93-91=282,+63,17th/40
SEASON TOTALS,SEASON TOTALS,8,733 Avg. 91.6,+19,-
