Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 25, 2015 (Tuesday)",5:30 p.m.,Home,Concordia University (Wis.),"RIPON, Wis./Prairie Field",,,Exhibition,,
"September 1, 2015 (Tuesday)",3 p.m.,Home,Northland College,"RIPON, Wis./Prairie Field",,,,"W,4-1",Box ScoreRecap
"September 5, 2015 (Saturday)",2 p.m.,Home,Bethany Lutheran College,"RIPON, Wis./Prairie Field",,,,"W,3-0",Box ScoreRecap
"September 6, 2015 (Sunday)",11 a.m.,Home,Benedictine University,"RIPON, Wis./Prairie Field",,,,"L,1-3",Box ScoreRecap
"September 10, 2015 (Thursday)",5 p.m.,Away,Maranatha Baptist  University,"Watertown, Wis.",,,,"T,2-2",Box ScoreRecap
"September 12, 2015 (Saturday)",12 p.m.,Away,Wisconsin Lutheran College,"Milwaukee, Wis.",,,,"W,5-1",Box ScoreRecap
"September 15, 2015 (Tuesday)",7 p.m.,Away,Marian University,"Fond du Lac, Wis.",,,,"L,3-4",Box ScoreRecap
"September 19, 2015 (Saturday)",1 p.m.,Home,Lake Forest College,"RIPON, Wis./Prairie Field",,,,"L,1-4",Box ScoreRecap
"September 20, 2015 (Sunday)",12 p.m.,Home,Beloit College,"RIPON, Wis./Prairie Field",,,,"W,4-2",Box ScoreRecap
"September 24, 2015 (Thursday)",4 p.m.,Home,Lakeland College,"RIPON, Wis./Prairie Field",,,,"W,4-1",Box ScoreRecap
"September 26, 2015 (Saturday)",11 a.m.,Away,Grinnell College,"Grinnell, Iowa",,,,"W,1-0",Box ScoreRecap
"October 3, 2015 (Saturday)",11 a.m.,Away,Knox College,"Galesburg, Ill.",,,,"L,0-1",Box ScoreRecap
"October 4, 2015 (Sunday)",11 a.m.,Away,Monmouth College,"Monmouth, Ill.",,,,"L,0-1",Box ScoreRecap
"October 10, 2015 (Saturday)",11 a.m.,Home,Cornell College,"RIPON, Wis./Prairie Field",,,Play For The Cure,"W,2-0",Box ScoreRecap
"October 14, 2015 (Wednesday)",2 p.m.,Away,Concordia University Chicago,"River Forest, Ill.",,,,"L,1-2",Box ScoreRecap
"October 22, 2015 (Thursday)",7 p.m.,Away,Lawrence University,"Appleton, Wis.",,,,"L,0-5",Box ScoreRecap
"October 24, 2015 (Saturday)",5 p.m.,Away,Carroll University,"Waukesha, Wis.",,,,"L,0-2",Box ScoreRecap
"October 28, 2015 (Wednesday)",3:30 p.m.,Home,St. Norbert College,"RIPON, Wis./Prairie Field",,,,"L,3-4",Box ScoreRecap
"October 31, 2015 (Saturday)",11 a.m.,Home,Illinois College,"RIPON, Wis./Prairie Field",,,Senior Day,"L,1-4",Box ScoreRecap
