Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2003 (Friday)",,Home,Augustana,"Grinnell, IA",,,"W,3-2",
"September 4, 2003 (Thursday)",,Away,Wartburg,"Waverly, IA",,,"W,4-2",
"September 8, 2003 (Monday)",,Home,Graceland,"Grinnell, IA",,,"L,1-6",
"September 13, 2003 (Saturday)",,Home,Gustavus,"Grinnell, IA",,,"L,1-2",
"September 16, 2003 (Tuesday)",,Away,Beloit,"Beloit, WI",,,"W,1-0",
"September 20, 2003 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,8-0",
"September 21, 2003 (Sunday)",,Away,Macalester,"St. Paul, MN",,,"L,0-3",
"September 27, 2003 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"W,5-2",
"September 28, 2003 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,9-0",
"October 4, 2003 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"W,2-1",
"October 5, 2003 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"T,1-1",
"October 11, 2003 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,3-0",
"October 18, 2003 (Saturday)",,Home,Augsburg,"Grinnell, IA",,,"L,1-2",
"October 21, 2003 (Tuesday)",,Away,Carleton,"Northfield, MN",,,"L,3-4",
"October 25, 2003 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"W,4-0",
"October 26, 2003 (Sunday)",,Home,Ripon,"Grinnell, IA",,,"W,4-0",
"November 1, 2003 (Saturday)",,Home,Carroll (MWC Tournament Semifinal),"Grinnell, IA",,,"W,3-2",
"November 2, 2003 (Sunday)",,Home,Lake Forest (MWC Tournament Championship),"Grinnell, IA",,,"L,0-1",
