Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 14, 1978 (Thursday)",,Home,Coe,"Grinnell, IA",,,"W,15-6",
"September 16, 1978 (Saturday)",,Home,University of South Dakota,"Grinnell, IA",,,"L,1-8",
"September 19, 1978 (Tuesday)",,Away,Central,"Pella, IA",,,"W,9-1",
"September 22, 1978 (Friday)",,Home,Simpson,"Grinnell, IA",,,"W,11-1",
"September 23, 1978 (Saturday)",,Away,William Penn,"Oskaloosa, IA",,,"L,3-4",
"September 25, 1978 (Monday)",,Away,Cornell,"Mount Vernon, IA",,,"W,13-1",
"September 27, 1978 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,6-2",
"September 30, 1978 (Saturday)",,Away,Simpson,"Indianola, IA",,,"W,9-3",
"October 3, 1978 (Tuesday)",,Home,Central,"Grinnell, IA",,,"W,6-3",
"October 5, 1978 (Thursday)",,Home,Wartburg,"Grinnell, IA",,,"W,12-0",
"October 7, 1978 (Saturday)",,Away,Central Invitational,"Pella, IA",,,1st/5 Teams,
"October 9, 1978 (Monday)",,Home,William Penn,"Grinnell, IA",,,"W,5-2",
"October 13, 1978 (Friday)",,Home,Associated Colleges of the Midwest Meet,"Grinnell, IA",,,3rd/9 Teams,
