Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,38.95m,"127' 9""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Neckopulos, Alex",FR-1,35.50m,"116' 6""",2014 Midwest Conference T&F Championships,"May 9, 2014"
