Player,High
Fielding Percentage,Fielding Percentage
"Vermeulen, Kathryn",1.000
"Killion, Kyra",1.000
"Hartman, Christin",1.000
"O'Bryan, Maddy",1.000
"Bishop-Parise, Leila",1.000
