Player,Longest,Current
"Okada, Alexa",8,1
"Durak, Taylor",8,1
"Chu, Samantha",8,1
"Vermeulen, Lizzy",7,7
"Webb, Mary",7,7
"Anson, Kambria",7,7
"Ramirez, Amanda",6,-
"Nelson, Emma",5,1
"O'Bryan, Maddy",5,-
"Bishop-Parise, Leila",4,3
"DiGiacomo-Zahller, Emma",3,-
"Johnson, Flynn",2,1
"Killion, Kyra",1,-
