Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
4/18/2021,at,Illinois College,L,2-3,6.2,5,3,2,4,5,1,0,0,2,0,1,0,0,1,0,2.1
4/18/2021,at,Illinois College,L,0-4,6.0,6,4,3,3,4,1,0,0,0,0,1,0,0,2,0,3.5
4/21/2021,,Knox,W,11-0,5.0,1,0,0,1,2,1,0,0,0,0,0,0,1,2,0,0.0
4/21/2021,,Knox,W,4-2,7.0,3,2,2,2,5,0,0,0,0,0,2,0,2,2,0,2.0
4/22/2021,at,Knox,W,12-5,7.0,12,5,5,6,2,2,0,0,0,0,0,0,3,2,0,5.0
4/22/2021,at,Knox,W,5-3,7.0,11,3,3,3,7,1,0,0,0,0,0,0,4,2,0,3.0
4/24/2021,,Cornell College,L,3-11,6.0,11,11,9,9,3,1,0,0,2,0,0,0,4,3,0,10.5
4/24/2021,,Cornell College,W,6-5,9.0,13,5,5,6,3,0,0,2,1,0,0,0,5,3,0,3.89
4/25/2021,,Monmouth (Ill.),L,1-2,7.0,5,2,2,5,2,0,0,0,1,0,1,0,5,4,0,2.0
4/25/2021,,Monmouth (Ill.),W,10-1,5.0,5,1,0,2,3,1,0,0,0,0,1,0,6,4,0,0.0
5/2/2021,at,Cornell College,W,8-1,7.0,4,1,1,1,3,0,0,0,0,0,0,0,7,4,0,1.0
5/2/2021,at,Cornell College,W,4-3,7.0,4,3,3,6,4,1,0,0,0,0,1,0,8,4,0,3.0
5/8/2021,,Illinois College,L,2-9,7.0,13,9,9,2,3,4,0,0,0,0,0,0,8,5,0,9.0
5/10/2021,,Illinois College,L,5-8,7.0,12,8,7,3,1,2,0,0,1,0,0,0,8,6,0,7.0
5/11/2021,at,Monmouth College,L,0-3,6.0,5,3,1,0,6,1,0,0,0,0,0,0,8,7,0,1.17
5/11/2021,at,Monmouth College,W,9-1,6.0,2,1,1,1,7,0,0,0,1,0,0,0,9,7,0,1.17
Total,,,,82-61,105.2,112,61,53,54,60,16,0,2,8,0,7,0,9,7,0,
