Statistic,High,Opponent
PUTOUTS,27,Cornell College (4/24/2021)
ASSISTS,11,Cornell College (4/24/2021); Cornell College (5/2/2021)
ERRORS,5,Monmouth College (5/11/2021)
PASSED BALLS,1,Knox (4/21/2021); Illinois College (5/8/2021); Illinois College (5/10/2021); Cornell College (5/2/2021)
DPS TURNED,2,Monmouth (Ill.) (4/25/2021)
