Unnamed: 0,Time,Athletes,Meet,Meet Date
,11:03.34,"Anderson, Geiman, O'Reilly, Baumann",2018 Drake Relays presented by Hy-Vee,"Apr 25, 2018"
,11:03.34,"Anderson, Geiman, O'Reilly, Baumann",2018 Drake Relays presented by Hy-Vee,"Apr 25, 2018"
