Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Geiman, Brad",FR-1,5.58m,"18' 3.75""",2018 Dick Young Invite,"Apr 21, 2018",0.0
,"Fujio, Mitsuki",JR-3,5.54m,"18' 2.25""",2018 Kip Janvrin Open,"Apr 26, 2018",1.5
,"Geiman, Brad",FR-1,5.53m,"18' 1.75""",2018 Dick Young Invite,"Apr 21, 2018",-0.8
,"Geiman, Brad",FR-1,5.52m,"18' 1.5""",2018 Dick Young Invite,"Apr 21, 2018",-0.3
,"Geiman, Brad",FR-1,5.52m,"18' 1.5""",Cornell Invitational,"Apr 4, 2018",0.0
,"Fujio, Mitsuki",JR-3,5.27m,"17' 3.5""",2018 Dick Young Invite,"Apr 21, 2018",-1.3
,"Geiman, Brad",FR-1,5.23m,"17' 2""",Cornell Invitational,"Apr 4, 2018",0.0
,"Geiman, Brad",FR-1,5.14m,"16' 10.5""",Cornell Invitational,"Apr 4, 2018",0.0
,"Geiman, Brad",FR-1,5.11m,"16' 9.25""",Cornell Invitational,"Apr 4, 2018",0.0
,"Fujio, Mitsuki",JR-3,4.98m,"16' 4.25""",2018 Dick Young Invite,"Apr 21, 2018",0.0
,"Fujio, Mitsuki",JR-3,4.43m,"14' 6.5""",2018 Dick Young Invite,"Apr 21, 2018",0.0
