Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schulte, Jackson",SO-2,16:04.47,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Lieberman, Matthew",FR-1,16:06.16,Mustang Open,"Apr 13, 2018"
,"Chamberland, Lucas",FR-1,16:07.85,Mustang Open,"Apr 13, 2018"
,"Lieberman, Matthew",FR-1,16:09.93,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Chamberland, Lucas",FR-1,16:14.56,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Chamberland, Lucas",FR-1,16:18.40,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Osler, John",SO-2,16:25.72,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Osler, John",SO-2,16:27.75,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Chamberland, Lucas",FR-1,17:03.17,Cornell Invitational,"Apr 4, 2018"
,"Bass, Stewart",SR-4,17:04.15,Cornell Invitational,"Apr 4, 2018"
,"Osler, John",SO-2,17:07.25,Cornell Invitational,"Apr 4, 2018"
,"Gleason, Keanan",SR-4,17:18.89,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Gleason, Keanan",SR-4,17:25.91,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Phipps, Matthew",SO-2,18:04.59,Cornell Invitational,"Apr 4, 2018"
,"Gleason, Keanan",SR-4,18:23.14,Cornell Invitational,"Apr 4, 2018"
