Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:32.26,"Jacobson, O'Reilly, Anderson, Baumann",Midwest Conference Outdoor Championships,"May 11, 2018"
,3:35.88,"O'Reilly, O'Reilly, Anderson, Baumann",2018 Dick Young Invite,"Apr 21, 2018"
,3:40.65,"Geiman, Jacobson, Anderson, O'Reilly",Cornell Invitational,"Apr 4, 2018"
,3:42.87,"Jacobson, Henderson, Anderson, Baumann",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,3:47.99,"O'Reilly, O'Reilly, Anderson, Baumann",Mustang Open,"Apr 13, 2018"
,3:49.68,"O'Reilly, O'Reilly, Nadesan, Brunet",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,3:51.15,"O'Reilly, Gregor, Bass, Baumann",Cornell Invitational,"Apr 4, 2018"
,4:11.80,"Gregorich-Trevo, Huelskamp, Osler, Phipps",Cornell Invitational,"Apr 4, 2018"
