Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 6, 2014 (Saturday)",1:00 p.m.,Home,Carleton College,"St. Paul, Minn./ Macalester Stadium",,,,"W,17-14",Box ScoreRecap
"September 13, 2014 (Saturday)",7:00 p.m.,Away,Hamline University,"St. Paul, Minn.",,,,"L,13-23",Box ScoreRecap
"September 27, 2014 (Saturday)",1:00 p.m.,Away,Grinnell College,"Grinnell, Iowa",,,,"W,21-16",Box ScoreRecap
"October 4, 2014 (Saturday)",1:00 p.m.,Home,Knox College,"St. Paul, Minn./ Macalester Stadium",,,,"W,34-0",Box ScoreRecap
"October 11, 2014 (Saturday)",1:00 p.m.,Away,Ripon College,"Ripon, Wis.",,,,"W,28-20",Box ScoreRecap
"October 18, 2014 (Saturday)",1:00 p.m.,Away,Beloit College,"Beloit, Wis.",,,,"W,28-21",Box ScoreRecap
"October 25, 2014 (Saturday)",1:00 p.m.,Home,Lawrence University,"St. Paul, Minn./ Macalester Stadium",,,,"W,33-0",Box ScoreRecap
"November 1, 2014 (Saturday)",1:00 p.m.,Home,Carroll University,"St. Paul, Minn./ Macalester Stadium",,,,"W,34-17",Box ScoreRecap
"November 8, 2014 (Saturday)",1:00 p.m.,Away,St. Norbert College,"De Pere, Wis.",,,,"W,21-13",Box ScoreRecap
"November 15, 2014 (Saturday)",1:00 pm,Away,Illinois College,"Jacksonville, Ill.",,,,"W,30-27",Box ScoreRecap
"November 22, 2014 (Saturday)",12:00 p.m.,Away,University of Wisconsin-Whitewater,"Whitewater, Wis.",,,NCAA Division III Playoffs,"L,2-55",Box ScoreRecap
