Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 25, 2018 (Saturday)",1:00 pm,Home,John Wood Community College,"Galesburg, IL/Jorge Prats Field",,,Scrimmage,,ScrimmageHistory
"August 31, 2018 (Friday)",5:00 pm,Away,Saint John's University,"Collegeville, MN",,,,"T,0-0",Box ScoreRecap
"September 2, 2018 (Sunday)",12:00 pm,Away,St. Thomas University,"St. Paul, MN",,,,"L,0-2",Box ScoreRecap
"September 5, 2018 (Wednesday)",7:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,,"L,0-1",Box ScoreRecap
"September 7, 2018 (Friday)",4:30 pm,Home,Westminster College (MO),"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"September 9, 2018 (Sunday)",1:00 pm,Home,Augustana College (IL),"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"September 13, 2018 (Thursday)",7:00 pm,Away,Fontbonne University,"St. Louis, MO",,,,"W,3-0",Box ScoreRecap
"September 15, 2018 (Saturday)",4:00 pm,Home,Central College,"Galesburg, IL/Jorge Prats Field",,,,"W,1-0",Box ScoreRecap
"September 16, 2018 (Sunday)",4:00 pm,Home,Buena Vista University,"Galesburg, IL/Jorge Prats Field",,,,"W,7-0",Box ScoreRecap
"September 18, 2018 (Tuesday)",7:30 pm,Away,Coe College,"Cedar Rapids, IA",,,,Canceled,
"September 22, 2018 (Saturday)",11:00 am,Home,Illinois College,"Galesburg, IL/Jorge Prats Field",,,,"W,3-0",Box ScoreRecap
"September 29, 2018 (Saturday)",11:00 am,Home,Ripon College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-1",Box ScoreRecap
"September 30, 2018 (Sunday)",11:00 am,Home,St. Norbert College,"Galesburg, IL/Jorge Prats Field",,,,"L,1-3",Box ScoreRecap
"October 6, 2018 (Saturday)",12:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"W,3-2",Box ScoreRecap
"October 8, 2018 (Monday)",3:00 pm,Home,Monmouth College,"Galesburg, IL/Jorge Prats Field",,,,"W,5-1",Box ScoreRecap
"October 13, 2018 (Saturday)",11:00 am,Away,Beloit College,"Beloit, WI",,,,"W,2-0",Box ScoreRecap
"October 14, 2018 (Sunday)",11:00 am,Away,Lake Forest College,"Lake Forest, IL",,,,"W,1-0",Box ScoreRecap
"October 18, 2018 (Thursday)",3:00 pm,Home,Loras College,"Galesburg, IL/Jorge Prats Field",,,,"W,1-0",Box ScoreRecap
"October 20, 2018 (Saturday)",12:00 pm,Away,Lawrence University,"Appleton, WI",,,,"W,6-0",Box ScoreRecap
"October 22, 2018 (Monday)",3:00 pm,Home,Elmhurst College,"Galesburg, IL/Jorge Prats Field",,,,"L,0-1",Box ScoreRecap
"October 27, 2018 (Saturday)",11:00 am,Home,Cornell College,"Galesburg, IL/Jorge Prats Field",,,Senior Day,"W,2-1",Box ScoreRecap
"November 2, 2018 (Friday)",1:30 pm,Neutral,Cornell College,"De Pere, WI",,,Midwest Conference Tournament,"W,1-0",Box ScoreRecap
"November 3, 2018 (Saturday)",2:00 pm,Neutral,St. Norbert College,"De Pere, WI",,,Midwest Conference Tournament,"W,2-1",Box ScoreRecap
"November 10, 2018 (Saturday)",3:00 pm,Away,Luther College,"Decorah, IA",,,NCAA Tournament,"L,0-1OT",Box ScoreRecap
