Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2022 (Thursday)",3:30 PM,Away,Millikin University,"Decatur, Ill.",,,,"L,0-9",Box ScoreRecap
"September 3, 2022 (Saturday)",10:00 AM,Away,Webster University,"St. Louis, Mo.",,,,"L,0-9",Box Score
"September 3, 2022 (Saturday)",1:30 PM,Neutral,Oakland City University,"St. Louis, Mo.",,,,"L,0-9",Box Score
"September 7, 2022 (Wednesday)",11:30 AM,Away,Anderson University (IN),"Anderson, Ind.",,,,"L,0-9",Box ScoreRecap
"September 7, 2022 (Wednesday)",2:00 PM,Neutral,Lourdes University,"Anderson, Ind.",,,,"L,0-9",Box ScoreRecap
"September 15, 2022 (Thursday)",3:00 PM,Away,Greenville University,"Greenville, IL",,,,"L,0-9",Box ScoreRecap
"October 4, 2022 (Tuesday)",5:00 PM,Home,University of Health Sciences & Pharmacy in St. Louis,"Jacksonville, Ill.",,,,"L,2-7",Box ScoreRecap
"March 3, 2023 (Friday)",1:30 PM,Away,McKendree University,"Lebanon, IL",,,,"L,0-9",Box ScoreRecap
"March 4, 2023 (Saturday)",3:00 PM,Home,Webster University,"Jacksonville, Ill.",,,,Canceled,
"March 11, 2023 (Saturday)",1:00 PM,Home,Illinois Valley Community College,"Jacksonville, Ill.",,,,"L,1-8",Box ScoreRecap
"March 18, 2023 (Saturday)",12:00 PM,Away,Westminster College (MO),"Fulton, Mo.",,,,Canceled,
"March 19, 2023 (Sunday)",12:00 PM,Home,Augustana College (IL),"Jacksonville, Ill.",,,,"L,0-9",Box ScoreRecap
"March 24, 2023 (Friday)",3:00 PM,Away,Lewis & Clark Community College,"Godfrey, IL",,,,Postponed,
"April 2, 2023 (Sunday)",2:00 PM,Neutral,Olivet College,"Coal City, Ill",,,,"W,6-0",Box Score
"April 6, 2023 (Thursday)",3:00 PM,Away,Kaskaskia College,"Centralia, IL",,,,"L,3-6",Box Score
"April 8, 2023 (Saturday)",10:00 AM,Away,Lawrence University,"Appleton, WI",,,,"L,1-8",Box ScoreRecap
"April 8, 2023 (Saturday)",2:30 PM,Away,Ripon College,"Ripon, WI",,,,"L,0-9",Box ScoreRecap
"April 12, 2023 (Wednesday)",5:00 PM,Home,Kaskaskia College,"Jacksonville, Ill.",,,,"W,5-4",Box ScoreRecap
"April 13, 2023 (Thursday)",5:00 PM,Home,Lewis & Clark Community College,"Jacksonville, Ill.",,,,"L,0-9",Box ScoreRecap
"April 15, 2023 (Saturday)",9:00 AM,Home,Lake Forest College,"Jacksonville, Ill.",,,,"L,0-9",Box ScoreRecap
"April 18, 2023 (Tuesday)",TBA,Away,University of Health Sciences & Pharmacy in St. Louis,"St. Louis, MO",,,,Canceled,
"April 19, 2023 (Wednesday)",5:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,,"W,8-1",Box ScoreRecap
"April 22, 2023 (Saturday)",9:00 AM,Home,Cornell College,"Jacksonville, Ill.",,,,"L,0-9",Box Score
"April 22, 2023 (Saturday)",2:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,"L,0-9",Box Score
"April 29, 2023 (Saturday)",10:00 AM,Neutral,Midwest Conference Individual Tournament,"Peoria, Ill.",,,Midwest Conference Tournament,,Tournament ProgramResults
