Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 19, 2004 (Friday)",,Neutral,St. Ambrose,"Cedar Rapids, IA",,,"L,128-145",
"November 20, 2004 (Saturday)",,Away,Mount Mercy,"Cedar Rapids, IA",,,"L,103-122",
"November 23, 2004 (Tuesday)",,Away,Cornell College,"Mount Vernon, IA",,,"L,119-125",
"November 27, 2004 (Saturday)",,Away,Wartburg College,"Waverly, IA",,,"W,130-128(OT)",
"November 30, 2004 (Tuesday)",,Away,Mount Mercy,"Cedar Rapids, IA",,,"L,116-128",
"December 4, 2004 (Saturday)",,Neutral,Martin Luther,"Marshalltown, IA",,,"W,127-85",
"December 7, 2004 (Tuesday)",,Away,Grand View,"Des Moines, IA",,,"W,115-111",
"December 11, 2004 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,126-114",
"January 6, 2005 (Thursday)",,Away,Knox,"Galesburg, IL",,,"L,86-100",
"January 8, 2005 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,99-106",
"January 11, 2005 (Tuesday)",,Away,Monmouth,"Monmouth, IL",,,"L,109-116",
"January 14, 2005 (Friday)",,Away,Beloit,"Beloit, WI",,,"L,116-118",
"January 15, 2005 (Saturday)",,Away,Ripon,"Ripon, WI",,,"L,106-129",
"January 21, 2005 (Friday)",,Home,Lawrence,"Grinnell, IA",,,"L,85-112",
"January 22, 2005 (Saturday)",,Home,St. Norbert,"Grinnell, IA",,,"L,121-130",
"January 28, 2005 (Friday)",,Away,Carroll,"Waukesha, WI",,,"L,111-133",
"January 29, 2005 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"L,88-104",
"February 1, 2005 (Tuesday)",,Home,Monmouth,"Grinnell, IA",,,"W,127-110",
"February 3, 2005 (Thursday)",,Home,Beloit,"Grinnell, IA",,,"L,85-86",
"February 4, 2005 (Friday)",,Home,Ripon,"Grinnell, IA",,,"L,102-112",
"February 12, 2005 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,114-108",
"February 16, 2005 (Wednesday)",,Home,Knox,"Grinnell, IA",,,"W,94-67",
"February 19, 2005 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"W,97-85",
