Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2018 (Saturday)",7:00 PM,Home,Carleton College,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,48-38",Box ScoreRecap
"September 8, 2018 (Saturday)",7:00 PM,Away,Hamline University,"St. Paul, MN",,,"W,29-27",Box ScoreRecap
"September 22, 2018 (Saturday)",1:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,0-37",Box ScoreRecap
"September 29, 2018 (Saturday)",1:00 PM,Home,Lake Forest College,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,28-27",Box ScoreRecap
"October 6, 2018 (Saturday)",1:00 PM,Away,Beloit College,"Beloit, WI",,,"W,42-26",Box ScoreRecap
"October 13, 2018 (Saturday)",12:00 PM,Home,Lawrence University,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,47-21",Box ScoreRecap
"October 20, 2018 (Saturday)",1:00 PM,Away,Ripon College,"Ripon, WI",,,"L,34-58",Box ScoreRecap
"October 27, 2018 (Saturday)",1:00 PM,Away,St. Norbert College,De Pere. WI,,,"L,15-17",Box ScoreRecap
"November 3, 2018 (Saturday)",1:00 PM,Home,University of Chicago,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,21-28",Box ScoreRecap
"November 10, 2018 (Saturday)",1:00 PM,Home,Illinois College,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,28-35",Box ScoreRecap
