Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Filkins, Andrea",FR-1,30.71m,"100' 9""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Berhane, Arsema",SR-4,30.33m,"99' 6""",Midwest Conference Outdoor Championship,"May 13, 2022"
