Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Marsh, Grace",FR-1,30.72m,"100' 9""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Rockwell, Aiyana",FR-1,22.94m,"75' 3""",Mustang Open,"Apr 9, 2022"
,"Smith, Abbie",SO-2,22.78m,"74' 9""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
