Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:29.64,"Warnock, Herrman, Ragan, DeLong",Dick Young Classic,"Apr 23, 2011"
,3:30.46,"Herrman, Warnock, Ragan, Krauth",Point Loma Collegiate Scoring Meet,"Mar 26, 2011"
,3:32.98,"Banks, Herrman, Ragan, DeLong",Kip Janvrin Open,"Apr 28, 2011"
,3:39.38,"Banks, Goldstein, Garwood, Tylinski",Dick Young Classic,"Apr 23, 2011"
,3:46.12,"Reich, Deshpande, Smith, Salazar",Dick Young Classic,"Apr 23, 2011"
