Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Deshpande, Shyam",SR-4,9:32.38,Midwest Conference Championship,"May 13, 2011"
,"Tyler, Ben",,10:12.29,Dick Young Classic,"Apr 23, 2011"
,"Kakazu, Nathan",,10:27.10,Dick Young Classic,"Apr 23, 2011"
