Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:23.83,"Villa, Holtzman, Maddaus, Cottrell",Midwest Conference Outdoor Championships,"May 11, 2018"
,4:45.37,"Holtzman, Maddaus, Soderberg, Sloniewky",2018 Kip Janvrin Open,"Apr 26, 2018"
,4:53.41,"Maddaus, Holtzman, Riley, LaVerdiere",Cornell Invitational,"Apr 4, 2018"
,4:56.59,,2018 Dick Young Invite,"Apr 21, 2018"
,5:09.87,"Cottrell, Sloniewky, Soderberg, Breunig",Cornell Invitational,"Apr 4, 2018"
