Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",FR-1,45.62m,"149' 8""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,45.06m,"147' 10""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,44.71m,"146' 8""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,43.27m,"141' 11""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,43.17m,"141' 8""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,42.48m,"139' 4""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,42.34m,"138' 11""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,41.58m,"136' 5""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,41.16m,"135' 0""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,40.87m,"134' 1""",Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lukoseviciute, Agne",FR-1,40.46m,"132' 9""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,40.09m,"131' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,39.75m,"130' 5""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,39.43m,"129' 4""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,39.20m,"128' 7""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Lukoseviciute, Agne",FR-1,37.85m,"124' 2""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,37.06m,"121' 7""",Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lukoseviciute, Agne",FR-1,36.52m,"119' 10""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,36.26m,"118' 11""",2018 Dick Young Invite,"Apr 21, 2018"
,"Lukoseviciute, Agne",FR-1,35.78m,"117' 5""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,35.28m,"115' 9""",Emory Classic,"Mar 30, 2018"
,"Lukoseviciute, Agne",FR-1,34.03m,"111' 8""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,33.96m,"111' 5""",2018 Kip Janvrin Open,"Apr 26, 2018"
,"Lukoseviciute, Agne",FR-1,33.62m,"110' 4""",Mustang Open,"Apr 13, 2018"
,"Lukoseviciute, Agne",FR-1,32.69m,"107' 3""",Emory Classic,"Mar 30, 2018"
