Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Bell, Jake",FR-1,42.07m,"138' 0""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,40.66m,"133' 5""",Cornell Invitational,"Apr 6, 2024"
,"Bean, Garret",JR-3,36.88m,"121' 0""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Chu, Travis",JR-3,30.60m,"100' 5""",Cornell Invitational,"Apr 6, 2024"
