Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2012 (Friday)",12:00 pm,Home,Spalding University,"Galesburg, IL",,,"L,1-4",Box ScoreRecap
"September 3, 2012 (Monday)",1:00 pm,Home,Roosevelt University,"Galesburg, IL",,,"L,2-3OT",Box ScoreRecap
"September 7, 2012 (Friday)",5:00 pm,Away,Westminster College,"Fulton, MO",,,cancelled due to weather,Recap
"September 9, 2012 (Sunday)",2:00 pm,Away,Concordia University (IL),"River Forest, IL",,,"L,1-5",Box ScoreRecapBox Score
"September 15, 2012 (Saturday)",11:00 am,Away,Ripon College,"Ripon, WI",,,"L,0-7",Box ScoreRecap
"September 16, 2012 (Sunday)",11:00 am,Away,Lawrence University,"Appleton, WI",,,"L,1-4",Box ScoreRecap
"September 19, 2012 (Wednesday)",2:00 pm,Away,MacMurray College,"Jacksonville, IL",,,"W,2-0Prairie Fire claims the traveling Ferris Trophy",Box ScoreRecap
"September 26, 2012 (Wednesday)",4:30 pm,Home,Eureka College,"Galesburg, IL",,,"W,4-0",Box ScoreRecapBox Score
"September 29, 2012 (Saturday)",11:00 am,Away,Grinnell College,"Grinnell, IA",,,"L,0-1",Box ScoreRecap
"October 4, 2012 (Thursday)",1:00 pm,Home,Illinois College,"Galesburg, IL",,,"L,0-3matched called at 83:26 due to weather",Box ScoreRecap
"October 6, 2012 (Saturday)",11:00 am,Away,Cornell College,"Mount Vernon, IA",,,"L,1-4",Box ScoreRecap
"October 8, 2012 (Monday)",4:30 pm,Home,Robert Morris University - Peoria,"Galesburg, IL",,,"W,8-0",Box ScoreRecap
"October 10, 2012 (Wednesday)",2:00 pm,Away,Millikin University,"Decatur, IL",,,"L,1-9",Box ScoreRecap
"October 13, 2012 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-4",Box ScoreRecap
"October 16, 2012 (Tuesday)",4:00 pm,Home,Monmouth College,"Galesburg, IL",,,"L,0-3",Box ScoreRecap
"October 20, 2012 (Saturday)",11:00 am,Home,Carroll University - Homecoming,"Galesburg, IL",,,"L,0-6",Box ScoreRecap
"October 21, 2012 (Sunday)",11:00 am,Home,Beloit College - Senior & Parents Day,"Galesburg, IL",,,"L,2-3",Box ScoreRecap
"October 27, 2012 (Saturday)",11:00 am,Home,St. Norbert College,"Galesburg, IL",,,"L,0-5",Box ScoreRecap
