Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 3, 2019 (Sunday)",12:15 PM (EST),Neutral,College of Saint Benedict,"Titusville, Fla.",,,Diamond 9 Sunkissed Games,"L,4-6(8 innings)",Box ScoreRecap
"March 3, 2019 (Sunday)",2:30 PM (EST),Neutral,Muskingum University,"Titusville, Fla.",,,Diamond 9 Sunkissed Games,"L,0-7",Box ScoreRecap
"March 5, 2019 (Tuesday)",3:30 PM (EST),Neutral,Penn State Behrend,"Plant City, Fla.",,,Diamond 9 Sunkissed Games,"W,7-6",Box ScoreRecap
"March 6, 2019 (Wednesday)",11:00 AM (EST),Neutral,Worcester Polytechnic Institute,"Plant City, Fla.",,,Diamond 9 Sunkissed Games,"W,3-2",Box ScoreRecap
"March 7, 2019 (Thursday)",11:00 AM (EST),Neutral,Emerson College,"Plant City, Fla.",,,Diamond 9 Sunkissed Games,"L,6-7",Box ScoreRecap
"March 7, 2019 (Thursday)",1:15 PM (EST),Neutral,Simmons University,"Plant City, Fla.",,,Diamond 9 Sunkissed Games,"W,9-3",Box ScoreRecap
"March 8, 2019 (Friday)",12:15 PM (EST),Neutral,Hood College,"Plant City, Fla.",,,Diamond 9 Sunkissed Games,"L,1-2(8 innings)",Box ScoreRecap
"March 8, 2019 (Friday)",2:30 PM (EST),Neutral,St. John Fisher College,"Plant City, Fla.",,,Diamond 9 Sunkissed Games,"W,4-2",Box ScoreRecap
"March 23, 2019 (Saturday)",1:00 PM,Neutral,University of Dubuque,"Rock Island, Ill.",,,Augustana Invitational,"L,2-10(6 innings)",Box ScoreRecap
"March 23, 2019 (Saturday)",3:00 PM,Away,Augustana College (IL),"Rock Island, Ill.",,,Augustana Invitational,"W,5-0",Box ScoreRecap
"March 24, 2019 (Sunday)",11:00 AM,Neutral,University of Dubuque,"Rock Island, Ill.",,,Augustana Invitational,"L,6-7(9 innings)",Box ScoreRecap
"March 24, 2019 (Sunday)",1:00 PM,Away,Augustana College (IL),"Rock Island, Ill.",,,Augustana Invitational,"L,5-7",Box ScoreRecap
"April 6, 2019 (Saturday)",1:00 PM,Home,Ripon College,"Jacksonville, Ill.",,,,"W,3-1",Box ScoreRecap
"April 6, 2019 (Saturday)",3:00 PM,Home,Ripon College,"Jacksonville, Ill.",,,,"W,8-0(5 innings)",Box ScoreRecap
"April 7, 2019 (Sunday)",12:00 PM,Home,St. Norbert College,"Jacksonville, Ill.",,,,"L,1-5",Box ScoreRecap
"April 7, 2019 (Sunday)",2:00 PM,Home,St. Norbert College,"Jacksonville, Ill.",,,,"W,4-1",Box ScoreRecap
"April 9, 2019 (Tuesday)",3:00 PM,Away,Monmouth College,"Monmouth, Ill.",,,,"L,2-6",Box ScoreRecap
"April 9, 2019 (Tuesday)",5:00 PM,Away,Monmouth College,"Monmouth, Ill.",,,,"W,5-2",Box ScoreRecap
"April 13, 2019 (Saturday)",11:00 AM,Away,Lake Forest College,"Lake Forest, Ill.",,,,"W,4-2",Box ScoreRecap
"April 13, 2019 (Saturday)",1:00 PM,Away,Lake Forest College,"Lake Forest, Ill.",,,,"L,1-3",Box ScoreRecap
"April 16, 2019 (Tuesday)",3:00 PM,Away,Knox College,"Galesburg, Ill.",,,,"W,9-1(6 innings)",Box ScoreRecap
"April 16, 2019 (Tuesday)",5:00 PM,Away,Knox College,"Galesburg, Ill.",,,,"W,9-1(6 innings)",Box ScoreRecap
"April 19, 2019 (Friday)",12:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,"W,9-1(5 innings)",Box ScoreRecap
"April 19, 2019 (Friday)",2:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,,"W,11-2(5 innings)",Box ScoreRecap
"April 20, 2019 (Saturday)",1:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,,"L,0-2",Box ScoreRecap
"April 20, 2019 (Saturday)",3:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,,"L,1-5",Box ScoreRecap
"April 24, 2019 (Wednesday)",5:00 PM,Away,Millikin University,"Decatur, Ill.",,,,"W,4-1",Box ScoreRecap
"April 24, 2019 (Wednesday)",7:00 PM,Away,Millikin University,"Decatur, Ill.",,,,"L,2-6",Box ScoreRecap
"April 26, 2019 (Friday)",5:30 PM,Away,Beloit College,"Janesville, Wis.",,,,"W,6-1",Box ScoreRecap
"April 26, 2019 (Friday)",7:30 PM,Away,Beloit College,"Janesville, Wis.",,,,"W,6-3",Box ScoreRecap
"April 27, 2019 (Saturday)",1:00 PM,Away,Lawrence University,"Appleton, Wis.",,,,"W,3-0",Box ScoreRecap
"April 27, 2019 (Saturday)",3:00 PM,Home,Lawrence University,"Appleton, Wis.",,,,"W,11-0(5 innings)",Box ScoreRecap
"May 3, 2019 (Friday)",10:30 AM,Neutral,St. Norbert College,"Wheeling, Ill. (Heritage Park)",,,Midwest Conference Tournament,"L,0-6",Box ScoreRecap
"May 3, 2019 (Friday)",1:00 PM,Neutral,Grinnell College,"Wheeling, Ill. (Heritage Park)",,,Midwest Conference Tournament,"L,0-1",Box ScoreRecap
